 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal
intercept 8.93311661169104e-06 1.7488483811772097e-08 -2.455953531006357e-06 -1.1061222443754685e-05 7.100136087699045e-07 4.8059363169405584e-08 -2.8368144490859346e-10 -1.4561606885677044e-08 9.318397366252286e-11 2.578014854360509e-06 1.5158767314660094e-07 2.94620412738753e-06 -3.2936450717527704e-05 4.4613358438639434e-05 -5.843310010662408e-05 3.810098358864908e-05 -3.5000663220454654e-05 -3.5646962187010714e-06 -6.325064733847347e-05 -3.889394077023484e-06 -1.3215345249863073e-05 -4.2079969184570165e-05 -1.2546691831749202e-07 -2.9474854557481286e-05 -5.189780031519061e-06 4.38337738136211e-06 -3.3923939597312336e-05 -4.015464912617611e-05 5.300812508214123e-05 7.649296631112569e-08 -1.9544893358556236e-07 1.5635765068035718e-08
yob 1.7488483811787806e-08 8.305673955178067e-08 1.236315658485846e-07 3.544355656301833e-07 -3.871988089388119e-08 -4.289557538521183e-10 -1.1998570440899846e-12 5.575168296490791e-10 -1.3824117553321447e-12 6.100260987795059e-07 5.853810354032172e-06 3.922662136612361e-07 -5.592658434992819e-06 -1.5320833570246296e-06 -2.5608134485077075e-06 1.2346045304698523e-07 -2.0505517456402753e-06 3.792479634292665e-06 -1.3374435335244031e-06 -3.4961519224649723e-06 4.950442031349628e-06 -4.425792524497367e-06 -2.241503846470432e-06 7.052158418726185e-06 2.4499074308324925e-06 -7.636612974733496e-08 -1.8184546951877871e-06 2.6689201279159863e-06 -9.441901736860217e-06 -2.1212385816997808e-09 -7.923644233408878e-10 -1.4248227658105486e-09
age -2.4559535310008267e-06 1.236315658488081e-07 3.262218624936654e-05 0.00048104916214444457 -3.225239042286136e-05 -6.564292234502549e-07 4.110691349935569e-09 6.517478218503792e-07 -4.084175799515768e-09 1.1705691018867002e-06 -1.3027440326022706e-06 -7.012330432180226e-06 -1.832096146054594e-05 -3.1429477188075935e-06 1.0411893207907256e-05 1.0285520512985504e-05 6.7712271811865445e-06 1.1398370656220968e-07 9.85999397496994e-06 2.5953404985215187e-06 -1.573976497107107e-05 -9.121179166785933e-06 -2.0611497058250038e-05 -2.4866349498433895e-06 1.7851851286535132e-05 -5.52196699053961e-06 -2.3672338089053725e-05 -9.73342201022798e-06 9.189498093841778e-06 3.4268419639103025e-08 1.1826779585893186e-08 8.285916416764417e-08
sex -1.1061222443931027e-05 3.54435565624947e-07 0.0004810491621453981 0.012718000491516309 -0.0008259619311053722 -9.472055144593151e-06 5.825246054459784e-08 1.6348482532178087e-05 -1.0088443880954729e-07 6.118591448456813e-06 8.34316764226172e-05 -3.424198254325873e-05 -7.53112776975104e-05 -0.000178153845650148 0.0001787676921424043 0.00020382820108121304 0.0001288935936789194 0.00019404586079628793 5.154989696574634e-05 -0.00010125410288006551 -0.0001552707619554412 -0.00012817125216890065 5.9528176967834284e-05 -0.00024844250278818595 0.0004964219639510363 0.0003051260447587797 -0.0001890706881872931 -0.00013423472804015936 -8.603910683543588e-05 3.905822998869226e-07 4.910509880247154e-07 8.33646812492045e-07
age_sex 7.100136087483726e-07 -3.8719880893232566e-08 -3.225239042291673e-05 -0.0008259619311051021 5.546719549772739e-05 6.510784703141692e-07 -4.081129225695633e-09 -1.1245030563720203e-06 7.067199057713318e-09 -1.4051687163990357e-06 -2.8654430848207515e-08 8.22140035295485e-06 5.659616151308029e-06 1.0627139743260353e-05 -1.655182448221031e-05 -1.2823410145284481e-05 -1.0669529552089915e-05 -8.900487038811241e-06 -6.04628728419408e-06 4.737897796680431e-06 9.27772233744791e-06 8.059570377579088e-06 -1.5906813119104037e-06 1.912549634563628e-05 -2.971338685833214e-05 -2.052056227920693e-05 1.570009406803948e-05 1.0023009500601308e-05 1.8701286414116816e-06 -4.347226247619644e-09 -5.746730257258998e-08 -2.6864907768540157e-08
age2 4.805936316927096e-08 -4.2895575384979657e-10 -6.564292234501425e-07 -9.472055144570347e-06 6.510784703128092e-07 1.3539858506857946e-08 -8.637127585927691e-11 -1.3438680504970434e-08 8.573352105331374e-11 3.852248255853151e-08 3.060908156225136e-07 2.393022159617536e-07 2.58201143333544e-07 8.002767121769322e-08 -3.1893275250055157e-07 -2.253757272198328e-07 -2.5478207700050173e-07 1.5206362480401243e-07 -3.182983276346441e-07 -2.180106444054593e-07 4.100877098851054e-07 3.3203667685729367e-08 4.4579476830945915e-07 2.7470051182767776e-07 -2.0097289827879466e-07 1.3651288402068698e-07 4.2464523037843515e-07 2.340812566832509e-07 -5.415310055042718e-07 -2.744841299956533e-10 -3.668596893539474e-10 -1.6823174236550583e-09
age3 -2.836814449071246e-10 -1.1998570441004582e-12 4.110691349934242e-09 5.825246054443543e-08 -4.081129225685804e-09 -8.637127585926416e-11 5.597401744103692e-13 8.571268820259452e-11 -5.55397602829168e-13 -6.610602375435249e-10 -2.6350075861548896e-09 -1.932263455318688e-09 -1.7322348333788625e-09 -4.6480536341790944e-10 2.1014242802046983e-09 1.5165425744116459e-09 1.9524652863245142e-09 -1.4424540450767074e-09 2.300033388203945e-09 1.9026253656252485e-09 -2.658698363521444e-09 1.3093489782624953e-10 -3.279166421268162e-09 -2.3433099978208512e-09 5.779432239605809e-10 -1.0341476867300771e-09 -2.5863532080690167e-09 -1.364734688591086e-09 4.617438836111742e-09 -7.132790500449764e-13 3.0035866519396313e-12 1.0836311917166752e-11
age2_sex -1.4561606885140346e-08 5.575168296432592e-10 6.517478218513499e-07 1.63484825321676e-05 -1.1245030563716891e-06 -1.3438680504994844e-08 8.571268820277413e-11 2.326316004370227e-08 -1.487121572124523e-10 3.400264724305655e-08 -7.485456395804483e-08 -2.5182707903148235e-07 -1.2174526655134594e-07 -2.0812675050103594e-07 4.108580065605087e-07 2.52781485492117e-07 2.35430776678886e-07 1.2420052864979158e-07 1.8793533232507415e-07 -1.3320808393827658e-08 -1.7143022767683703e-07 -1.3767506102285655e-07 -3.0271637645445665e-08 -4.4793612460895427e-07 5.632865336317387e-07 3.895619593591924e-07 -3.4169641714232935e-07 -2.0128435069934668e-07 3.667403770231319e-08 -2.0637411931744748e-10 1.3009637830466566e-09 4.4636315273359077e-10
age3_sex 9.318397366236086e-11 -1.3824117552538475e-12 -4.084175799520932e-09 -1.0088443880945471e-07 7.067199057709419e-09 8.57335210534494e-11 -5.553976028301855e-13 -1.4871215721241512e-10 9.654166139063466e-13 -1.2624748439108272e-10 8.282025130871683e-10 2.019045971620701e-09 8.001236840891601e-10 1.3196374325364897e-09 -2.967279930304683e-09 -1.4996364824284784e-09 -1.5403340793394613e-09 -5.434724901888034e-10 -1.5985654867041067e-09 -4.0072142461587415e-10 9.817859076416146e-10 7.36908361507419e-10 5.514641175626384e-10 3.0976194556784077e-09 -3.4078570498824164e-09 -2.258113920272931e-09 2.2095067017414616e-09 1.055790139115304e-09 -5.822994206678116e-10 2.5963660386136815e-12 -8.191858579358811e-12 -3.0509624656960393e-12
PC_3 2.5780148543608983e-06 6.10026098779471e-07 1.1705691018958126e-06 6.118591448701305e-06 -1.4051687164163016e-06 3.8522482558337246e-08 -6.610602375422577e-10 3.400264724342079e-08 -1.2624748439345197e-10 0.022509095829565152 0.000507350616686687 0.0013525348547933523 -0.00047971785543415266 -0.0038608289175457635 0.0017756623798888726 0.0031251714630121355 -0.003284424976453781 -0.00030140610266494875 -0.001192088142153357 0.0004949485147625969 0.004242946427976293 0.0021771736622771968 -0.0014642319017121835 -0.007816605880302918 0.001126386754418747 -0.000798291591404544 0.0025563577005269567 -0.000295485955258435 0.0036700687472948196 -2.675198626252899e-06 -3.082533212362948e-05 -3.0095906238658303e-05
