 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal gpp gmp
intercept 2753153058.1442366 5.8988655337564385e-05 -2333451846.6618233 214343907277.33463 2478756932.7581677 305735486.84576315 -3028064.36821741 -307434903.8196083 3051175.1812367965 -0.007027791636512052 0.009953789693049329 0.012384541536855174 -0.04292627873137184 0.015411894249506761 0.025627152937643168 0.0238425686260012 0.01160448632290935 0.016394687790678434 -0.05027739164930578 0.0023999451510358363 0.03885006626165085 -0.01787549741152798 0.009135992260219094 -0.02676704630166979 0.03229666176949789 0.03766284373506938 -0.012961748868102448 -0.004989567015111259 0.008688767099193964 -9.301072779430425e-05 -0.00018227772925144325 0.0016833884651789213 -0.0012748780097573077
yob -5.646168636341196e-06 6.22612968056561e-06 -2.3149291408998902e-05 5.1944751454339003e-05 1.1292337272682392e-06 7.057710795426495e-07 -8.270754838390425e-09 -2.823084318170598e-07 6.0652202148196445e-09 0.00021822501596732884 0.0003041988661845491 0.00013171714857343223 -0.0007809990194742174 -1.2831357433193897e-05 -9.612443310623675e-05 0.00010252807305413395 -0.00022209169771195456 0.0007167839530174024 3.745910606135307e-05 -0.00045312586749344526 0.0007401934122074444 -0.0007594774013385073 4.5452419531854485e-05 0.0004397337367267265 0.000528445443423933 6.358607239975023e-05 0.00020427931299663176 0.00029776837104019896 -0.0010791277251118467 -8.21415028427767e-07 6.328955595647668e-07 -1.1146185700001374e-05 1.1628897135807128e-05
age 1277554171.8958766 1.1056771800558231e-05 -3293462040.7557244 9835392854.949707 3293462040.7355275 182582209.58080184 -1950883.2707561208 -182582209.58042255 1950883.2707537718 5.871469381365542e-05 8.041821417368168e-05 0.0017810249443614222 -0.006477866890584899 -0.0018701472682259481 0.004957369780916482 0.002310847846131058 0.002346687208717538 0.002057022919086249 -0.005977018498815279 -0.0007342885876096952 0.0067416231397546865 -0.0017743217352052154 0.0007249730136224275 -0.0019385233726061854 0.006220489557101883 0.003646133081668096 -2.816196672548705e-05 -0.0005217343637148066 0.0006624091907083767 -1.0566890222902388e-05 -0.00010304781606716438 0.0002061516534938311 -9.419051195920634e-06
sex 198602959546.92603 7.221558377520164e-05 534039533.9578669 -67899120511.07574 -865003683.248641 275981351.33904946 -2878587.5515116816 -272110557.0763302 2825947.6145898765 -0.009572684424532941 0.01296124418580201 0.01509609147103483 -0.053743390885868214 0.021454970366837106 0.030626651012761266 0.029473833405296083 0.013764990971327107 0.020861722556047825 -0.06443557900903221 0.003659310055383185 0.04612882845949152 -0.02355110515220265 0.013025320399992664 -0.03426375564402449 0.03895640839848799 0.04644208385988473 -0.016803975150602484 -0.005800465846463495 0.0101161497973238 -0.00011844960000871035 -0.00019848147687799022 0.0005336709696416642 0.0001124391838588128
age_sex -1277554171.873363 -2.8093721461982356e-05 3293462040.808385 -9835392855.056675 -3293462040.7280035 -182582209.5825586 1950883.270775129 182582209.58107358 -1950883.270766086 0.00359240952287007 -0.00470808235149135 -0.005875152195369761 0.021409308259261937 -0.007732717558542909 -0.012877105920493116 -0.011727274685103276 -0.005894929758212288 -0.008316520224624941 0.025889469017161985 -0.0010036692470480032 -0.018453766134804338 0.00889827039253423 -0.004836713896124096 0.0134698245609912 -0.01557640015494104 -0.018840779622452907 0.0065320767055914485 0.002787714190514281 -0.004138184680498223 4.276874874139118e-05 0.00011682060637345824 -0.0008085174650610623 0.0005372408436101956
age2 27606713.56851287 -3.4160589722215345e-08 9905197.918710852 33317726.47455164 -9905197.918618284 -1830203.6771697977 26753.49001660048 1830203.6771680699 -26753.49001658985 9.390108576140236e-07 1.6674080110766434e-06 -7.465771788459952e-06 3.606316563611767e-05 2.1196697767077203e-05 -3.683810393592004e-05 -1.529954919770966e-05 -1.4560575263507778e-05 -7.227055117573317e-06 4.0229967026303025e-05 5.907394143146673e-06 -2.52086206904335e-05 8.387592363026136e-06 -8.489947468310891e-06 1.505564562572054e-05 -2.6700025488658024e-05 -2.2749723913688704e-05 -2.1809923231085737e-06 7.01708089132677e-06 -9.007467884579347e-06 6.049249211240594e-09 9.879259431303104e-07 2.348773247192146e-06 -4.100304956955912e-06
age3 223419.6501766618 -2.038516602861345e-09 690813.9715106677 -1080223.1629900716 -690813.9715041298 -14623.422296453251 45.5671555780984 14623.422296332414 -45.56715557736226 2.7405924031281075e-07 -3.2265073361112205e-07 -4.5516479744415093e-07 1.656097340069136e-06 -6.839442143586517e-07 -9.74632257171992e-07 -9.11730218046437e-07 -5.052844050985979e-07 -6.74268034676907e-07 2.098327096068821e-06 -6.042817662675329e-08 -1.47999383750342e-06 6.395093768193642e-07 -3.274690227795893e-07 1.0675668865874795e-06 -1.2686957419289092e-06 -1.4741417441073636e-06 5.611026569938333e-07 2.8081073000257957e-07 -2.8966950530076523e-07 3.5254109197984257e-09 9.734259593442946e-09 -1.3344272120636585e-07 1.1110940791541843e-07
age2_sex -27606713.568928182 4.0269678044493115e-07 -9905197.91968048 -33317726.472561065 9905197.918482209 1830203.6772023742 -26753.4900169531 -1830203.6771802213 26753.49001681814 -5.731782301811734e-05 7.728029213363365e-05 9.157060785102205e-05 -0.0003160483596002089 0.00012155313926645154 0.0001857103727696648 0.00017484822489958267 8.146309057192559e-05 0.0001162182641028326 -0.00037554506200954433 2.367436726101302e-05 0.00027987121898332383 -0.0001374216869988185 7.173550653985366e-05 -0.0002020169576084511 0.0002292826374432386 0.00027872652938918177 -9.884079945337321e-05 -3.59483985277154e-05 7.657014873966195e-05 -6.668982041677199e-07 -1.22430597234748e-06 7.396258700809565e-06 -4.241082635447263e-06
age3_sex -223419.65017413726 4.273145812100396e-11 -690813.9715047851 1080223.1629778668 690813.9715049405 14623.42229625421 -45.56715557594302 -14623.42229625769 45.567155575967845 1.4358937935332224e-08 -7.359095444878453e-08 -9.747027575919174e-08 7.417010898334859e-10 4.157639123368153e-08 4.156228442951475e-08 -5.269067633602901e-09 6.886323098814583e-08 1.1780526784119887e-07 -2.4304910573093727e-07 -1.337435431619582e-07 -2.4142618940431964e-07 5.0817380574007454e-08 4.272353097817117e-08 -5.029189597291903e-08 -7.238693753520543e-08 7.169748356358105e-08 -2.896953887007009e-08 -1.1367973432754233e-07 -2.124320345157714e-07 9.52474785614914e-10 -8.320489344796429e-09 8.149207389566607e-08 -6.787426965583028e-08
PC_3 0.0015615880301989723 0.00021822501596733664 0.0029930398353799187 -0.0041628391637516474 0.0006580843812949535 -7.542388966036975e-05 8.259754817784325e-07 1.9045077500033112e-05 -5.375573035313198e-07 0.6863609064333969 -0.0013071406280237671 -0.014938534583155897 -0.13773404922181104 0.006131231277351897 0.1389113020160761 -0.034928125368168805 -0.21137641572670493 -0.0335417701863044 -0.07821422216907488 0.10643084716102748 0.11712720271162415 0.09042242250482214 -0.08177180048180865 -0.34244525160357026 -0.021345186805541923 -0.012498625178259169 0.1466695668014395 -0.042831227727803164 0.14888025278763248 -0.0007178105994214605 0.0003057452833171892 -0.004156692406352272 0.0032224103042294877
PC_4 -0.0021645045440352845 0.00030419886618454346 -0.004176925827520909 0.007426272299117625 -0.0004507383097997311 0.00012675393362377105 -1.3340671198160137e-06 -4.780623347900843e-05 9.378254317558026e-07 -0.0013071406280244443 2.4580303674904087 0.16892506929468298 0.21906720537333654 0.3175525158619003 -0.05769489605684083 -0.24922854896426833 0.1031581475779638 -0.3287886594226577 0.016177828358030878 0.2589367555502495 -0.10257667011414107 -0.26123037100496926 0.31435477474738005 0.08892340078336627 -0.2545611167188975 0.08007931333149354 -0.1425300591928124 0.06613523609728306 0.37017099607314286 0.0005122044944405806 0.0011798348828305333 0.0008860467148666509 -0.0026451186998488595
PC_5 -0.001679282394812849 0.00013171714857342892 -0.004231089574217779 0.0104835922656864 0.00013696232319478945 0.00016414811608843832 -1.7546284333544124e-06 -8.004328002560879e-05 1.2019933601494657e-06 -0.014938534583157238 0.16892506929468346 2.9182782873657898 0.0473119196029624 0.10803189589926611 -0.2610813609994454 -0.05812470250423561 -0.4372978097270828 0.07464418778934616 -0.5003537668555667 -0.10584689896716797 -0.03249637694337042 -0.008660517174555685 0.13862300360232396 -0.30860144982241955 -0.37404718689027094 -0.22206176543857 0.014001618762959063 -0.08950656582721352 0.16930589945813349 0.0006195019956549072 0.0005883005039050678 -0.0049317166108056205 0.004269824034053231
PC_6 0.00495305745835172 -0.000780999019474193 0.014019786606327682 -0.028566011640702344 0.0009116547623547614 -0.0004703462477476765 4.889002337778236e-06 0.0001903610537834995 -3.232163296618812e-06 -0.13773404922180865 0.21906720537333702 0.047311919602965505 4.326613818405285 0.19914351842182862 -0.5426749264425316 0.42496208164280214 -0.20332923404034953 0.15875104255551423 0.011551206520139778 0.06775179998882587 0.11600385601937124 -0.7556307412373756 0.2191343684243918 0.5277362152316927 -0.0027070154712590918 0.0896389630343386 -0.24887528731540645 -0.05752346370291275 0.14350829077020286 0.0011529809998103502 -0.00036295082614644093 0.007454907147635139 -0.006222065718433742
PC_7 -0.0030006062307565114 -1.2831357433203935e-05 -0.007915254449034397 0.009346149866774739 -0.001687610377746089 0.00020195395245000292 -2.2037720452339104e-06 -5.9204115416262794e-05 1.5614042221077151e-06 0.0061312312773499425 0.3175525158619014 0.10803189589926541 0.19914351842182346 5.602791914464098 -0.173582130370719 0.04446022417482686 -0.512823262344261 0.2111186266468513 0.8215112204082897 0.3000701493673465 0.35075978308891953 -0.740597081815986 -0.04724832591900462 0.7008707086970509 -0.39310063776537957 -0.32030913675457795 -0.04940383428191624 0.123654280576695 -0.2710213484436888 0.0017142306768865895 0.002637091436627071 0.001477482863378865 -0.005996321164597962
PC_8 -0.0028238651997125747 -9.612443310624622e-05 -0.007541423280612359 0.016196736315311516 -0.0003783128589597383 0.00026117950018611144 -2.7630618038592233e-06 -0.00011230723135245821 1.82999183111733e-06 0.13891130201607452 -0.057694896056842214 -0.2610813609994483 -0.5426749264425291 -0.17358213037071848 5.853547682796131 -0.016491379901586348 0.4055268729286097 0.4769031743295988 -0.19539928859236705 0.027503870847027177 0.05015653482857122 0.8136721516480889 -0.5374782802995423 0.17225677429891784 0.33592857236052936 0.2524014061232026 0.16203080183248766 0.2335581032769279 -0.37837605588985834 -0.0009038268204002908 -0.0005194996999028265 -0.011491609500306463 0.011824274571549477
PC_9 -0.0032035134890696054 0.00010252807305412497 -0.008457417128684122 0.015286225639183545 -0.000959009710291951 0.00025993098109333853 -2.780946080027654e-06 -0.00010038230539140219 1.8639467943472437e-06 -0.034928125368171144 -0.24922854896426921 -0.058124702504238054 0.42496208164280375 0.04446022417483283 -0.01649137990158614 7.507135775728737 1.0622476565641557 -0.1552989307212605 -0.2766733454413266 -0.1563984608305842 -0.07876884531265733 -0.1524481797597823 -0.3362566403670436 -0.4393678914618278 -0.03280226687965804 -0.12701301828381206 -0.23058013962730853 -0.28637375131429027 0.21623048708663062 -8.721693512820747e-05 0.002740245991421592 -0.024784193444846146 0.02024316115697611
PC_10 -0.0013576914270808473 -0.00022209169771195475 -0.0030164058230677956 0.006019395972566194 -0.0005318367264173284 0.00010611461954417835 -1.1748830129278197e-06 -3.921210423595208e-05 7.384618388183257e-07 -0.21137641572670307 0.10315814757796005 -0.43729780972707855 -0.2033292340403557 -0.512823262344267 0.40552687292861284 1.0622476565641785 10.600914724058903 0.8867064992613504 -1.28712323867848 -0.9502786682907433 0.28047015998197755 0.4235321164501633 0.4023555329866292 -0.22181342535991871 0.1984374869908209 -0.022117092874227577 0.2464430253708054 -0.8875493104707236 -0.7748672214246601 -0.00018640323317809914 0.003333939419375236 0.013604842769449756 -0.020352168373623334
PC_11 -0.0017128206704991305 0.000716783953017394 -0.005806812058111244 0.010534945523234472 -0.00045268524743293285 0.0001717898126008773 -1.6738415936631772e-06 -6.27986036155221e-05 1.117378826826899e-06 -0.0335417701863057 -0.328788659422658 0.07464418778934502 0.1587510425555128 0.21111862664685097 0.47690317432960116 -0.15529893072125459 0.886706499261348 8.837825963454229 -0.11089448550948773 0.6733071389158963 -0.37623906211809044 0.6852956062925839 -0.22856001837695497 0.47682888830925513 0.0730164373166097 -0.05940148301892852 0.0925277574137886 -0.21172106350698755 0.6066238645644816 -0.0005713599723028912 0.0015920114901858556 -0.004755561089991716 0.0015512391734638878
