 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal
intercept 1.1651369039340425e-05 3.5294364864035044e-08 -4.625058147789297e-06 -2.792230692784569e-05 1.7372737138270933e-06 8.966946533327184e-08 -5.309287109060114e-10 -3.396856201441595e-08 2.1049541352029617e-10 -4.694930563831482e-06 2.243985047341828e-06 2.660054309606872e-06 -3.5962781872725945e-05 5.6231668927280454e-05 -7.391171360710157e-05 4.915723499555635e-05 -4.5607764676780655e-05 -1.0255109093241745e-05 -8.507382033597302e-05 -1.1050109516356683e-05 -1.5879614176828798e-05 -5.573206959492162e-05 5.457562199765886e-06 -3.756161039423136e-05 -9.787946958104748e-06 8.245199593918251e-06 -4.804645427683261e-05 -5.668919054733113e-05 7.613396471363463e-05 6.18059522994413e-08 -2.9621580116949415e-07 1.1063071442828991e-08
yob 3.5294364864073703e-08 1.0799113184720938e-07 2.2405039331562014e-07 8.932380722676365e-07 -7.840438101819146e-08 -1.7590787112976449e-09 5.544213786714421e-12 1.247147033163098e-09 -4.788212548976205e-12 1.0809584711390467e-06 7.683772612162067e-06 4.6644535183065246e-07 -7.450289290395633e-06 -1.9799652647957395e-06 -3.4505678920923965e-06 3.0245908470674813e-07 -2.879175602158723e-06 5.6087701770627144e-06 -2.1929545265460974e-06 -4.739315755895937e-06 6.4038990391263665e-06 -5.838237636590848e-06 -2.4648467702631525e-06 9.35662076200151e-06 3.269148224422847e-06 7.388468876964317e-08 -2.24263962761078e-06 3.434186015978391e-06 -1.3130046391572246e-05 -1.4605170190152622e-09 -2.2070544793617965e-09 -4.106564303497136e-09
age -4.625058147777871e-06 2.2405039331571162e-07 5.615998092921005e-05 0.0008432906960836545 -5.553972481874497e-05 -1.1161285012834716e-06 6.926851350006609e-09 1.1087809177555972e-06 -6.886644495588448e-09 6.708560814200074e-06 2.3405964977450963e-06 -5.656155032410671e-06 -3.0455445132879242e-05 1.0870745112545275e-05 1.849604680317656e-05 6.865453566914442e-06 2.0592550412613903e-06 1.3408540900223499e-05 1.5176825128754283e-05 -7.503650376853455e-06 -1.8221075185036064e-05 -9.444866897037826e-06 -3.687338464455978e-05 1.7475160019035404e-05 1.583235994813481e-05 -6.597279074711847e-06 -3.6851849975108936e-05 -3.301379036792927e-05 -6.511977295508324e-06 5.731323357489973e-08 1.4243435556346292e-07 1.022460503150428e-07
sex -2.7922306927673355e-05 8.93238072266252e-07 0.0008432906960849073 0.021576766411416964 -0.0013912316079479033 -1.6482368316632848e-05 1.0082842074782146e-07 2.7400478114282654e-05 -1.6847906926074834e-07 6.721660271508036e-05 0.00019696915144831913 -4.982125975808396e-05 2.781509974836064e-05 5.837516733965243e-05 0.0002338133359177001 0.0001485765118002079 -1.2862839916781763e-05 0.00043827339500949667 0.00020629129051045932 -0.00037291948886374835 2.9475026134457962e-05 -0.00016670557675956753 -8.686157732389679e-05 2.0178017168597113e-05 0.000398901877466506 0.0005153784042693111 -0.00035264188990858 -0.00022586139004615284 -0.0003166772911364644 9.700970665418529e-07 -1.851314261736957e-07 2.3233202286348245e-06
age_sex 1.7372737138493681e-06 -7.8404381018113e-08 -5.5539724818834955e-05 -0.001391231607948002 9.220487160704115e-05 1.1074081841962425e-06 -6.880057169879151e-09 -1.8527284972074045e-06 1.156963742830229e-08 -5.5431944267088315e-06 -5.189050834224756e-06 1.2234349404550323e-05 -7.068200884203597e-07 -3.516043732200125e-06 -2.2738684445344004e-05 -9.327458297579575e-06 -3.851998624064619e-06 -2.3914186511731036e-05 -1.635346809706456e-05 2.1963174058233897e-05 -1.9351725148323214e-06 1.2113848343867513e-05 8.232626186129865e-06 2.5011956580871665e-06 -2.378655963770914e-05 -3.2853963651029855e-05 2.7775169318818227e-05 1.7216317095415822e-05 1.6470093622859777e-05 -5.6070055975434837e-08 -2.511672763246569e-08 -9.560553922036687e-08
age2 8.966946533270563e-08 -1.7590787113016683e-09 -1.1161285012835703e-06 -1.6482368316608914e-05 1.107408184194515e-06 2.2632745833148323e-08 -1.426414767661968e-10 -2.249541131605919e-08 1.4181910043690466e-10 -4.032849856910982e-08 3.490474578395362e-07 2.6489949912245776e-07 4.674950692175567e-07 -1.6809888003725838e-07 -5.22436787666908e-07 -1.6675045843839977e-07 -2.314425022905073e-07 -3.474265368825188e-08 -4.7451407374963494e-07 -7.678331282749003e-08 5.00634848353598e-07 -3.6435853625148684e-09 7.859377463975337e-07 -3.966992142413194e-08 -1.4162700385875727e-07 2.0180724267312743e-07 6.84762157759927e-07 7.168218560399075e-07 -3.8349516255331626e-07 -6.906432937770508e-10 -2.9722226372077903e-09 -2.019367567753142e-09
age3 -5.309287109056527e-10 5.544213786715379e-12 6.926851350007706e-09 1.0082842074767959e-07 -6.880057169868855e-09 -1.4264147676620733e-10 9.111508253448548e-13 1.417975230337672e-10 -9.058689212794252e-13 -3.62393725491452e-10 -3.2420302252944456e-09 -2.342926974740813e-09 -3.1217591605914025e-09 9.985968116876481e-10 3.4132626748734516e-09 1.2056007849251482e-09 2.115352494057311e-09 -5.525279306414241e-10 3.430521867141875e-09 1.2303900309198681e-09 -3.3147504830381447e-09 4.4093086191861415e-10 -5.5929784065624065e-09 -6.217940910619559e-10 1.327973152263817e-10 -1.658663483711616e-09 -4.304840375559522e-09 -4.403599122136384e-09 4.206620099042816e-09 1.744551645768719e-12 1.9043231091162723e-11 1.2864801056148978e-11
age2_sex -3.396856201444149e-08 1.2471470331536962e-09 1.1087809177575445e-06 2.7400478114286696e-05 -1.8527284972075343e-06 -2.2495411316096684e-08 1.4179752303399127e-10 3.7875953595388064e-08 -2.4003332452078643e-10 1.0904998769356142e-07 -7.908601829025565e-09 -3.799222024303382e-07 -5.471296323674292e-09 5.019412030716082e-08 5.626088975581574e-07 1.8826447610922136e-07 1.311839743475441e-07 3.9517170518050606e-07 4.1393449799060033e-07 -3.2599299510729783e-07 5.011874928713751e-08 -2.3906584047384006e-07 -2.4608136089035005e-07 -1.330959708791161e-07 4.54069905439096e-07 6.047530795249493e-07 -6.169509243773714e-07 -3.6784252972231026e-07 -2.4103632428858894e-07 9.507429574109221e-10 6.916685265400622e-10 1.633655996667011e-09
age3_sex 2.1049541353057898e-10 -4.788212548995875e-12 -6.886644495601374e-09 -1.684790692607838e-07 1.15696374283038e-08 1.4181910043715454e-10 -9.058689212809229e-13 -2.400333245208009e-10 1.5419485766598337e-12 -5.098296841499834e-10 5.897831461926983e-10 3.0453862470958413e-09 1.697999572922334e-10 -1.4437704705394392e-10 -4.0152918127030295e-09 -1.1142181422612304e-09 -1.0746098350565271e-09 -2.073388016920541e-09 -3.15733020617085e-09 1.3272164969543117e-09 -3.9585637136456623e-10 1.4867984993290277e-09 2.0475763902895892e-09 1.1889474302099412e-09 -2.799246917439012e-09 -3.408315064646664e-09 4.1749241442141876e-09 2.114619685185186e-09 1.1013582278733916e-09 -5.2923845699487274e-12 -4.188540082019965e-12 -1.011950187175949e-11
PC_3 -4.6949305638345195e-06 1.0809584711389737e-06 6.708560814184489e-06 6.721660271476064e-05 -5.543194426686269e-06 -4.032849856878228e-08 -3.6239372549357937e-10 1.0904998769308413e-07 -5.098296841468682e-10 0.02875748128328322 0.0003396210388217233 0.0014991773046129434 -0.0006832477049823133 -0.004483926095598344 0.0021980984113154937 0.003589972557211519 -0.00437790021670024 -0.00042006714221143045 -0.0018313463658422844 0.0011211963400977124 0.0053693090031380125 0.0030744513470671933 -0.002206929928834624 -0.01075058503771922 0.0012295139537342775 -0.0012738068893549308 0.0036034636342486617 -0.0005366479686264433 0.0052734625603322255 -2.454179614576168e-06 -3.832649041418269e-05 -3.8912461338408084e-05
