 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband
intercept 0.0016780008975590792 -1.0117116770523387e-06 -0.001524483219090459 2.3511015850893297e-05 -1.1859910583191758e-07 -0.0002261607059480014 -0.00029094107919295733 -0.00019913400556019663 -0.00014907239914058133 0.0007432042902221194 -0.0003925071886725527 0.00033190793878623163 -0.00039755472023586975 0.00013997457466081311 -0.00037552966040865174 7.324520876591834e-05 -0.000222416670019225 -5.8801613138228525e-05 -0.0003388832587779343 -0.00047641978555988234 -0.0004765697832567801 0.00026371193015082276 -0.0002439060222717282 -0.0006985716753103032 0.00028566406963926666 -1.1519416442067512e-06
yob -1.0117116770565817e-06 3.3832658450294835e-07 1.544298764455048e-06 -2.00625759433556e-08 1.0358084538922067e-10 6.616066757777627e-06 2.4787703264927208e-05 6.58512770202178e-06 -3.4634740697714e-05 -1.5417497886903775e-05 -1.6054179258774082e-06 1.6257488738610627e-06 -1.3488763065760493e-05 1.8758978749403406e-05 -9.806720612060833e-06 -2.510757520662842e-05 3.278124389898245e-05 -2.9160242699432297e-05 -7.383287261994179e-06 3.5452065093234634e-05 1.499861581990885e-05 3.161210562164232e-08 -8.54876579521224e-06 2.225932922713051e-05 -4.6712547900037984e-05 8.615722472069001e-09
age -0.0015244832190899956 1.544298764448895e-06 0.0014755283802277202 -2.3085982870612508e-05 1.1811276368415806e-07 0.00023332350335749467 0.00036328437064230923 0.0002626198653948 7.4846346080499915e-06 -0.0005537247484447661 0.00020846597851812405 -0.00020137587121454083 0.00023837216686123483 -0.00017898629056411848 0.00023497587744112112 -1.5845794143597536e-05 8.874047673777058e-05 -0.00010088271277664089 0.00026210959513623257 0.0004318782772533194 0.00041031237154338414 -0.00029148822211724247 0.00012509656057836213 0.000593393320964427 -0.00017106612714755273 1.0902299943056094e-06
age2 2.3511015850882438e-05 -2.0062575943277786e-08 -2.3085982870610045e-05 3.629419728017365e-07 -1.865445137541598e-09 -3.3470774839691504e-06 -5.352849737947511e-06 -4.283351175657971e-06 -4.971727896569806e-07 8.359196257148525e-06 -3.177800568698232e-06 3.1278277233023834e-06 -3.98462022386734e-06 3.319425814076781e-06 -4.111116287816168e-06 -1.7992119289705275e-07 -5.759159481114176e-07 1.1358164220089515e-06 -3.995280721039983e-06 -6.3597956269333554e-06 -5.778585072121259e-06 4.763460821140998e-06 -2.060551360296246e-06 -9.270755763711632e-06 1.938311818455945e-06 -1.612308103434035e-08
age3 -1.185991058318506e-07 1.0358084538878327e-10 1.181127636841332e-07 -1.8654451375414065e-09 9.632717822187855e-12 1.564188059570339e-08 2.7378302283992868e-08 2.329363909102355e-08 1.7918502413190232e-09 -4.140703556010149e-08 1.502983761811656e-08 -1.553194014594127e-08 2.0960065234105125e-08 -1.8637744236050982e-08 2.1928090330415567e-08 1.5066130999160831e-09 7.480117670648857e-10 -5.386021270709362e-09 1.900393912395783e-08 3.2302165791838305e-08 2.654654207586312e-08 -2.548864230961311e-08 1.0326025686660187e-08 4.825430196302029e-08 -7.943194835062449e-09 7.761186592829908e-11
PC_3 -0.00022616070594834505 6.616066757777266e-06 0.00023332350335790336 -3.347077483975936e-06 1.5641880595740047e-08 0.06439214207488343 0.001625458170467799 0.001841602477710902 -0.005126142939368889 -0.013959402066781859 0.006116019204159938 0.00789889369682099 -0.009878736872785239 -0.0012134751799260405 -0.0006584857921462768 0.0032369445882146353 0.015000094718116508 0.006166119810396432 -0.006536488660660559 -0.022656410476486637 0.0033257663969074565 -0.0017143602894265004 0.007384866301617881 -0.0016971606042783165 0.013135754828147952 -0.00010071852217492887
PC_4 -0.00029094107919319233 2.478770326492659e-05 0.0003632843706426597 -5.352849737953588e-06 2.737830228402691e-08 0.0016254581704677846 0.22880374346201712 -0.009901008503560538 0.007262329222500655 0.000855157275868518 -0.005306613665569379 -0.011365380703120098 -0.0009624252997631431 -0.021128588608004043 0.004828891549810946 0.01891734271804052 -0.029105581339833972 -0.010941384106792624 0.017218737147714137 0.014876440835030863 -0.010854900342595517 0.00596619696527885 -0.007257304451862789 -0.0010641992319991005 0.009086547725892366 8.883317827946416e-05
PC_5 -0.00019913400555981157 6.5851277020205725e-06 0.00026261986539452044 -4.283351175654034e-06 2.3293639091005575e-08 0.0018416024777107663 -0.009901008503560673 0.30077016641251464 -0.003345498379435335 -0.001230958489932346 -0.0015199153730823048 0.004720219917772754 -0.026164875928302574 0.00950929968279631 -0.0272866265846798 -0.022313853220775642 0.0013430445132814753 -0.02125690877794144 0.020274742832360325 -0.03478141420756952 0.013178196145034215 0.007926733086357588 0.0012784681578556416 -0.003372854110823949 0.025034445263089178 6.0146787421075897e-05
PC_6 -0.00014907239914044505 -3.463474069771419e-05 7.484634607931988e-06 -4.971727896551998e-07 1.791850241310244e-09 -0.005126142939368933 0.007262329222500612 -0.0033454983794353496 0.3731421361704747 0.01183316991798024 -0.005202044653542585 -0.0172857073403831 -0.017858961773798795 0.011664025340705307 -0.014469407674573982 -0.0005283153824781127 -0.008741393062265297 -0.0355755175851181 0.023206986403366013 0.03762772205997815 -0.010596317920887877 -2.793588428762282e-05 -0.008998895545966286 -0.003997401473370607 -0.017176716151355402 7.983560992177592e-05
PC_7 0.0007432042902227502 -1.541749788690265e-05 -0.0005537247484455693 8.359196257162049e-06 -4.14070355601754e-08 -0.013959402066781834 0.0008551572758684578 -0.0012309584899325942 0.011833169917980177 0.4587198111885015 0.014810217214323034 -0.014258570337334079 -0.029753396600700564 0.018387760765891974 0.01268852233666235 0.046723461893770114 0.014872355596833373 -0.04258701732003682 -0.029222588862429535 0.043723788420551614 -0.020052316896206755 -0.018919532846661022 0.003930038134259138 0.007610957319315786 -0.016829807620915783 8.944316934588636e-05
