 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal
intercept 0.0006656290479206267 -2.2984256970002285e-06 8.277804635412956e-05 -3.0515946064940665e-06 3.210071400529635e-08 -0.000811234151932877 -0.0003671370729794186 -0.0009344755403147552 0.00019285747675985504 0.0014724758216634645 -0.0009675159652764495 -0.0012406099924835115 -0.00037870675794878097 -0.0011469621539868808 -0.00029378323027598745 -0.0006291401351213552 -0.0014451568854752534 -0.0007109739436342075 -0.0007542335042623907 -0.00048678706513632426 -0.0008334004410081825 -0.0003189291057312309 -0.001387911383402693 -8.973225722337795e-05 0.0015611816779369139 2.671373155170556e-06 -4.698928990381813e-06 -1.683000312314711e-06
yob -2.2984256970004415e-06 1.546494724600028e-06 1.4249737350550498e-06 -1.1233627997072383e-08 1.1735620304663278e-10 1.0016942296159804e-05 0.0002706554823546201 3.854516577610627e-05 -0.00012892235421865604 -5.344992198100405e-06 -0.00012015983435206655 -1.8787074738862348e-05 -2.3284193908476294e-05 0.000168921923847537 -1.9967716998900875e-05 -0.00014432425039633405 8.645623412914569e-05 -9.432308705866259e-05 5.35888534148392e-06 0.0001417489216063668 0.00011923534235986431 -4.488187374594742e-05 -5.699425355230561e-05 0.00011128935721400497 -0.00025731926404624515 -2.285947223846094e-07 -1.2425668913495634e-07 -1.5113416295371276e-08
age 8.277804635412994e-05 1.4249737350551658e-06 5.223330711087401e-05 -1.5001819765176143e-06 1.2877978767115755e-08 -5.8113498663776874e-05 0.00013259162592189035 -0.00017780152362140337 -0.0001584588405056144 -0.00022679667290961142 -7.84215784481406e-05 -0.00014552436523506754 -0.00015702581239959945 -7.820511626968213e-05 -8.640009487212213e-05 -0.00018137726790250255 8.682671865953347e-05 -0.0003158643896101063 5.1270278652179004e-05 -1.4386892827063374e-05 0.0003319245195758794 -0.0003800350706594183 -0.0003715388718237505 8.970318740913951e-06 0.0001358014277618589 -1.4516217073662514e-06 -5.056475983541298e-07 -1.0247784964927418e-06
age2 -3.0515946064941076e-06 -1.1233627997077432e-08 -1.5001819765176234e-06 4.592301323531226e-08 -4.0841750938719213e-10 1.388952639761903e-06 1.3912877543982226e-06 6.078783051346327e-06 1.144810138742318e-06 9.149458965183836e-06 -2.2740242372798337e-06 5.220513775966379e-06 3.6214420066967154e-06 7.044148879012576e-06 -1.0507797692371495e-06 3.623256187381162e-06 -1.9533994477124974e-06 8.353551792905548e-06 -1.6327859936512156e-06 1.5929774566167882e-06 -7.68568033310205e-06 1.0208998747364406e-05 8.215412600065103e-06 -2.2524132486834264e-06 -5.804776088923771e-06 3.553030618615598e-08 1.9837382065450815e-08 3.067449544608014e-08
age3 3.210071400529606e-08 1.1735620304667706e-10 1.2877978767115856e-08 -4.084175093871927e-10 3.7411267073254105e-12 -1.3006958614289769e-08 1.2817593284850855e-09 -5.272039940902863e-08 -9.346374373497047e-09 -7.989646453679735e-08 1.9551959309342298e-08 -6.000913088361357e-08 -3.174525662132041e-08 -6.541680891447113e-08 2.6047735795369755e-08 -4.1523682914322634e-08 1.7823783921655744e-08 -7.741744808824706e-08 8.138219161813947e-09 7.774782160117074e-10 6.625454041939519e-08 -8.884799554620283e-08 -6.837118699142537e-08 4.6079692324421865e-08 2.7929710233811272e-08 -2.6423004996569743e-10 -2.2454963697392262e-10 -2.674342027033637e-10
PC_3 -0.0008112341519328775 1.0016942296159746e-05 -5.8113498663775234e-05 1.3889526397618623e-06 -1.30069586142894e-08 0.3312724138098071 -0.02576331994326442 0.00048142547632746516 0.077981276132161 -0.012174447474283373 0.03760008189792471 -5.293293118027413e-05 -0.04778816453439578 -0.06119139278880513 -0.029073045526916072 0.08685026975112704 0.02718167491542664 0.08447853688820332 -0.04455961679322849 -0.1693476531464951 -0.036166986449954745 -0.02509311170612009 0.047953749260998844 -0.042955401459449316 0.1585017873664722 -7.409800417015853e-05 -0.0004976560969096784 -0.00037228518446599096
PC_4 -0.0003671370729795149 0.0002706554823546196 0.00013259162592184107 1.3912877543996987e-06 1.2817593284721522e-09 -0.025763319943264258 1.0687517029099505 -0.010404860206881843 0.16868706112088708 -0.1081245164058746 -0.00044980854798527234 -0.02430248078077578 0.032929815410443396 -0.06002006316604994 0.07045444751412248 0.1266654476235186 -0.09330903233848274 -0.06003574210817713 0.12767263265119694 -0.00971764954245678 -0.034735091860748434 0.02081527898215369 -0.060022820710604316 -0.06772851129781672 0.18097837411832518 0.0003211819368830445 0.00015761876144292092 0.00011010818986019233
PC_5 -0.000934475540314766 3.854516577610564e-05 -0.00017780152362140643 6.0787830513464015e-06 -5.2720399409029216e-08 0.0004814254763274923 -0.010404860206881994 1.3861020500016474 -0.04812464523349731 -0.1520035470638643 -0.09375384884399413 0.12624134146318589 -0.011193231711120652 -0.08836379386619624 -0.02314703910569958 0.06598142828136012 -0.11898641942334261 0.003806905000231435 0.017579879786934302 -0.13839920596548655 -0.1018576428395284 -0.029176110687157888 -0.008599926269488634 -0.12487600124580525 0.18315129232203398 -0.00011095737958670166 0.00017239411296326063 7.494854778234691e-05
PC_6 0.00019285747675991914 -0.00012892235421865577 -0.00015845884050558095 1.1448101387412902e-06 -9.346374373487874e-09 0.07798127613216108 0.168687061120887 -0.04812464523349755 1.845548573438707 0.00865268309360119 0.23326292800044227 -0.11897229754338128 0.06506295154240122 0.11051199051282336 -0.11645053639129153 -0.0711141347894763 0.2153768666919225 -0.22326757824523558 0.05959388872013901 0.14414121261562346 0.018020844419682547 -0.030080273530053648 -0.09507711367767031 0.05106721603743939 -0.15271259640487989 0.00010913414291427571 0.00014314098490834283 2.7067921665013874e-05
PC_7 0.0014724758216634183 -5.344992198101503e-06 -0.00022679667290964137 9.149458965184658e-06 -7.989646453680432e-08 -0.012174447474283784 -0.10812451640587484 -0.15200354706386432 0.008652683093601376 2.324413643558432 0.10057484166442672 0.26283077558777496 -0.1438507389747606 0.2147825833999012 -0.012127609093292314 0.011562839488835462 0.031137852841079835 -0.2697335180443334 -0.2497892893773729 0.2582020449798268 0.094467319846936 0.024756905410227754 0.012935374302189578 0.212730207759533 -0.3449311231265977 -6.213984981080855e-05 0.00035324288157847074 0.000253027301355958
PC_8 -0.00096751596527638 -0.00012015983435206563 -7.842157844810441e-05 -2.2740242372809328e-06 1.9551959309351817e-08 0.037600081897924596 -0.0004498085479850095 -0.09375384884399435 0.23326292800044207 0.10057484166442626 2.660265856762138 0.3305040942848278 -0.11190286011737464 -0.00449433146142621 0.09482711621591934 -0.11346975071908273 0.015981799020013815 0.11755345918648373 -0.19659555888745245 0.1331926674549064 0.2494811073286073 0.006368838636848118 0.060652961014652895 0.1290200278875075 -0.14379807797535468 0.00029891895770306823 -0.0002547433039260962 -0.0004605778990491783
PC_9 -0.001240609992483494 -1.8787074738862843e-05 -0.00014552436523505846 5.220513775966085e-06 -6.000913088361081e-08 -5.293293118021686e-05 -0.02430248078077625 0.12624134146318577 -0.11897229754338114 0.2628307755877751 0.33050409428482896 3.4473006177726524 0.13052600097100847 -0.07962871617328694 -0.281998438700504 0.21688359052045383 -0.0873076789167685 -0.013461222742277085 -0.26824038075891427 0.09001738651086555 -0.23026788018098082 -0.133610825008927 0.13287813552255726 -0.06096517114152533 0.23916220040096883 -5.064239389840841e-05 -0.00018282663987248933 5.778028804125763e-05
PC_10 -0.0003787067579487694 -2.3284193908476643e-05 -0.00015702581239959715 3.6214420066965972e-06 -3.1745256621318995e-08 -0.04778816453439687 0.03292981541044388 -0.011193231711120723 0.06506295154240165 -0.14385073897475997 -0.11190286011737462 0.13052600097100892 4.066372426659655 0.3590318425128359 -0.02110787681087283 -0.0976197781174226 -0.06430804194154194 -0.025347096869567046 0.04924513182415648 0.10512822072527646 0.2526478307213026 0.054638588782428714 0.08165850441259624 -0.04150792977981137 -0.2014073762243553 3.337033426251351e-05 -0.0003802433726997857 -1.0283370171331792e-05
