 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband
intercept 1.816990935697347e-05 1.8647240783026775e-07 -4.571227980397225e-06 -3.501654820683207e-05 2.252962412149632e-06 8.83611687435049e-08 -4.88895643335935e-10 -4.4869874680756916e-08 2.822963257778336e-10 1.5127277803532639e-06 3.772766682910269e-05 -0.00015901143375725594 1.998391538095767e-05 0.00022863928957275547 -8.782462291499358e-05 8.957903867192578e-06 -0.00013427626371283446 6.911702866972829e-05 -0.0002567923367732385 -9.973717005492027e-05 -4.792111635818573e-06 -0.00012445922976128123 1.9882477020543624e-05 -0.0001251286189520804 0.00011762796050803975 7.303029020726983e-05 -1.020159854825949e-05 -7.64155539132515e-05 2.521426857038752e-05 -1.1376350251995925e-07
yob 1.8647240783030897e-07 1.3216539176775292e-07 3.0413473287757e-07 1.3349769869781071e-06 -9.846478532593622e-08 -2.1328003012688624e-09 3.3511543108076054e-12 1.31277195222692e-09 -3.3503007787602104e-12 -6.403190493952284e-07 1.0709184238821182e-05 -5.068431144241782e-06 -1.1037510056062968e-06 5.982890712586547e-06 -5.684608422100637e-06 -2.573346672034999e-06 -5.653214445015258e-06 5.613974871394503e-06 -8.853968778924994e-06 -5.945274134094058e-06 5.591717631354389e-06 -4.64058662229464e-06 -2.7697165036597148e-06 9.418110407782792e-06 5.525278555285704e-06 1.7074959203386914e-06 -1.4099089572061556e-06 2.7465264597982792e-06 -1.6728492674821475e-05 -7.3410229117011845e-09
age -4.5712279803958115e-06 3.0413473287791283e-07 6.682352006011781e-05 0.0009848550189441852 -6.570625767079682e-05 -1.344978705310188e-06 8.46636849417048e-09 1.3304150404310944e-06 -8.387763347082746e-09 -1.2360780955466236e-06 2.1402140139677955e-05 -6.445591300816941e-06 4.366946504776812e-06 7.453827496164363e-05 -2.791164443100043e-05 1.4483429301033345e-05 -2.553492770472551e-05 9.390596482921429e-06 1.3544869206004311e-05 -1.1309796237279745e-05 -1.5815494813130536e-05 -8.392292015425277e-06 -4.951170307978237e-05 -1.6941924249350555e-05 3.2013381079644545e-05 -9.612638140599335e-06 -2.3675145101480723e-05 -2.926810912955314e-05 2.9895394975925174e-05 1.2925903794456954e-07
sex -3.501654820731105e-05 1.3349769869807162e-06 0.0009848550189445757 0.025742896503891638 -0.001681500892803081 -1.9471800911287168e-05 1.2067563092693687e-07 3.358455119819269e-05 -2.0953945177626258e-07 7.533937408913748e-05 0.0003535031580776635 0.0006028372115908348 0.00016349266197474498 0.00025394810270151346 -0.00030559166869649636 0.0004779361713395539 -0.0005756146990191606 7.266498989928692e-05 0.000273520850270711 -0.0005238637539221381 4.295936603120377e-05 -0.0002557767804576766 -6.608367146352924e-05 -0.000352322265814218 0.00022920354005481416 0.0005834698419820802 0.00029033124631330526 -0.00012252024094870759 9.034201670901455e-05 -3.223580566847015e-09
age_sex 2.252962412184557e-06 -9.846478532490515e-08 -6.570625767082958e-05 -0.0016815008928031956 0.00011324486368825907 1.3289707310813132e-06 -8.382545911406136e-09 -2.3127547226174273e-06 1.4681124159612873e-08 -8.722138928927321e-06 -7.85521454376648e-06 -2.4170480346770678e-05 -7.782601168532026e-06 -1.3171013986864541e-05 1.2700219836683732e-05 -3.4168070462880704e-05 2.63084041317225e-05 -4.6114719470847065e-06 -2.191503958603684e-05 3.4424755439398544e-05 8.477278400719968e-07 1.1152059757089958e-05 4.733289853386083e-06 3.3524997511436935e-05 -1.3204408895931018e-05 -4.366016156591241e-05 -1.8099077318606596e-05 1.8721749206375656e-05 -2.3666925711970742e-05 5.836860288379425e-08
age2 8.836116874350509e-08 -2.132800301280655e-09 -1.344978705310297e-06 -1.9471800911280693e-05 1.3289707310807224e-06 2.771918424116008e-08 -1.7766793755277563e-10 -2.7447090655782056e-08 1.7601883319686735e-10 6.110608061138554e-08 2.391429194683748e-07 3.878175008945641e-07 1.8247220043231984e-08 -1.1869889463432264e-06 2.428206315177024e-07 -3.678625351745303e-07 2.1729507315109343e-07 -8.40111417365539e-08 -5.318276538358943e-07 3.0193743309009795e-08 3.6707372999700875e-07 -4.0581297103188766e-08 1.104102460509989e-06 7.465499701065694e-07 -4.857270267779163e-07 2.440824289531903e-07 4.681711306143961e-07 6.900505331213172e-07 -1.3888770676846035e-06 -1.9013448553296064e-09
age3 -4.888956433376626e-10 3.351154310898747e-12 8.466368494171711e-09 1.2067563092690429e-07 -8.382545911402963e-09 -1.7766793755278674e-10 1.1566728976707782e-12 1.7599438910157237e-10 -1.145847183908019e-12 -9.910168505427157e-10 -3.289558577506916e-09 -4.47908130600236e-09 -5.533913186685513e-10 7.529876300118236e-09 -9.46978368050318e-10 2.279538320695236e-09 -8.269237824792978e-10 6.73283892839956e-10 3.0916332211928365e-09 1.7974861523803532e-10 -2.0451046029120498e-09 7.460667565264276e-10 -7.963605938603738e-09 -6.2649023108227e-09 3.134503141855468e-09 -1.53532428325075e-09 -2.8762757711642512e-09 -4.672695097823948e-09 1.132118947006967e-08 8.147041498258692e-12
age2_sex -4.486987468116131e-08 1.3127719522237005e-09 1.3304150404319264e-06 3.358455119819701e-05 -2.312754722617566e-06 -2.7447090655797058e-08 1.759943891016558e-10 4.814119726564526e-08 -3.106264589673487e-10 2.1777697522919446e-07 -5.429080455712037e-08 2.1305383280760732e-07 1.093464347585531e-07 2.1431924066584963e-07 -1.5032945825608005e-07 7.369701367114955e-07 -3.9728438567268963e-07 7.715408619473027e-08 5.066009523342266e-07 -5.998258870833298e-07 -7.265327951119159e-08 -1.143594237439111e-07 -1.5426860180197807e-07 -8.160259088478958e-07 3.1624480321042827e-07 9.479010397164757e-07 3.605146729970015e-07 -5.974999781907669e-07 7.264868433181662e-07 -1.7412251439616706e-09
age3_sex 2.8229632578107565e-10 -3.350300778685992e-12 -8.38776334708879e-09 -2.095394517763026e-07 1.4681124159614542e-08 1.7601883319697918e-10 -1.1458471839086544e-12 -3.106264589673645e-10 2.0347562505338287e-12 -1.2612696131943913e-09 1.3831838616969093e-09 1.6608379630804837e-10 -5.242737691239538e-10 -1.2569207806022286e-09 4.621540775458243e-10 -4.812150216877024e-09 2.004616346970854e-09 -2.543177047730204e-10 -3.4610950541391022e-09 2.886321287062745e-09 7.7428577251165e-10 -1.0049700636886037e-11 1.3871698133412667e-09 5.7401641683641605e-09 -2.532590304147766e-09 -6.2438210421624624e-09 -2.2083433858210565e-09 4.9357088840309815e-09 -5.786367121725057e-09 1.2407798933835904e-11
PC_3 1.512727780350481e-06 -6.403190493953493e-07 -1.2360780955439173e-06 7.533937408913028e-05 -8.722138928926886e-06 6.110608061132838e-08 -9.91016850542353e-10 2.1777697522918683e-07 -1.261269613194362e-09 0.04061577686578703 0.002168682871683631 -0.0034579384955184373 0.0025726737634217066 -0.008654687286621854 0.0024723466562587824 0.0014132982236363676 -0.00809402420583545 0.0018665794813967139 -0.008520937194233105 -0.0002617170429973207 0.014690166353965951 0.0030882355003784747 -0.0036267995405035564 -0.01880443492119844 0.0038702949929979437 0.0004527441888350684 0.002243411635024802 -0.0015146646121714112 0.007709380234127647 -5.7148129852541076e-05
