 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal gpp gmp gpm gmm
intercept 0.011334717446574289 -9.749188843117157e-06 0.0012800545146186386 -0.0011224364678743633 -5.115848695559472e-06 -4.8597785403849896e-05 5.384080834729862e-07 3.4544491615270623e-06 -5.795165134406401e-08 -0.003269898118625168 0.00046006890749037674 0.0003651274111010943 0.0019293547851145353 -0.001224694223514864 -0.003157310774303999 0.004543260158991735 0.0006320378564609797 0.000731650225026195 0.00010311545646997533 0.000998307863067893 -0.005444294265488087 -0.0069096211691046325 -0.007090455824171788 0.000793150364434704 -0.012554811687789406 -0.005322502122879428 -0.00033829963058517774 0.010248480347301666 0.006498018782450194 -4.416696828078854e-05 -1.1000287610143592e-05 3.914487032595801e-05 0.00011578436509092139 -9.294642532938422e-05 4.25866182665413e-05 -6.422105852186646e-05
yob -9.749188843102323e-06 2.8329879549001008e-06 2.6740401599406405e-06 1.0531770835110995e-05 -1.2391715231271056e-06 2.713473570090501e-09 -2.360873249401788e-10 1.7629589508970267e-08 4.0164571802237966e-11 5.1556675838352674e-05 0.00046504523661542666 2.880004201566817e-05 -0.00027730493881374866 0.00014895184778211215 -0.0004202450782346296 -0.00010955511992428889 -0.00017579814709593346 0.00029728155906385287 -9.800637998259141e-05 -0.0002406873226817043 0.000211117882930398 -0.00018358486512249825 -2.3579618026589563e-05 0.00012232749576381063 0.00011203554183632542 -0.00010548023647546562 -0.00011567799695913334 9.785251277763609e-05 -0.0003860822495516223 5.81602118108984e-07 -1.1962568999913137e-06 -5.289080852374186e-07 -8.206589572782241e-07 2.3342479307536163e-06 9.229699190935116e-07 -8.150817973132393e-07
age 0.00128005451462139 2.6740401599342983e-06 0.0006573326232389876 0.006136762935295191 -0.00065330918903612 -2.0572774438447445e-05 1.9581847903399017e-07 2.051258650418733e-05 -1.9529930588733446e-07 -0.00023260283015218055 -9.69291901106127e-06 -0.00037391439493121055 -0.0008418255156433114 -0.0011552063316452095 -0.001162282340801264 1.5408762068567709e-06 -0.002308600817827746 -0.0007197697682073918 0.0018389184156769654 -2.6699495511099386e-05 -0.0005376765569213923 0.0005084477767440741 0.00043612436193414745 0.000544670918133403 -0.0017656532477007961 -0.0028951523313030404 -0.000651832130814882 0.002260529773121392 0.0013832437948335249 -5.070669483585465e-06 -1.2198099757444358e-05 6.640301237117493e-06 3.071310407897708e-05 -5.424487141507137e-06 2.5385798721815983e-05 -3.6761687708280536e-05
sex -0.001122436467828567 1.0531770835015587e-05 0.0061367629353050535 0.1333785971012574 -0.01268302171299032 -0.00018099295648101108 1.6503207219718405e-06 0.00036901396191497764 -3.332873089476911e-06 0.006128235719816025 0.0001909075825822983 -0.016615950338730152 -0.01626980814786552 -0.007628080187452626 -0.011653622330978684 0.00809802665649161 -0.025135562887570406 -0.02487850228934789 0.0038069580017454636 -0.005479596042449501 0.007608058996783681 0.009814971839046368 -0.015390178456484428 -0.02477745321747591 -0.002749829546672794 -0.026002905305901124 0.013017127870869888 0.03702043531364565 0.01326093238547392 3.610098040731554e-05 -0.00012546770795888808 5.889126079116556e-05 0.00014774482890864737 9.537164817361879e-05 0.0003306649255987848 -0.0003808147521341485
age_sex -5.115848700515521e-06 -1.2391715231017582e-06 -0.0006533091890371484 -0.012683021712989866 0.001301635379490133 2.049701244318081e-05 -1.9528978809011784e-07 -3.9995344008623704e-05 3.759371548352188e-07 -0.00046199140719599283 5.5665171405381916e-05 0.001047967156445525 0.001900807849917563 0.0009088934658790489 0.0011266470406183521 -0.0007740834455433669 0.002473451086941826 0.002382409167008451 -0.0009691240815108556 0.0007160020370688526 -0.0010356871676898945 -0.00093983365576128 0.0011757992784550335 0.0025628645746681826 0.0004165620125065396 0.0031075942631126016 -0.0007336312250877117 -0.003359926068777009 -0.0015483713418112258 2.049032896326033e-06 3.815838733071581e-06 -8.56773606165251e-06 -1.701493739800364e-05 3.5252479724385904e-06 -2.9143843306930396e-05 3.9925806432092235e-05
age2 -4.859778540392791e-05 2.7134735697396343e-09 -2.0572774438446984e-05 -0.00018099295648068731 2.0497012443146645e-05 6.772057275899258e-07 -6.677714939888293e-09 -6.747459086858303e-07 6.6549731411110026e-09 9.054302250134719e-06 1.1718771420351506e-05 3.6300923081613537e-06 2.074601075973365e-05 4.38221509586418e-05 2.4691567839098304e-05 -1.1230340453463658e-05 5.121483536203056e-05 2.365938544013039e-05 -6.9807195343281e-05 -7.495850075140545e-07 1.990782857815839e-05 -1.4149433419297693e-05 -6.585895287116774e-06 -9.88916259246661e-06 7.3810608328879e-05 9.477777029260927e-05 9.077521207150344e-06 -8.169385656825692e-05 -4.7009068231343105e-05 2.8188853453124304e-07 2.1906048155402435e-07 -2.4559181875321594e-07 -1.0930823641389523e-06 4.7101756771066213e-07 -7.321464478990933e-07 1.1020666400054385e-06
age3 5.384080834737781e-07 -2.3608732494057414e-10 1.958184790339791e-07 1.650320721968634e-06 -1.9528978808977964e-07 -6.677714939888077e-09 6.766164993258341e-11 6.654365708991638e-09 -6.743700408352631e-11 -9.723594802466807e-08 -9.530046998628156e-08 1.9608426123021804e-08 -2.0424528618897447e-07 -4.2982085862678025e-07 -2.2893456074481348e-07 2.0225038984841232e-07 -3.5406087176892255e-07 -1.7490219972850683e-07 6.869134184992508e-07 -2.6796651638188484e-08 -1.90393394086973e-07 8.488744557608047e-08 -6.058763268948546e-08 3.3411607829543165e-08 -8.249924332501174e-07 -9.479172300592674e-07 -2.6671721665256986e-08 9.064372490542916e-07 4.473106595749628e-07 -3.4654998824143028e-09 -1.1171689215649148e-09 2.301708077975595e-09 1.0903782499955349e-08 -5.94740021922525e-09 6.6637867780064256e-09 -9.965224476359577e-09
age2_sex 3.45444916168794e-06 1.7629589508411447e-08 2.0512586504219824e-05 0.0003690139619149506 -3.999534400862237e-05 -6.747459086869029e-07 6.6543657090022566e-09 1.2822008946090665e-06 -1.2449137287202747e-08 9.936245215721571e-06 -3.854136738604038e-06 -1.7061353171345255e-05 -6.168661421882194e-05 -3.225020444487987e-05 -3.1459782897446347e-05 2.863729011264852e-05 -6.787496615293156e-05 -6.641374846500971e-05 4.1283721922201304e-05 -2.627904450110107e-05 3.2468718310631734e-05 3.114567209240823e-05 -3.149459217172223e-05 -7.987296912684289e-05 -2.0980137524171015e-05 -0.00010822566347703964 1.2489857453514238e-05 0.00010194609460590598 5.43687137806699e-05 -1.962465349358115e-07 6.243050639378569e-08 2.667002593467141e-07 5.448023530189524e-07 -3.2096452677487177e-07 7.689259051367824e-07 -1.1505176197089893e-06
age3_sex -5.795165134551334e-08 4.016457180348531e-11 -1.9529930588764082e-07 -3.3328730894765628e-06 3.759371548351948e-07 6.654973141121201e-09 -6.743700408362734e-11 -1.2449137287202393e-08 1.240889662172604e-10 -7.014285091690335e-08 6.101594479437387e-08 5.994633405616691e-08 5.833386668494625e-07 3.468272223613199e-07 2.658814521582419e-07 -3.430964388126198e-07 5.403998120859234e-07 5.605884312596678e-07 -4.459610712024299e-07 2.9475547795054104e-07 -2.8757667041286633e-07 -3.220495568729588e-07 3.050178838130535e-07 7.795278348978701e-07 2.8784815325845913e-07 1.0811043832385846e-06 -7.752501929503027e-08 -1.014535048449384e-06 -5.901076728608373e-07 2.8261987231845727e-09 -1.9556667688377132e-09 -2.0433030478946007e-09 -5.032159771464628e-09 4.197849162700827e-09 -6.415535706365164e-09 9.84633209808115e-09
PC_3 -0.0032698981186240856 5.1556675838350106e-05 -0.00023260283015152773 0.0061282357198223225 -0.0004619914071966932 9.054302250114099e-06 -9.72359480244704e-08 9.936245215744146e-06 -7.01428509171217e-08 0.623630347871266 -0.0944174718487271 0.025765858193031736 0.1315129060414835 0.03615134771278351 0.03681159926791727 0.0018201242995472407 -0.09787859378499505 -0.08934946597615842 -0.006097483723720472 0.10223581535783499 -0.011021712031635732 0.18332321795103376 0.07130601563528843 -0.4036534702601128 -0.08429248464743143 -0.04139018505999764 0.10209167203907703 -0.11526439160806339 0.24861337811309328 -4.63386683051832e-05 -9.524647695351632e-05 -0.0005211486963922266 -5.162673262614914e-05 -0.0006908999491978976 0.00019061373465392126 -0.0005172854386592378
