 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband
intercept 1.4126257234165594e-05 1.1309967923236742e-07 -6.937278934958529e-07 -8.61051517500438e-06 6.924854712328972e-07 1.4083488086599128e-08 -5.958435736993603e-11 -1.5861159928832626e-08 1.1029421654698902e-10 -2.2625671661806967e-05 -3.028824367872859e-06 -2.8904668404477775e-05 -4.8514799813678005e-05 0.00011258766976294744 -8.05123618177394e-05 5.735582707470495e-05 -8.18545827634275e-05 3.7093752324495136e-06 -0.00010709499862810422 -7.382302061573963e-06 -5.3727390415734303e-05 -7.455052459147404e-05 -1.0618414447510823e-05 -6.428284159309948e-05 -1.0599567944199284e-06 1.948835715943018e-06 -1.2578865527028708e-05 -0.00010384812554701209 0.00010651280446049935 -3.0820770891330965e-08
yob 1.1309967923236501e-07 1.0938607513241787e-07 1.7298167700662809e-07 6.644628874770876e-07 -5.7353844848237126e-08 -5.359276826406655e-10 -3.089018761108382e-12 7.523866602537305e-10 -1.3790527607902315e-12 7.94428252898487e-08 1.0757540823828249e-05 1.523521656477521e-06 -6.527124684778873e-06 -3.3844406077473574e-07 -5.8785807265512386e-06 3.9830710365901625e-07 -5.292232736503952e-06 6.855896876680828e-06 -3.888509401732548e-06 -6.756911004995131e-06 6.009161108944329e-06 -5.756601277144751e-06 -2.3008180582976153e-06 1.0498266600191103e-05 4.505381667177674e-06 3.6865649963827736e-07 -1.20507292914706e-06 4.037658513537902e-06 -1.600609426796323e-05 -3.97386387501021e-09
age -6.937278935040786e-07 1.729816770068928e-07 2.5050058091439058e-05 0.00034526860285310807 -2.4701186937238536e-05 -5.242461946418007e-07 3.388682847187285e-09 5.209945106560038e-07 -3.371486403033409e-09 -1.411155343788829e-06 1.4260940830830734e-05 1.1095202930174461e-05 -1.0390225159740825e-05 4.7912207042937026e-05 -2.6024786896481633e-05 1.4998694018119908e-05 -3.3327984581056646e-05 1.5860178547077558e-05 -7.360407675352322e-06 4.559200709463638e-06 -1.2082372453853738e-05 -1.3941333168753866e-05 -3.165374461360279e-05 -1.718508254201532e-05 6.322693457529264e-06 -5.1690553024200445e-06 -1.1311533304550229e-05 -1.6859102055209182e-05 2.9197180810284556e-05 4.399959890268541e-08
sex -8.610515175079243e-06 6.644628874759417e-07 0.000345268602853348 0.009276226452270867 -0.0006262219629919603 -6.979496616475827e-06 4.388206671341065e-08 1.275561013832143e-05 -8.055788260256761e-08 9.555324936262634e-05 8.913363697926835e-05 4.912135528095502e-05 0.00019689726939900004 0.0001238413077615469 -0.00014858148158984253 9.226223211796946e-05 -0.0003895045704908943 1.8448175491046103e-05 7.612331109691597e-05 -0.0003046989687235477 -1.6156257584453126e-06 -0.0003806445852969738 -0.00012245806754361308 -0.0002618057691965218 -3.545787875260174e-05 0.0001455205549626206 0.00018869046606956587 6.501599666287507e-05 0.0001723734056918507 6.854810829886785e-07
age_sex 6.924854712568711e-07 -5.735384484849463e-08 -2.4701186937259312e-05 -0.0006262219629920488 4.4814030775280295e-05 5.201526196150649e-07 -3.368615445635758e-09 -9.487505396577735e-07 6.162408761428429e-09 -9.759452196301208e-06 3.5894471438629757e-06 7.52029850477086e-06 -1.0143646317650536e-05 -3.153261532776127e-06 2.5160503806041013e-06 -9.742165137804555e-06 1.5479666432815226e-05 -1.051620735509318e-06 -9.598114546203274e-06 2.2143288297999207e-05 4.767427129480745e-06 2.078679692270059e-05 9.33023187980279e-06 2.184806694427793e-05 4.8342543564734165e-06 -1.0234378977440576e-05 -9.790758983668879e-06 -8.332933329349869e-07 -2.3214054590184798e-05 -2.1812038946242127e-08
age2 1.408348808669135e-08 -5.359276826471035e-10 -5.242461946418453e-07 -6.97949661647165e-06 5.201526196146931e-07 1.1409613275730718e-08 -7.57824924961844e-11 -1.1326756677542441e-08 7.520573447960029e-11 7.59880711925351e-08 2.6422784752168564e-07 7.811174136078615e-08 1.838200709548193e-07 -7.836348955616175e-07 2.2498389769740815e-07 -3.2497298149022513e-07 3.6579688102527485e-07 -1.3313028104193233e-07 -5.445160396338808e-08 -2.848750493221147e-07 3.6545472613805247e-07 6.449697683703307e-08 7.427364820847169e-07 6.900841644890833e-07 7.985357943838703e-08 1.4371415925423515e-07 2.0561617750389118e-07 4.1668401584860944e-07 -1.2261608036663378e-06 -5.559403644155321e-10
age3 -5.958435737188613e-11 -3.0890187610908653e-12 3.3886828471877265e-09 4.388206671338791e-08 -3.368615445633667e-09 -7.578249249618844e-11 5.143928013342647e-13 7.5183461290049e-11 -5.098320871382663e-13 -1.0563330697761348e-09 -3.0754028677088744e-09 -1.8038815329380386e-09 -1.703240093767434e-09 4.52151392291612e-09 -8.68579625693539e-10 2.167300755057681e-09 -1.535746504137715e-09 4.666959197123136e-10 8.562615698558623e-10 2.167339061100201e-09 -2.5667527666758773e-09 8.161559835922878e-11 -5.59664091533152e-09 -5.289893046606142e-09 -1.2454352365422042e-09 -1.1139468255805924e-09 -9.972283171040982e-10 -2.7060485955645212e-09 9.921000254576697e-09 1.7643394473974279e-12
age2_sex -1.5861159928923087e-08 7.523866602743082e-10 5.209945106565085e-07 1.275561013832446e-05 -9.487505396578578e-07 -1.1326756677551286e-08 7.518346129009943e-11 2.069385089128236e-08 -1.376658233316982e-10 2.3143524401047843e-07 -2.0500492614995948e-07 -3.51901866056539e-07 1.5867392979065445e-07 -1.2157881019561642e-08 4.5673882865586044e-08 2.667447103361154e-07 -1.8725955708132967e-07 1.1848680619630543e-08 2.905492621245224e-07 -3.964872728425738e-07 -1.6509067657731412e-07 -3.4059693547391236e-07 -2.508089997608641e-07 -5.172361696755646e-07 -1.0623612771787029e-07 2.0857574154677188e-07 2.1126050219919345e-07 -4.73051823696077e-08 6.60887219234084e-07 3.0176996295371495e-10
age3_sex 1.1029421655028178e-10 -1.3790527607904554e-12 -3.371486403036747e-09 -8.055788260259251e-08 6.162408761429326e-09 7.520573447966176e-11 -5.098320871386191e-13 -1.3766582333170553e-10 9.349619610925338e-13 -1.4606448452650396e-09 1.873136025948359e-09 3.296095307690322e-09 -7.181905540945284e-10 4.610992444311265e-10 -6.854769837513681e-10 -2.0274815759795032e-09 6.796695666921162e-10 -1.0242370681947494e-11 -2.3632367902339058e-09 2.1145964335197194e-09 1.3511242202681593e-09 1.739405301057235e-09 1.8954041229061577e-09 3.5525484841828095e-09 5.125811993079595e-10 -1.3157709602736742e-09 -1.6609444649833786e-09 3.972020354905681e-10 -5.101794941814783e-09 -2.239787701090085e-12
PC_3 -2.2625671661811145e-05 7.944282528982323e-08 -1.4111553437987021e-06 9.55532493623629e-05 -9.759452196278571e-06 7.59880711927801e-08 -1.0563330697779089e-09 2.314352440099411e-07 -1.4606448452612613e-09 0.03433227980020939 8.770435987127586e-05 0.0003745256080834881 0.0015693903702791875 -0.0050945518746498865 0.0016728768315998077 0.00345445158852833 -0.004736973042125703 -0.0027313045547917524 -0.003692324451602441 0.003398490058329473 0.006678191585189971 0.005008455582712793 -0.0036235586719780186 -0.014156821446013807 0.00043632886816097354 -0.0011438476360634761 0.002560957063168831 -0.0034685761096307217 0.010285535146511987 -4.538512587363787e-05
