 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal gp gm
PC_10 0.05365171327080395 -0.0007762701838377633 -0.025149958651239496 0.00026663050808516017 -3.6963828090095303e-07 -0.6862779420632181 2.941203710383229 -1.363251654229157 -1.822763521782689 -1.9894978432641988 2.782119500658536 4.066895312144871 52.72048212158651 4.718837108499345 -8.50417018911266 -0.769931852306031 0.33272992961792835 -1.1523156873478273 3.764281733492164 0.07658707688345841 2.647427267003035 1.83333065860781 -0.7898940784459854 -6.913562810372127 -5.931822831726771 -0.0018877682037159007 0.033307013637780165 0.045756879177439785 -0.03197118024374422 -0.05179542156365075
PC_11 0.018153482754413666 0.001989080569767192 0.10104154044115092 -0.0021356006514100722 1.5209315555644775e-05 -0.588657679610331 -2.626016885758186 -0.5341820676485826 2.345074692299616 -0.6641297685013868 3.86329910607323 -1.6502596274127392 4.718837108499333 47.69022650826538 -0.7636099608048447 8.301068765411761 -1.371040287954534 5.916719891382011 -0.7694807860943437 7.872310425139807 -0.985948588751458 -2.4923365522466856 2.491472092551391 -9.453823301321615 2.5573313218053513 0.006506070870140528 -0.0007326930787550611 -0.02208689410756245 -0.0045219956803212585 -0.0011306174475526733
PC_12 -0.060903561721712705 -0.000649628985687203 0.17754082257375448 -0.0034826995689191285 2.2344945410676613e-05 -0.7581619431405554 1.7730488153112172 -2.9792361699211756 2.3494514298848848 4.341548338794048 -0.23060057059719807 -1.1634208262655907 -8.504170189112743 -0.7636099608048759 53.10475595433619 6.5838141585208465 7.444081364429897 4.3168983951172235 2.1687066356455644 -0.5486222163719616 8.061204544342178 0.6291515025934422 -4.791650135696518 1.2025188316164197 -1.914442422187031 -0.0012159664450984533 -0.030162716140418006 0.016148375681203718 0.028206793284456286 -0.024869407078028316
PC_13 -0.01820679334952908 -0.0006358229609593737 -0.18755033659701462 0.003861035454478269 -2.5976556895749645e-05 0.479387126568526 1.8251444240941748 -2.241902568416734 0.364013745478401 -2.1083465478991825 2.705496165585174 0.3472797185888286 -0.7699318523059402 8.301068765411715 6.583814158520731 50.17742638701996 2.55631012725065 -6.512775472125877 -0.3358950734792673 3.9097525778157647 12.33837768987961 5.957254660095027 -1.627227212982279 -3.0556524223787718 -5.3489103178589135 0.008292795964981411 -0.03355862365358235 0.002565024685501634 0.01198991387215719 -0.018263898861534237
PC_14 -0.017646612377761783 0.005479030445536826 -0.25118851678204857 0.005113261252762533 -3.411575736033416e-05 0.6559997799783701 1.7958346787960917 1.9565864776261548 -1.2625464238041346 5.081670090599867 0.9622013664453646 -0.444906385725543 0.3327299296180408 -1.3710402879546364 7.444081364429615 2.5563101272507467 57.88066213971543 1.2002524811551993 -1.3715819818624464 5.337325710865427 -5.116553469746936 -8.891120955618705 -8.650467260260323 -8.606947994202518 2.936573098577867 -0.01168405652455065 -0.008454937898885503 -0.020781744098892108 -0.00035638643601478356 -0.0013582906184108857
PC_15 -0.10629022908265653 -0.002361260271675279 0.35858115454983475 -0.006907923590265408 4.37323248361679e-05 -0.5942790210919037 -1.4288569427799287 0.7562816442158695 -2.1170117654841643 -2.298057071966493 1.253409967295904 -0.5998406422736206 -1.1523156873479792 5.916719891381979 4.316898395117323 -6.5127754721256945 1.2002524811556277 60.3108138054774 -3.0332655585043415 -1.5413976982206223 10.78334545896526 -1.7800605191803331 3.6290558770515067 -0.5335045001349025 -5.791193069881274 -0.01021011703556199 0.09507795892599236 0.010372098165332853 -0.06917395110831202 -0.01030464644269572
PC_16 -0.10472659460327655 0.0014436175591059225 0.11032704315393783 -0.0018874620375312582 1.0505235322543454e-05 -0.32297141420061004 3.754485154257712 1.243591633064254 -0.2288754783766219 -1.4752322600521934 -3.344970850552296 -2.690050752746375 3.764281733492133 -0.7694807860944033 2.168706635645503 -0.3358950734791449 -1.371581981862176 -3.033265558504479 51.76240844013765 -5.386966688718697 -4.210137068941895 0.33413497090741423 -0.5243331915439547 -3.0882990640058243 -4.8462346116343635 -0.024057660509411154 0.05943940228965051 0.09589579962516395 -0.0528213211786178 -0.08798930648579623
PC_17 0.04036212483970144 0.0006672509562407944 0.0654733792591442 -0.0015585831644005115 1.1892807090868634e-05 -2.037916458638467 -2.0903788291954664 -3.357013460480428 3.7762665638543136 5.729230057432275 1.88289231107558 -1.3510160061772227 0.0765870768834324 7.87231042513988 -0.5486222163718688 3.909752577815714 5.337325710865361 -1.541397698220455 -5.386966688718579 76.90941425761133 6.447370910389836 3.649020280001907 -5.800181025080791 -6.953728098414016 7.240262561846381 -0.013961986823308754 -0.019632246003791227 -0.01568120581285668 0.022303780011995948 0.011201961886276686
PC_18 0.03276464441897882 0.002209306775188166 -0.0709132526226603 0.0012560582665177883 -7.120979326170733e-06 -0.8743541047583346 -2.2284203768679456 -6.128857938814129 0.7890540794943308 -1.7861975185073367 3.772470004459409 2.2864330550429197 2.6474272670030556 -0.9859485887514678 8.061204544342184 12.33837768987958 -5.116553469746988 10.78334545896528 -4.210137068941933 6.447370910389859 71.16043416193668 8.85909149614064 5.881172229686284 -4.073688686724863 3.7302929814086903 0.0015598807880648636 -0.01358215049476321 0.049016451576760024 0.02224931948212593 -0.04407768817495657
PC_19 -0.012234550984601333 -0.0013633768825745964 0.09081047806359824 -0.0018452789196250078 1.1991498622683882e-05 0.011487059461028305 -0.35826392738649493 -3.433909198842588 2.0025759785817527 -3.0529833348840527 -1.1585089108396804 4.035526186167693 1.8333306586077773 -2.492336552246683 0.629151502593488 5.95725466009503 -8.891120955618659 -1.7800605191802457 0.3341349709075059 3.6490202800018676 8.859091496140628 64.05926808529925 0.1980284199716494 4.204290066992279 5.589448032683995 -0.008459126212732919 0.033399906566639 0.03585827591487088 -0.032658596541486555 -0.02891202803732097
PC_20 -0.14687755913646566 0.0006620800705135975 0.14807257170806476 -0.0024795672716091135 1.3598998053854025e-05 1.6654648020270242 -2.23644190374317 -1.1862785821848723 -4.242812712922674 -4.332849251403074 5.2120424260095835 -5.213760562301919 -0.7898940784460498 2.491472092551258 -4.791650135696649 -1.6272272129820844 -8.650467260259981 3.6290558770512904 -0.5243331915439932 -5.800181025080921 5.88117222968637 0.19802841997153817 86.09449744788427 -2.097214182576586 -5.97701492881324 0.038459358076145166 0.05619344934592334 -0.06427864009942696 -0.059392192596860786 0.04696241273477384
PC_21 -0.051814553495866084 -0.0003214299413130688 0.11050156819325145 -0.0020138740331365145 1.2211126525593626e-05 -0.45287479294526506 2.3032710671000225 -1.7537275482924164 2.195016755458448 2.351860511688461 -0.02316826893834252 -1.990042980571813 -6.913562810372164 -9.453823301321645 1.2025188316163926 -3.0556524223786967 -8.606947994202358 -0.53350450013496 -3.0882990640057844 -6.9537280984140795 -4.073688686724855 4.204290066992239 -2.0972141825765296 79.28866971724446 7.365728376758379 -0.008968419338900028 0.008729058197702595 0.004634468666531421 0.007653696073541548 -0.006742175561886095
PC_22 0.011943323873506715 -0.0018208685004308476 -0.07683726099160762 0.001545698741888867 -1.0167231992198697e-05 1.777554784378014 0.9305186863503728 0.7737931616654559 0.14189818201749296 -2.9512497569343785 -5.386754232207028 1.842275591425996 -5.9318228317267465 2.557331321805377 -1.9144424221870409 -5.3489103178589295 2.93657309857778 -5.791193069881277 -4.846234611634409 7.240262561846432 3.730292981408716 5.589448032684019 -5.9770149288133485 7.365728376758361 62.87437081401572 -0.009754224797776396 -0.07380030380972924 -0.003033838080963281 0.0786259135683501 0.01133921488721078
proband -0.0013010784253094014 -1.3844432165102341e-06 0.0022678690593237114 -4.0684931129128566e-05 2.404286469202282e-07 0.0052681299138520165 0.0038037158346810934 0.004536803157222383 -0.002282663724481403 0.008569545328720144 0.015472153181424541 0.007763352284819391 -0.001887768203716758 0.006506070870140278 -0.0012159664451008368 0.008292795964983902 -0.011684056524547437 -0.01021011703556544 -0.024057660509410557 -0.013961986823310336 0.0015598807880655406 -0.008459126212733755 0.03845935807614694 -0.008968419338900318 -0.009754224797775247 0.0022723564653727344 -0.0008551796845438777 -0.0011440317811517145 -0.000271462316678678 9.348059329856072e-05
paternal -0.0011790179975738988 4.672270271068628e-07 0.0021923408082474226 -3.954450316394366e-05 2.3485961883650604e-07 -0.0008282958803072227 0.008818128651573484 0.016810564212888495 -0.018266898094731858 0.024290850035274487 -0.030577127937472595 0.02053531662822683 0.033307013637779326 -0.000732693078755791 -0.030162716140417 -0.0335586236535817 -0.008454937898881895 0.09507795892599452 0.05943940228965244 -0.019632246003791595 -0.013582150494763844 0.033399906566638715 0.05619344934592577 0.008729058197702517 -0.07380030380972931 -0.0008551796845438588 0.00995332507363729 0.00020785542162633227 -0.007825589655640383 -2.803632656912292e-05
maternal 0.001013670821656827 -2.018353926844352e-05 -0.0019830029832777576 3.6322169397008474e-05 -2.2007704815263556e-07 -0.01199561338111373 0.017423912339865275 -0.0035748966699803366 0.0056156049143691635 0.00936601656275146 -0.023127207253540467 0.010854098677331836 0.04575687917744478 -0.022086894107563197 0.016148375681201515 0.0025650246854990585 -0.020781744098892642 0.010372098165335424 0.09589579962516535 -0.015681205812857438 0.0490164515767599 0.035858275914870646 -0.06427864009942807 0.004634468666531138 -0.0030338380809658994 -0.0011440317811517164 0.00020785542162634208 0.00980659492100184 0.00033512018481147765 -0.007976728490261927
gp 0.0013879038667317504 -1.2394356954575923e-06 -0.0022320159406855043 3.936503954026123e-05 -2.2768408388614342e-07 -0.00606821999010275 -0.007016739594856438 -0.009309038997831257 0.023780076190344453 -0.036396834468915486 0.0161662350195584 -0.026113924194031964 -0.03197118024374306 -0.004521995680322002 0.028206793284454953 0.011989913872155944 -0.00035638643601741546 -0.06917395110831333 -0.05282132117861931 0.02230378001199693 0.022249319482126974 -0.03265859654148577 -0.059392192596863326 0.007653696073541338 0.0786259135683501 -0.0002714623166786924 -0.007825589655640378 0.0003351201848114868 0.007338851449423406 -0.0001079515270028681
gm 0.0004407609522305778 1.2704596543649358e-05 -0.0002876448554095879 4.11569690852342e-06 -1.781112858554598e-08 0.0035650443682283548 -0.019864338291286004 -0.003893910726803319 0.00042435489699896203 -0.003693963039984531 -0.0035038095001903506 -0.013948086659285947 -0.051795421563653424 -0.0011306174475502779 -0.024869407078029464 -0.01826389886153395 -0.0013582906184111297 -0.010304646442694219 -0.0879893064857981 0.011201961886279673 -0.04407768817495702 -0.028912028037319938 0.04696241273477095 -0.006742175561886307 0.011339214887213026 9.348059329856251e-05 -2.8036326569106647e-05 -0.007976728490261932 -0.00010795152700287914 0.007751526072388497
