(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband maternal gmm gpm
(Intercept) 0.000775997008071479 0.000614664911099902 0.00017175340498735 -0.000448868134701671 -1.23888730414648e-05 3.30111153132794e-05 9.90441054016691e-06 1.13769497678383e-05 -1.04962225449547e-05 2.28974046139824e-06
covarage 0.000614664911099902 0.00123723119477815 0.00117891354950124 -0.00198352559895576 -1.50694497139658e-05 2.93474650821925e-05 1.78762454486072e-06 4.68047740036779e-06 -1.88832584946931e-05 1.62842810524864e-05
covarsex 0.00017175340498735 0.00117891354950124 0.00202903928523553 -0.0028787517526525 -1.10305111588826e-05 6.78242170630367e-06 -1.34015336243141e-06 -1.1253296814925e-06 -2.54110659976933e-05 3.09010621170591e-05
covarage_sex -0.000448868134701671 -0.00198352559895576 -0.0028787517526525 0.00484494317304417 1.02675494807218e-05 9.1227577519496e-06 1.4670198509555e-06 4.09590366042709e-06 3.17340243893847e-05 -3.6120864881626e-05
covarPC_3 -1.23888730414648e-05 -1.50694497139658e-05 -1.10305111588826e-05 1.02675494807218e-05 0.000306762334222888 -4.6711898666596e-06 -1.49186370581134e-05 3.12987955170474e-06 -8.18783315021842e-06 -2.13116532717111e-05
covarPC_4 3.30111153132794e-05 2.93474650821925e-05 6.78242170630367e-06 9.1227577519496e-06 -4.6711898666596e-06 0.000320166454217992 7.01627718732973e-06 3.15660682260953e-06 -3.45138161967502e-06 1.02242370531533e-05
proband 9.90441054016691e-06 1.78762454486072e-06 -1.34015336243141e-06 1.4670198509555e-06 -1.49186370581134e-05 7.01627718732973e-06 0.000370194243155303 -0.000191973777277527 3.81183976814812e-06 -1.35668411559095e-05
maternal 1.13769497678383e-05 4.68047740036779e-06 -1.1253296814925e-06 4.09590366042709e-06 3.12987955170474e-06 3.15660682260953e-06 -0.000191973777277527 0.00176722290376187 -0.00126583395650565 -0.00138015026561976
gmm -1.04962225449547e-05 -1.88832584946931e-05 -2.54110659976933e-05 3.17340243893847e-05 -8.18783315021842e-06 -3.45138161967502e-06 3.81183976814812e-06 -0.00126583395650565 0.00359343934035573 -0.0011860022758252
gpm 2.28974046139824e-06 1.62842810524864e-05 3.09010621170591e-05 -3.6120864881626e-05 -2.13116532717111e-05 1.02242370531533e-05 -1.35668411559095e-05 -0.00138015026561976 -0.0011860022758252 0.00381084853183936
