 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband maternal gpm gmm
intercept 0.000553001023549899 -1.5490015646398267e-06 7.68564861678672e-05 -2.759592481461101e-06 2.8661530182559993e-08 -0.00021271825277342093 0.00012963522063268675 -0.0002722816810454037 0.00013454028506542374 0.0005993821563799009 -0.0008092197301892079 0.00019119707824673623 8.74514749662186e-05 0.000156609126055953 -0.0005629385619264289 0.0007328248150254652 0.00020784852877929943 -0.00024100130386284707 -0.00010389048603533067 -0.0004126518679405914 -0.0007156380026981247 3.6401735633283818e-06 -0.00041696496418186724 -0.0003524529311826815 0.0013592098985448719 1.3256898899755991e-06 8.605667175150676e-07 3.7079142389105696e-06 -1.2764838508267777e-06
yob -1.5490015646394168e-06 7.19791086683107e-07 3.041032147163683e-08 1.131039672691551e-08 -6.783191836858692e-11 4.852696849557735e-06 0.00012376954758705933 2.1904006973492468e-05 -7.956334762703268e-05 8.571674491705958e-06 -5.7792380410646056e-05 -3.895882882324327e-06 -4.0098146339812475e-05 6.071637585247281e-05 6.9697452635273465e-06 -6.997761870856967e-05 5.3648383853647387e-05 -4.229962615137033e-05 -1.3691942401095056e-05 8.109193362435133e-05 3.681478044066986e-05 -2.02005072016394e-05 1.4325933125706896e-05 4.998623128108078e-05 -0.00011805432820491881 1.0587925692389256e-08 1.9063535673048226e-08 2.1279380606334907e-07 -3.3429668924169993e-07
age 7.685648616784498e-05 3.041032147162571e-08 3.665484861286199e-05 -1.0669156747083434e-06 9.29857767337118e-09 -4.612937685559379e-06 4.1503122567167914e-05 -2.908284694815541e-05 -2.657333400411243e-05 2.5610427719852202e-05 -8.603400810662317e-05 -1.3958423287662173e-05 -5.3462028422571314e-05 0.0001437523842516425 -7.428559146423907e-05 1.3818895134707194e-05 9.69603325930944e-05 8.878024951582406e-05 1.0175082902160685e-05 9.084926093183061e-06 9.375005063779581e-06 -1.3488261676491775e-06 5.8619444771210065e-05 4.904845482631698e-05 0.00021140724413813944 -4.089520505717732e-08 -1.0181385113149324e-06 3.072078789111183e-06 -1.0944072509927521e-06
age2 -2.759592481460552e-06 1.1310396726918048e-08 -1.0669156747083864e-06 3.271992211889827e-08 -2.943559214876337e-10 -3.2771918317087284e-08 1.8080999875712258e-06 1.6296402713148107e-06 -1.0230043611229282e-06 1.2253009336425431e-06 7.267962005947833e-07 1.827779189658514e-07 -3.4220436877635286e-07 -3.2244375667482372e-06 1.8206811423140826e-06 -1.3152188878430933e-06 -2.899384442363469e-06 -2.3009853627861128e-06 -9.1202306980122e-07 1.1823406339075424e-06 8.219960106422029e-07 -1.1774721996536996e-06 -2.7433130510546273e-06 -1.8977040123231564e-06 -7.270974061997223e-06 -1.7344087531101615e-09 2.993124245006889e-08 -7.621632802675531e-08 2.1969900781989723e-08
age3 2.8661530182555748e-08 -6.783191836860379e-11 9.298577673371897e-09 -2.9435592148764393e-10 2.7225108660957513e-12 9.466345766284244e-10 -1.1238128657561983e-08 -1.610428237448114e-08 7.255526709479535e-09 -1.465217877742948e-08 -8.748093729301894e-09 -1.0689710311300093e-09 8.066933418931369e-09 3.156616867965126e-08 -1.3774784512907727e-08 9.982341356120887e-09 3.350171964685233e-08 1.1555693552328217e-08 8.679301921616803e-09 -8.2238392006936e-09 -1.1311638586670252e-08 1.3415017631200929e-08 2.7949054844408434e-08 2.3106763312772005e-08 5.676082451748466e-08 3.982075219804666e-11 -2.451417520402535e-10 6.233364701808034e-10 -1.9471553300096214e-10
PC_3 -0.00021271825277342383 4.852696849557721e-06 -4.612937685560774e-06 -3.277191831704514e-08 9.466345766280479e-10 0.14703460479008396 -0.006306199109357132 -0.0019282112813765345 0.007308180992711633 -0.0027703810044924213 0.016400260811382246 0.015742720098260114 -0.028912646940341968 -0.016155312353680826 -0.010924895102446992 0.02714376086904441 0.013722020121856826 0.036499343152850604 -0.015780632922322187 -0.061012733612515004 -0.015367264268891513 -0.01426654083631294 0.023474818372965334 -0.018174072680210335 0.04650562486820302 -0.00010569792612671239 7.914404046985781e-05 -0.0003139806173761481 -2.2794547628073862e-05
PC_4 0.00012963522063276774 0.00012376954758705927 4.150312256717599e-05 1.8080999875708589e-06 -1.1238128657557686e-08 -0.006306199109357176 0.5090998395623149 -0.018688501189207177 0.05421656568511961 -0.02340218589372102 -0.016162801739368512 -0.005915398514545084 0.006203730135394107 -0.024044155821148504 0.020452977626138867 0.043529492990338314 -0.055739186933302515 -0.03191621726157545 0.036437793710993746 0.04692805150831701 -0.030594682127423424 0.0184017385776164 -0.025998312231638933 0.005718561185813836 0.05122836423447283 4.031542178478938e-05 3.840936456194723e-05 0.0002942989333580946 -0.00011008193660603015
PC_5 -0.00027228168104539275 2.190400697349273e-05 -2.908284694816603e-05 1.6296402713150612e-06 -1.6104282374482795e-08 -0.0019282112813765499 -0.018688501189207153 0.6351115993163553 0.004841196091127029 -0.0028711031297514425 -0.007924229567734895 0.012829478327647718 -0.03461518258996573 -0.028530307220905802 -0.053938398252146094 -0.015621799567993415 0.00438172832087996 -0.03178968076699368 0.019998676974118428 -0.07602830615029368 0.00024878126035172185 0.0049265538725442645 -0.015258114224710764 -0.01587714283723585 0.055776149717576426 6.0388218911529026e-05 -5.395650118555666e-05 0.00023115512478112272 -0.00012426555150344876
PC_6 0.0001345402850653878 -7.956334762703294e-05 -2.6573334004112746e-05 -1.0230043611228433e-06 7.255526709478231e-09 0.0073081809927115675 0.054216565685119025 0.004841196091127154 0.8377583827372809 0.01420523046164661 0.05403726817019406 0.003318243967883406 0.002252361556943701 0.027537340121742672 -0.04545287387907725 -0.01086023442432432 0.043989180795476604 -0.11017991606411154 0.04078062686255974 0.08911885417215201 -0.01463803081192814 -0.006425251011523362 -0.042989383171720595 0.01332785530230781 -0.057883371805245644 0.00011404369763269507 -0.000258464361057688 0.00017470401600446305 0.00023118650586968542
PC_7 0.0005993821563798895 8.571674491706214e-06 2.5610427719836783e-05 1.2253009336429578e-06 -1.4652178777432788e-08 -0.0027703810044925345 -0.02340218589372111 -0.0028711031297514998 0.014205230461646427 1.069055971647557 0.01382251240903049 0.05156217934553512 -0.05735668781577212 0.08174113675189858 0.03228599109935503 0.056670686853824176 0.04153341238233459 -0.11936356043413801 -0.06008282809220274 0.0848921140456458 0.009717210146201001 -0.0088560045858456 -0.05137243873714231 0.027304395552942937 -0.07520412387479805 0.00016076508007173318 -0.00016736155050694945 0.00026436941110342336 0.00011411280190547694
