 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband maternal gpm gmm
PC_8 -0.0008092197301892151 -5.779238041064621e-05 -8.603400810662836e-05 7.267962005949313e-07 -8.748093729303176e-09 0.016400260811382315 -0.016162801739368453 -0.007924229567734952 0.05403726817019438 0.013822512409030268 1.1870981671947052 0.07723866196376147 0.020447746540790193 0.026701022377539022 0.01250983996059057 -0.016813733400099173 0.05558282885373477 0.08827197392510318 -0.07339892399024739 0.046738644837426305 0.09122589399134365 0.03565634301253719 -0.0032909024172636096 0.016988448200746364 -0.046011273828341595 -4.792079033589658e-07 -9.18460282173553e-05 -0.0003614111086492074 9.382077133761708e-05
PC_9 0.00019119707824676415 -3.895882882324486e-06 -1.395842328765284e-05 1.827779189655551e-07 -1.0689710311272916e-09 0.015742720098260096 -0.005915398514545107 0.012829478327647699 0.003318243967883467 0.051562179345535156 0.07723866196376161 1.533456435807422 0.1067554457069062 -0.006443173212277269 -0.10497536673799046 0.0931793757402427 -0.004235422051657212 -0.01824877577029272 -0.07240588195411075 -0.024607646898520807 -0.08295047135228724 -0.0441145350356905 -0.01818937868879456 -0.08210892910483382 0.09542818726607484 5.595227226799984e-05 -2.1066672354700366e-05 2.291206265153544e-05 -0.00014382621944494613
PC_10 8.745147496630243e-05 -4.0098146339812983e-05 -5.346202842253539e-05 -3.422043687774365e-07 8.066933418940958e-09 -0.028912646940341968 0.006203730135394399 -0.034615182589965814 0.002252361556943828 -0.05735668781577236 0.02044774654079033 0.1067554457069062 1.90910494264249 0.1492717887826894 -0.08015675774533755 -0.028196420512989977 -0.03160631516310047 0.0026353734238999285 0.038716234078470205 0.012269006699688384 0.12463709493794575 0.07203647475843372 5.105583544769197e-05 -0.025921631216709446 -0.07642320612388252 1.2523091223925217e-05 0.00017314543560255865 -0.00041056396854756655 -0.0001007157719571074
PC_11 0.00015660912605590925 6.071637585247263e-05 0.00014375238425164654 -3.224437566748256e-06 3.15661686796506e-08 -0.01615531235368086 -0.02404415582114854 -0.028530307220905757 0.027537340121742523 0.081741136751899 0.026701022377538988 -0.006443173212277275 0.1492717887826892 1.7025645801781926 0.029692894997898695 0.08904770122261216 0.04272013229338766 0.062487332552801804 -0.013287072817241827 0.0479391214869004 -0.1538326650407545 -0.06454136145362695 0.026827223902094216 -0.07236213683725652 0.16471759860411278 0.00012305541001509857 -9.755011035231977e-05 0.0003295629502306818 -0.000417612763348278
PC_12 -0.0005629385619263876 6.969745263527434e-06 -7.428559146423909e-05 1.8206811423140057e-06 -1.377478451290643e-08 -0.01092489510244697 0.020452977626139072 -0.05393839825214615 -0.04545287387907726 0.03228599109935529 0.012509839960590617 -0.10497536673799034 -0.08015675774533751 0.0296928949978987 1.9991221201240479 0.06715171012043397 0.04494842936086374 -0.04904951153763684 0.06168314695162775 0.06422302532698634 0.09443464736348424 0.029306616321213844 0.035203586366945955 0.05899206674459942 0.011118041282755703 8.037027721456686e-05 -2.6413280162282357e-05 -0.00013767299334199704 7.055681185594572e-05
PC_13 0.0007328248150254464 -6.99776187085698e-05 1.3818895134714966e-05 -1.3152188878432574e-06 9.982341356121775e-09 0.02714376086904439 0.04352949299033819 -0.01562179956799343 -0.010860234424324234 0.05667068685382393 -0.016813733400099184 0.09317937574024271 -0.028196420512990053 0.08904770122261223 0.06715171012043394 1.9716815640912484 0.14881330100177123 -0.08649346381785245 -0.04388376069139958 0.11425627928038014 0.12850556229972998 0.034786613520814524 -0.10145399647292731 -0.0260878774583884 -0.09722137552259998 7.20299066126874e-05 -0.00012714818359456113 0.0002276229301489644 8.534353291412351e-05
PC_14 0.0002078485287793125 5.364838385364673e-05 9.696033259312094e-05 -2.8993844423641812e-06 3.350171964685789e-08 0.013722020121856806 -0.05573918693330293 0.004381728320879948 0.04398918079547655 0.04153341238233452 0.055582828853735 -0.004235422051657203 -0.031606315163100515 0.04272013229338773 0.04494842936086365 0.14881330100177123 1.9934956948429075 0.06796423473235022 -0.04722211536133599 0.04413142745258698 0.005374816080562341 -0.03389286128083704 -0.01624022647880573 -0.13496458178443185 0.11858677522675491 -7.025713861244867e-05 -0.00024830075543705494 0.0002943359048214023 0.00018167557248201122
PC_15 -0.00024100130386298097 -4.2299626151369906e-05 8.878024951579305e-05 -2.3009853627850557e-06 1.155569355231789e-08 0.03649934315285074 -0.031916217261575106 -0.03178968076699364 -0.11017991606411129 -0.11936356043413797 0.0882719739251034 -0.01824877577029274 0.00263537342389985 0.062487332552801776 -0.04904951153763675 -0.08649346381785249 0.06796423473235003 2.29674715068503 -0.05740203473338597 0.03760895737839458 0.04271061580243656 -0.029725576832277015 0.04201191314150152 0.011664815560603552 -0.09301473473588208 0.00010327615725896485 -0.00012713556958399803 0.0002043178486053771 -0.0002686913408011625
PC_16 -0.00010389048603533833 -1.3691942401095066e-05 1.0175082902165237e-05 -9.120230698013164e-07 8.679301921617377e-09 -0.015780632922322138 0.03643779371099411 0.019998676974118404 0.04078062686255979 -0.06008282809220299 -0.07339892399024733 -0.07240588195411077 0.03871623407847016 -0.013287072817241754 0.06168314695162768 -0.04388376069139959 -0.04722211536133602 -0.0574020347333858 2.4544965719050094 0.016911377913995638 -0.028819988063694152 0.05689725244613214 0.059635282206766976 0.04785317034722563 -0.015250155473163152 -0.00011334307366557077 0.0003573219789975842 -0.0003065761316735785 -0.0003330002830835073
PC_17 -0.00041265186794056994 8.109193362435148e-05 9.084926093176387e-06 1.1823406339076693e-06 -8.223839200694138e-09 -0.06101273361251502 0.04692805150831731 -0.07602830615029374 0.08911885417215214 0.0848921140456458 0.04673864483742656 -0.02460764689852081 0.012269006699688405 0.04793912148690038 0.06422302532698632 0.11425627928038021 0.04413142745258704 0.03760895737839463 0.01691137791399556 2.6755744538735162 -0.02343295617687056 -0.0022554289425727528 -0.09521970726136718 -0.08515194334717989 -0.08817688774630125 -1.1496437091609637e-05 0.00022396616332312266 -0.0001120813462393738 -0.00030886225732963815
PC_18 -0.0007156380026981733 3.6814780440670365e-05 9.375005063751987e-06 8.219960106429796e-07 -1.1311638586676946e-08 -0.01536726426889108 -0.030594682127423188 0.00024878126035155526 -0.014638030811928174 0.009717210146200713 0.09122589399134397 -0.08295047135228724 0.12463709493794625 -0.15383266504075452 0.09443464736348431 0.1285055622997302 0.005374816080562332 0.04271061580243636 -0.028819988063693763 -0.023432956176870492 2.4551226849226198 0.16265040130677677 -0.05231111975260006 -0.12272148609134557 0.06315987935463124 -0.00031823717043901666 0.00035784292207822295 -0.0008966541308550466 0.00031560366158778707
PC_19 3.640173563333316e-06 -2.0200507201639713e-05 -1.3488261676377024e-06 -1.177472199654006e-06 1.3415017631203291e-08 -0.014266540836312956 0.018401738577616296 0.0049265538725442705 -0.006425251011523305 -0.008856004585845656 0.03565634301253706 -0.04411453503569054 0.07203647475843372 -0.06454136145362699 0.02930661632121383 0.03478661352081452 -0.03389286128083708 -0.02972557683227696 0.0568972524461322 -0.002255428942572777 0.16265040130677663 2.3805689722416448 -0.00881521264622385 0.051628714541024995 0.13881635152552735 0.00011297250086730223 -0.00014438178168499916 -0.0002100244474597054 0.0003908695607002445
PC_20 -0.00041696496418190123 1.4325933125706669e-05 5.861944477121778e-05 -2.7433130510547608e-06 2.7949054844408798e-08 0.02347481837296535 -0.02599831223163906 -0.015258114224710732 -0.04298938317172059 -0.05137243873714219 -0.003290902417263479 -0.018189378688794552 5.105583544761908e-05 0.02682722390209423 0.035203586366945976 -0.10145399647292735 -0.016240226478805825 0.04201191314150162 0.05963528220676699 -0.09521970726136714 -0.05231111975259984 -0.008815212646223869 2.70405489223962 0.12494216099949328 -0.055891285320741585 4.5780851037298574e-05 -0.0001513367935370044 0.00021454765339476512 5.273683555791158e-05
PC_21 -0.00035245293118269563 4.998623128108038e-05 4.904845482632384e-05 -1.8977040123233082e-06 2.310676331277287e-08 -0.01817407268021037 0.005718561185813397 -0.015877142837235837 0.01332785530230761 0.027304395552943173 0.016988448200746385 -0.08210892910483379 -0.025921631216709536 -0.07236213683725654 0.05899206674459947 -0.02608787745838838 -0.13496458178443183 0.011664815560603694 0.047853170347225554 -0.0851519433471799 -0.12272148609134532 0.051628714541025 0.12494216099949333 2.9790869609851423 0.1041767597348788 -0.00018681720180294782 -0.00011228932141054904 -0.0001543361240445829 0.0002050589474563199
PC_22 0.0013592098985446709 -0.00011805432820491902 0.00021140724413812607 -7.270974061996501e-06 5.6760824517475686e-08 0.046505624868202984 0.051228364234472655 0.055776149717576544 -0.05788337180524567 -0.07520412387479798 -0.04601127382834159 0.09542818726607477 -0.07642320612388277 0.16471759860411261 0.011118041282755724 -0.09722137552259998 0.11858677522675479 -0.09301473473588195 -0.015250155473163222 -0.08817688774630125 0.06315987935463158 0.13881635152552735 -0.055891285320741696 0.10417675973487871 2.725777058442547 6.920856623492697e-05 -0.00021355244939483633 0.00021806910803244696 0.00019434598170317455
proband 1.3256898899758723e-06 1.0587925692396766e-08 -4.089520505707835e-08 -1.7344087531127822e-09 3.982075219806982e-11 -0.00010569792612671614 4.0315421784825995e-05 6.0388218911528e-05 0.00011404369763276622 0.00016076508007181612 -4.792079034161131e-07 5.595227226799162e-05 1.252309122393628e-05 0.00012305541001508716 8.037027721458143e-05 7.202990661269807e-05 -7.02571386124526e-05 0.0001032761572589281 -0.00011334307366555284 -1.1496437091611999e-05 -0.0003182371704388643 0.00011297250086730685 4.5780851037289724e-05 -0.00018681720180295497 6.920856623489501e-05 6.005623273600836e-05 -3.038927005032066e-05 -2.2578076440408003e-06 -7.5339344888564e-07
maternal 8.605667175157243e-07 1.9063535673082087e-08 -1.018138511314894e-06 2.99312424500673e-08 -2.4514175204022804e-10 7.914404046985891e-05 3.840936456225046e-05 -5.395650118557613e-05 -0.00025846436105751936 -0.00016736155050697913 -9.184602821696223e-05 -2.106667235466319e-05 0.00017314543560254788 -9.755011035228016e-05 -2.641328016228033e-05 -0.0001271481835945263 -0.00024830075543706785 -0.00012713556958399584 0.0003573219789975543 0.00022396616332318733 0.00035784292207785605 -0.00014438178168501613 -0.00015133679353701462 -0.00011228932141052479 -0.00021355244939483717 -3.0389270050320545e-05 0.00031051552072890225 -0.0002422638146417716 -0.00022843499994483092
gpm 3.707914238908696e-06 2.1279380606332358e-07 3.0720787891111212e-06 -7.621632802675108e-08 6.233364701807409e-10 -0.00031398061737613226 0.0002942989333579869 0.0002311551247811217 0.00017470401600432387 0.0002643694111035609 -0.0003614111086488698 2.2912062651562778e-05 -0.00041056396854757495 0.00032956295023064806 -0.00013767299334199704 0.00022762293014896487 0.000294335904821401 0.0002043178486054104 -0.0003065761316736111 -0.00011208134623940129 -0.000896654130854864 -0.00021002444745970788 0.00021454765339477185 -0.00015433612404458556 0.00021806910803245355 -2.2578076440407876e-06 -0.00024226381464177246 0.0007456913094780153 -0.00028176240003794414
gmm -1.2764838508264353e-06 -3.342966892417904e-07 -1.0944072509928042e-06 2.1969900781987903e-08 -1.947155330009419e-10 -2.2794547628075725e-05 -0.00011008193660643444 -0.00012426555150342298 0.00023118650586977777 0.00011411280190519881 9.382077133711897e-05 -0.00014382621944498207 -0.00010071577195710202 -0.0004176127633482791 7.055681185593767e-05 8.534353291404332e-05 0.0001816755724820431 -0.00026869134080115134 -0.0003330002830834378 -0.0003088622573297081 0.00031560366158787283 0.00039086956070025333 5.273683555793664e-05 0.00020505894745629673 0.00019434598170313156 -7.533934488858655e-07 -0.0002284349999448301 -0.00028176240003794544 0.0007157007416397908
