 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal
intercept 2.0379352502394142e-05 -1.2633212124661093e-07 -5.640506403095178e-07 9.417784001741286e-09 -3.53942196719765e-11 1.4822350780145944e-05 -3.6053566733992054e-05 -1.29378849294899e-05 -7.653438078327135e-05 0.00010534593708465095 -0.00012734757889819166 9.809661578983597e-05 -7.353876250212868e-05 -2.279943877354604e-05 -0.000143487036125944 5.3886714480214005e-05 -6.477026470594895e-05 -8.284343985985283e-05 -4.41604516076265e-05 -8.747138204965368e-05 -2.9325178881279507e-05 -1.278935036031976e-05 -6.831545768064674e-05 -0.0001486735405132697 0.00014593368265240113 2.3427323942657783e-07 -3.731885523056496e-07 2.355798151196676e-07
yob -1.263321212466044e-07 2.2413740455010756e-07 4.0216845140590035e-08 3.634511717172667e-09 -2.523905459257176e-11 -3.410579074891011e-07 2.3006261634215737e-05 8.850423136948794e-06 -1.5922692077751354e-05 -5.809441922163727e-06 -7.0580575586525625e-06 -1.3105934368571802e-07 -9.861181615059933e-06 1.298130416456477e-05 -5.4064131348614215e-06 -1.3976523430305596e-05 1.6321631236404986e-05 -1.1992473405378427e-05 -6.734006737502115e-06 2.188251413601443e-05 7.799015445954285e-06 -2.031524035064048e-06 -1.8769830522660733e-06 1.2874872393677686e-05 -2.8030689452645424e-05 -7.424745515924929e-10 2.8110579361656385e-09 6.831593341078272e-09
age -5.64050640309935e-07 4.02168451406239e-08 1.048144427378583e-05 -2.2721949559914223e-07 1.5023555641241404e-09 -1.0659764687848291e-05 1.8139275709026878e-05 1.0175523730266176e-05 -2.090063514729864e-05 3.470143910530931e-05 -2.506607404384913e-05 -8.060626271629266e-06 -2.500363669004201e-05 1.2921575876506682e-05 4.074431579221339e-06 1.73835349901334e-05 -6.040574962510775e-06 1.8509716120851165e-05 -2.1560933221000748e-05 1.0165197680395313e-05 -8.191896285599491e-07 -2.003642539806294e-05 -1.0647426635113453e-05 -3.7884063961016257e-06 3.387270467918678e-05 3.6092866220189625e-09 -1.7873083348355408e-07 1.341353035577759e-07
age2 9.41778400173259e-09 3.6345117171719376e-09 -2.2721949559914369e-07 5.218289838758697e-09 -3.5582577825048764e-11 2.9098411037814686e-07 2.812163929280199e-07 -2.540164753343655e-08 1.319030727880431e-07 -6.316165024364844e-07 3.7773177669098313e-07 6.570215952459918e-08 2.032722726874361e-07 1.9533816527242956e-08 -2.3005883636459426e-07 -5.922120904340405e-07 3.610772009941295e-07 -5.682349640351379e-07 3.8776673958576967e-07 2.0863331238594236e-07 3.3431836148082024e-07 3.901954112520374e-07 1.5095910628270808e-07 2.118815634486464e-07 -1.327758341991773e-06 2.0804003010801947e-10 3.655566394702319e-09 -2.6121454716907698e-09
age3 -3.5394219671912064e-11 -2.523905459256691e-11 1.5023555641241557e-09 -3.558257782504887e-11 2.4873104156201225e-13 -2.3420842921012155e-09 -2.663009299330482e-09 1.6924633042913504e-10 -1.1156061778985747e-09 3.770003179956027e-09 -2.7982086598739722e-09 2.1347187642647477e-10 -6.602974062784021e-10 -5.01997415033959e-10 1.1317762483636087e-09 3.593059640654686e-09 -2.1769679551790737e-09 3.3444030489525394e-09 -3.0259818633925753e-09 -1.778990826552535e-09 -3.2575477975517368e-09 -2.5821749999149285e-09 -9.824634910740779e-10 -1.1053193778322834e-09 9.587588436478202e-09 -3.1564006282800128e-12 -2.184390900537441e-11 1.5767233441657155e-11
PC_3 1.4822350780146722e-05 -3.4105790748914357e-07 -1.0659764687848064e-05 2.909841103781397e-07 -2.3420842921011638e-09 0.052236911221545466 0.0012611164275062878 0.0022406231037238227 0.0006914347026790735 -0.007605869541536442 0.003874843851807118 0.008436610283027684 -0.00607333419402311 -0.0022644813542646363 -0.001971550834724536 0.0037792466158269636 0.008339347018004945 0.006423989844346642 -0.004432853897691194 -0.017531197406896456 4.1744826242670885e-05 -0.0018154652382357597 0.00478396914763688 -0.002787997134931755 0.010882680279867926 -1.4500079457320799e-05 -5.732230800210866e-05 -5.977559239363081e-05
PC_4 -3.605356673399205e-05 2.3006261634215777e-05 1.8139275709021433e-05 2.812163929281406e-07 -2.663009299331292e-09 0.0012611164275062737 0.1793561635859693 -0.008183660364900626 0.00952547147453587 -0.009882308109913874 -0.000697617050396073 -0.005445732786541177 -0.0015807638625797687 -0.014368230125429851 0.004195804048844272 0.009969340203850402 -0.019592773189863084 -0.011653614340976958 0.0133522021245931 0.010974139017842902 -0.005551957983124269 0.005997004875331812 -0.005778252721000317 -0.0009197826580957245 0.008079815784617705 2.663876328858449e-06 5.0157389716782426e-05 6.730248692393112e-05
PC_5 -1.2937884929489968e-05 8.850423136948816e-06 1.0175523730265436e-05 -2.5401647533420214e-08 1.692463304290294e-10 0.002240623103723828 -0.008183660364900626 0.2342306510494747 -0.0037456610599733184 -0.007116511324216598 0.0005137692205013538 0.005380060954918993 -0.015900334628497253 -0.0016565504561820675 -0.018392097998981363 -0.013328850509581455 0.00047002437056357785 -0.017163000517561276 0.01407763991046428 -0.026681555307483854 0.006762112138170685 0.004725919845185286 0.0005351850880895242 -0.00488288634248883 0.01778491156068998 1.2856857609418735e-05 1.3533993771414161e-05 1.5954290241494707e-05
PC_6 -7.653438078327073e-05 -1.592269207775139e-05 -2.0900635147297353e-05 1.3190307278801525e-07 -1.1156061778983994e-09 0.0006914347026790748 0.009525471474535875 -0.0037456610599733123 0.29172713831947017 0.003911585141470368 0.014235914335223055 -0.014358977649263974 -0.009620284829393623 0.00751275191737707 -0.014682786012496212 -0.0009258349237859111 -0.00040007595691026707 -0.025135814297799042 0.014460281032034224 0.02997680545186392 -0.00847897767267177 -3.6518326867480116e-05 -0.0090207740966965 -0.003150143857548717 -0.013538718597199064 4.463053784892082e-06 7.726351237214671e-05 3.122695979840545e-05
PC_7 0.00010534593708464986 -5.809441922163628e-06 3.4701439105309634e-05 -6.316165024364878e-07 3.7700031799560524e-09 -0.007605869541536433 -0.00988230810991386 -0.007116511324216598 0.003911585141470363 0.36449637283444536 0.014855465840563187 -0.0010897628704226094 -0.017021148426199124 0.020090270330949987 0.005085512555808651 0.03312398511827274 0.011233340109543457 -0.038181823908118084 -0.025799270078292132 0.029146257203788377 -0.010629831411444912 -0.011690636035542849 0.0007084053560665782 0.009819569134439758 -0.016705573128300902 2.3329501565533575e-05 6.512600205616999e-05 1.546958944630359e-05
PC_8 -0.00012734757889819106 -7.058057558652589e-06 -2.506607404385023e-05 3.777317766910086e-07 -2.7982086598741517e-09 0.0038748438518071237 -0.0006976170503960733 0.0005137692205013531 0.01423591433522306 0.014855465840563173 0.3912004926358698 0.01928815202667852 0.013416533667098017 -0.009304924394095406 -0.0040580951538555215 -0.01979819163197218 0.016364677975116773 0.03375963993054109 -0.019982571789626116 0.01277041795912344 0.024091942175430335 0.00753110209210528 -0.006440523832541125 0.00496461975826971 -0.015374460194301567 -7.818406283377669e-06 -2.367833706947203e-05 -7.33546297807317e-05
PC_9 9.809661578983574e-05 -1.310593436857761e-07 -8.060626271627577e-06 6.570215952455867e-08 2.1347187642676164e-10 0.00843661028302769 -0.005445732786541178 0.005380060954918993 -0.014358977649263973 -0.001089762870422609 0.01928815202667852 0.5253032744147013 0.011988840557465871 -0.000411366826494242 -0.031320408571610114 0.024218419331639304 -0.004304027115848323 -0.0020909368598409977 -0.023445535383106435 -0.012547688544728512 -0.012736763486428779 -0.003666664635439223 -0.0028765584755334455 -0.013647340690638216 0.028886365429575508 3.1474921317820726e-06 3.0493101609522943e-06 -2.0321834356528807e-05
PC_10 -7.353876250212883e-05 -9.86118161506e-06 -2.5003636690039586e-05 2.032722726873809e-07 -6.602974062780329e-10 -0.006073334194023117 -0.001580763862579773 -0.01590033462849725 -0.009620284829393623 -0.017021148426199128 0.013416533667098033 0.011988840557465862 0.6202647190202026 0.027685376725839952 -0.005682387370431182 -0.0058109132189001255 -0.00251002251545735 0.018969562129641897 0.0029867395556860046 -0.006833319577153829 0.021344631184926487 0.007121920002678693 -0.013913910980677993 0.00618573431020141 -0.012418869710096774 -1.819333371282684e-05 -1.5512163906349078e-05 -5.051504886735688e-05
PC_11 -2.27994387735455e-05 1.2981304164564802e-05 1.2921575876504771e-05 1.9533816527285572e-08 -5.019974150342465e-10 -0.00226448135426464 -0.014368230125429855 -0.0016565504561820742 0.007512751917377074 0.02009027033095 -0.00930492439409541 -0.000411366826494245 0.02768537672583994 0.5864502520373949 0.006157706305461263 -0.006191880289833254 0.030566241595786345 0.02826282744818674 -0.00897010602872046 0.020070633793349574 -0.028244064998352452 -0.017919786365656252 -0.0006298619373755484 -0.0071820645000866285 0.0462474314620599 -2.652752532413786e-06 4.8809722048991676e-05 -2.203898464097813e-05
PC_12 -0.00014348703612594458 -5.406413134861352e-06 4.074431579219899e-06 -2.300588363645571e-07 1.1317762483633312e-09 -0.0019715508347245363 0.004195804048844284 -0.018392097998981345 -0.014682786012496212 0.005085512555808643 -0.004058095153855511 -0.03132040857161013 -0.005682387370431183 0.006157706305461254 0.6595308202519204 0.03140904053479526 -0.01311150782328692 -0.024071812433275917 0.008739102252351149 0.033407218409218155 0.027325475570553055 0.018543130890362042 0.02209675957841087 0.020515602482338552 0.010278492406795636 -8.613961675004814e-06 7.451816674092552e-06 1.8971729404272955e-05
PC_13 5.38867144802125e-05 -1.39765234303055e-05 1.7383534990134546e-05 -5.922120904340608e-07 3.593059640654808e-09 0.0037792466158269645 0.009969340203850421 -0.013328850509581446 -0.0009258349237859176 0.03312398511827273 -0.019798191631972176 0.02421841933163929 -0.0058109132189001315 -0.0061918802898332905 0.03140904053479527 0.6877209057711239 0.03508943017854758 -0.002528031894562146 -0.012174190943467994 0.02870092117227161 0.027193105635085743 0.009328036291617275 -0.0334626843670595 -0.025452687072511235 -0.015051150743835864 1.0738445106690746e-05 -2.2243634160819967e-05 1.3396511008033572e-05
