(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband paternal maternal
(Intercept) 0.000123722602063162 3.31630285527819e-05 1.63842845321781e-05 -3.68505222953103e-05 1.23207321062237e-05 -1.05974423378936e-06 4.36427268768565e-06 -2.26088707079148e-06 1.21902052341518e-06
covarage 3.31630285527819e-05 0.000358970046323087 0.000503748559023576 -0.000575111613653261 -1.30944005549184e-06 9.56783775209672e-06 9.95111612756248e-07 2.36787410694065e-07 -2.06330832862166e-06
covarsex 1.63842845321781e-05 0.000503748559023576 0.00122565611703004 -0.0012723883238968 -4.68844245160943e-06 6.26465582725727e-06 3.06292093181735e-06 -2.08024215447966e-06 -2.0881935197358e-06
covarage_sex -3.68505222953103e-05 -0.000575111613653261 -0.0012723883238968 0.00146425908073865 5.88743438266929e-06 -4.37407931670465e-06 -2.3645612748711e-06 1.1896706959745e-06 2.76897194171967e-06
covarPC_3 1.23207321062237e-05 -1.30944005549184e-06 -4.68844245160943e-06 5.88743438266929e-06 0.000114527434238182 4.10442004842966e-06 -6.29149616193877e-07 -8.46975441636269e-06 -7.82633255097611e-06
covarPC_4 -1.05974423378936e-06 9.56783775209672e-06 6.26465582725727e-06 -4.37407931670465e-06 4.10442004842966e-06 0.00012438818378451 5.05799957343531e-07 3.78198597961439e-06 3.05872584034439e-06
proband 4.36427268768565e-06 9.95111612756248e-07 3.06292093181735e-06 -2.3645612748711e-06 -6.29149616193877e-07 5.05799957343531e-07 0.000324979391926112 -0.00021356570657618 -0.000192773907548249
paternal -2.26088707079148e-06 2.36787410694065e-07 -2.08024215447966e-06 1.1896706959745e-06 -8.46975441636269e-06 3.78198597961439e-06 -0.00021356570657618 0.000434173951428473 -1.86320060131674e-05
maternal 1.21902052341518e-06 -2.06330832862166e-06 -2.0881935197358e-06 2.76897194171967e-06 -7.82633255097611e-06 3.05872584034439e-06 -0.000192773907548249 -1.86320060131674e-05 0.000393261112004773
