 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal
intercept 1.4127217374447029e-05 1.1304463309730357e-07 -6.950444871749442e-07 -8.626639971694438e-06 6.937515620739325e-07 1.4109421080904032e-08 -5.974659035843022e-11 -1.5887780046961365e-08 1.1045977280844785e-10 -2.2389061089542237e-05 -3.2085193362743338e-06 -2.9023277918077837e-05 -4.87888530772476e-05 0.00011238640342632475 -8.038076884242993e-05 5.740759914280725e-05 -8.167946086931082e-05 3.5422689580319092e-06 -0.00010714287513116653 -7.30801581685219e-06 -5.360145108073694e-05 -7.473099252705779e-05 -1.0616100899573696e-05 -6.407408020172444e-05 -8.218971436555513e-07 2.012567021952515e-06 -1.2721922771679686e-05 -0.00010357981660760801 0.0001061660646002733 6.223495008240191e-08 -2.5060674373584154e-07 5.008096071201727e-08
yob 1.1304463309734973e-07 1.0938532847897557e-07 1.7301749522397437e-07 6.648346545472275e-07 -5.738408630247372e-08 -5.36688297540246e-10 -3.084323061352165e-12 7.530717071110211e-10 -1.3836027104966373e-12 7.055605366687605e-08 1.0764588811717634e-05 1.5281976264374748e-06 -6.518666339306993e-06 -3.3218976252868906e-07 -5.884445394391029e-06 3.9673388322547634e-07 -5.298470565733911e-06 6.859778547360231e-06 -3.886657334869232e-06 -6.758642954513285e-06 6.006224005976045e-06 -5.751621837203466e-06 -2.2986523479388146e-06 1.0492316783858674e-05 4.497819540202015e-06 3.6688192573711746e-07 -1.2015180168929478e-06 4.0283705358266675e-06 -1.5994595342654376e-05 -7.36428705138819e-09 6.706677566923108e-09 6.070593767601967e-10
age -6.950444871648914e-07 1.7301749522412782e-07 2.505041330884222e-05 0.0003452695101434234 -2.4701301302523007e-05 -5.24251297264401e-07 3.388705309143806e-09 5.209962360322368e-07 -3.371488778666541e-09 -1.6505266520551925e-06 1.4440423946878804e-05 1.1215373050008646e-05 -1.013303423671941e-05 4.810300574789306e-05 -2.616870438877507e-05 1.4950548853196675e-05 -3.350161961136753e-05 1.6001494531594184e-05 -7.314317131367819e-06 4.500036537296808e-06 -1.2191051446429193e-05 -1.3775741429773326e-05 -3.1632118838902326e-05 -1.7374611326113758e-05 6.094337149356832e-06 -5.225408467041802e-06 -1.1190222179748943e-05 -1.7125576543804956e-05 2.9529445878150182e-05 -4.8676566444805396e-08 2.2200156832783378e-07 -2.2207911055230046e-08
sex -8.626639971156166e-06 6.648346545537613e-07 0.00034526951014359484 0.00927612161462258 -0.0006262163594999211 -6.97949841164062e-06 4.388200622984565e-08 1.2755489364866108e-05 -8.055700726042513e-08 9.415931747103856e-05 9.00887825510373e-05 4.974540123087949e-05 0.00019933489038345212 0.00012558061003966605 -0.00014897378480146874 9.179990884967075e-05 -0.00039067278139400435 2.0590211793124113e-05 7.642441361316469e-05 -0.0003056722814138348 -3.0988607640298817e-06 -0.0003787465180941022 -0.00012343485400214375 -0.00026394002346773996 -3.744201491812346e-05 0.00014485820083449448 0.0001903558829537516 6.314887783158531e-05 0.0001752722103378267 7.585548540518259e-08 2.76635524090223e-06 -1.45678350324628e-06
age_sex 6.937515620486366e-07 -5.738408630266316e-08 -2.470130130254862e-05 -0.0006262163595002306 4.4813673948888226e-05 5.20152719880509e-07 -3.3686058535110834e-09 -9.487412878735951e-07 6.162334177916348e-09 -9.657330399200994e-06 3.5197415780050523e-06 7.474679156963843e-06 -1.0331302986920157e-05 -3.286789817038674e-06 2.5405453845666523e-06 -9.706301320590612e-06 1.5566871747907465e-05 -1.2208555110366404e-06 -9.619874313475279e-06 2.2220146700207958e-05 4.883554633400179e-06 2.0639661647808984e-05 9.41174474571219e-06 2.2013870965265283e-05 4.986613820191871e-06 -1.0182521391477361e-05 -9.921823877651318e-06 -6.925734252887657e-07 -2.3434395639873476e-05 2.3534894644553064e-08 -2.1636441638216392e-07 1.1899441700095269e-07
age2 1.4109421080661645e-08 -5.36688297545917e-10 -5.242512972645366e-07 -6.9794984116399555e-06 5.2015271988017e-07 1.1409660096080039e-08 -7.578251608370685e-11 -1.1326726049118013e-08 7.520525644840492e-11 8.056380472114823e-08 2.6081186501115585e-07 7.58182950387225e-08 1.7882514366192092e-07 -7.873303816973139e-07 2.276968417275388e-07 -3.2403486304919507e-07 3.6913324695297723e-07 -1.3592700750982116e-07 -5.532827068217665e-08 -2.8370915033956453e-07 3.675947215438732e-07 6.126085224240296e-08 7.423952671935759e-07 6.937763913539071e-07 8.42799167203662e-08 1.448063149192931e-07 2.0323216687552493e-07 4.218118212025282e-07 -1.2325606915091673e-06 1.2210424897064806e-09 -4.349849911423763e-09 5.193531623604982e-10
age3 -5.974659035605269e-11 -3.0843230613173657e-12 3.388705309145376e-09 4.388200622985553e-08 -3.3686058535099035e-09 -7.578251608372134e-11 5.14390765519486e-13 7.518295008513347e-11 -5.09826393092535e-13 -1.084649065715691e-09 -3.0543090987455733e-09 -1.7896575018430347e-09 -1.672231490146923e-09 4.544403038015593e-09 -8.853222019213355e-10 2.1614556677987343e-09 -1.5564184814756378e-09 4.840395970646441e-10 8.616840662431899e-10 2.1601590096078085e-09 -2.580045127818417e-09 1.0168441325091261e-10 -5.594491326195816e-09 -5.3127632362702965e-09 -1.2729204581966666e-09 -1.1206641662954142e-09 -9.824750707214817e-10 -2.7378363878832986e-09 9.960574953899243e-09 -9.242767308815826e-12 2.696963219893555e-11 -3.242820248765845e-12
age2_sex -1.588778004644375e-08 7.530717071245399e-10 5.20996236033018e-07 1.2755489364877826e-05 -9.487412878739662e-07 -1.1326726049130108e-08 7.518295008519048e-11 2.069359177351493e-08 -1.376636800553633e-10 2.2910032728904518e-07 -2.0338617274438286e-07 -3.5083026337649426e-07 1.627214920142531e-07 -9.266784517696727e-09 4.500134088552618e-08 2.659656945529119e-07 -1.8921752432369995e-07 1.538236999309451e-08 2.9103039539077477e-07 -3.980843817892856e-07 -1.6752260975658086e-07 -3.3748244653352817e-07 -2.523866245079142e-07 -5.207609011289867e-07 -1.0956193543921286e-07 2.0747262132030723e-07 2.140063150077737e-07 -5.0439133346210766e-08 6.656607880479403e-07 -7.165450202152542e-10 4.566335256214331e-09 -2.3788141286984524e-09
age3_sex 1.1045977280481288e-10 -1.3836027105815707e-12 -3.3714887786728738e-09 -8.055700726052958e-08 6.162334177920768e-09 7.520525644851008e-11 -5.09826393093078e-13 -1.376636800554056e-10 9.349441025664797e-13 -1.4454881014130244e-09 1.862543155397915e-09 3.2890133842523645e-09 -7.437497484476058e-10 4.428096964592726e-10 -6.807731718795969e-10 -2.022534669974699e-09 6.923029590771442e-10 -3.220622777234425e-11 -2.3662832413251187e-09 2.124502006271339e-09 1.3662380223775997e-09 1.7199530356450094e-09 1.9047839236290608e-09 3.5746493811439345e-09 5.337412685438477e-10 -1.3088503347386329e-09 -1.6780033361442808e-09 4.173104259413258e-10 -5.131946936773873e-09 4.31854853001648e-12 -2.851233622604794e-11 1.4421168111061128e-11
PC_3 -2.238906108953752e-05 7.055605366701593e-08 -1.6505266520257445e-06 9.415931747179301e-05 -9.65733039925193e-06 8.056380472055081e-08 -1.0846490657119199e-09 2.2910032729007363e-07 -1.4454881014194446e-09 0.03445299619480108 -6.523960073528679e-06 0.0003103460542182895 0.0014821554759435645 -0.005162430772684564 0.0017657719689368144 0.003471583379923711 -0.004656148022244166 -0.0027439646568362063 -0.003715015272385891 0.003400895444624307 0.006695932037537124 0.004966993936666682 -0.0036833422507177456 -0.01410720424515088 0.0005224905506997711 -0.0011294110249514594 0.002542968866277157 -0.003348979396258059 0.01015966263920306 -1.4894392084886237e-06 -4.6595949364112663e-05 -4.824005599586932e-05
PC_4 -3.2085193362757043e-06 1.0764588811717514e-05 1.4440423946832547e-05 9.008878255020379e-05 3.5197415780627056e-06 2.608118650121193e-07 -3.0543090987517668e-09 -2.0338617274556815e-07 1.8625431554054204e-09 -6.5239600735360414e-06 0.11843076168351023 -0.0022571978209689043 0.011826466165452644 -0.0048751385956263904 -0.0018964424845508401 -0.005094392176978047 -0.0012658585609667827 -0.010739418353349376 0.0020281524453426326 0.01199929168393713 -0.015897407058315077 -0.004465797355835737 0.009891426897793107 0.004657086851213539 -0.0041658831896284575 0.00331115112484583 -0.0015745443150909878 -0.006184816460179056 0.008954270364587647 4.695685964791986e-06 3.464693380819563e-05 3.857484464051248e-05
PC_5 -2.9023277918081337e-05 1.5281976264372758e-06 1.1215373049933026e-05 4.9745401229397775e-05 7.474679157066367e-06 7.581829504029926e-08 -1.789657501853183e-09 -3.508302633786089e-07 3.289013384265813e-09 0.0003103460542182815 -0.002257197820968896 0.15474009436515115 -0.0013672836130162577 -0.004554385570436018 -0.0036692756700615592 0.005471343524193946 -0.01243470593065721 -0.0033709502563842387 -0.013611602048786012 -0.0016627228947290143 -0.00277454388995244 -0.00818355603287243 0.007210856476636334 -0.018577366295382456 0.00422623091865143 0.002042986970617548 -0.0005843049811823697 -0.008839049399372485 0.011417452311848073 -1.545767878909625e-06 2.338057110728476e-05 2.6439019561091437e-05
