(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband paternal maternal gpp gpm gmp gmm
(Intercept) 0.00526927807056594 0.00359662277806859 -0.000135101551772341 9.77371958139753e-05 -0.000204688838452071 -6.72384216632207e-05 -9.77296643961492e-06 0.000136073324565642 0.000114436370101092 -0.000214549832572237 6.50368297596936e-05 -1.97625820335008e-05 8.36844373427758e-05
covarage 0.00359662277806859 0.00651981330824942 0.00579253541997654 -0.010353119913306 -0.000103177437399247 0.000116129864139416 1.04813679188559e-05 0.000208671847721582 -3.11302907755819e-05 -0.000313437896870632 -4.54050008267777e-05 8.48902514539437e-05 0.000125263080204453
covarsex -0.000135101551772341 0.00579253541997654 0.0125792882235972 -0.0196670133152844 -1.0656136224026e-05 5.40456393915421e-06 2.13922187893497e-05 0.000231349255283827 -8.99854987760076e-05 -0.000450137061919826 9.65206301052778e-05 0.000154682406988336 7.51231192276538e-05
covarage_sex 9.77371958139753e-05 -0.010353119913306 -0.0196670133152844 0.0341994571416726 -2.41073546680028e-05 8.01631853302399e-05 -1.25006442772388e-05 -0.000422470456218552 0.000164343858020542 0.00071145215446364 -4.48439577894237e-05 -0.000202071173474604 -0.000133811917150422
covarPC_3 -0.000204688838452071 -0.000103177437399247 -1.0656136224026e-05 -2.41073546680028e-05 0.00140166077954736 -0.000199868990343747 -1.47549627196101e-05 -4.28235571191705e-06 -0.000117356768108323 -0.000163566091254388 5.81605735122069e-06 4.03688694041113e-05 -2.49254987013426e-05
covarPC_4 -6.72384216632207e-05 0.000116129864139416 5.40456393915421e-06 8.01631853302399e-05 -0.000199868990343747 0.00126440074148182 6.12998935983338e-05 1.35644339269325e-05 4.64360496823172e-06 -1.32134540897065e-05 -7.50947916468578e-06 -6.18669627920473e-05 7.0010846292713e-05
proband -9.77296643961492e-06 1.04813679188559e-05 2.13922187893497e-05 -1.25006442772388e-05 -1.47549627196101e-05 6.12998935983338e-05 0.00279976734820969 -0.00126784393072555 -0.00138300185900609 4.98881207287689e-05 -0.000261867868448146 7.72845668014451e-06 -9.9645212341196e-07
paternal 0.000136073324565642 0.000208671847721582 0.000231349255283827 -0.000422470456218552 -4.28235571191705e-06 1.35644339269325e-05 -0.00126784393072555 0.0086200778740506 0.000702081813670904 -0.00674940898281357 -0.00573675110457708 -0.000344302285770935 -1.83382044192048e-05
maternal 0.000114436370101092 -3.11302907755819e-05 -8.99854987760076e-05 0.000164343858020542 -0.000117356768108323 4.64360496823172e-06 -0.00138300185900609 0.000702081813670904 0.00789374166186579 -0.00027816707118722 9.57024953282762e-05 -0.00589867520627583 -0.00527141891298567
gpp -0.000214549832572237 -0.000313437896870632 -0.000450137061919826 0.00071145215446364 -0.000163566091254388 -1.32134540897065e-05 4.98881207287689e-05 -0.00674940898281357 -0.00027816707118722 0.0257594777840956 -0.0130104706366424 0.000756772764020915 -0.000525314552865591
gpm 6.50368297596936e-05 -4.54050008267777e-05 9.65206301052778e-05 -4.48439577894237e-05 5.81605735122069e-06 -7.50947916468578e-06 -0.000261867868448146 -0.00573675110457708 9.57024953282762e-05 -0.0130104706366424 0.0240012608013167 -0.0004299274953632 0.000626434788459872
gmp -1.97625820335008e-05 8.48902514539437e-05 0.000154682406988336 -0.000202071173474604 4.03688694041113e-05 -6.18669627920473e-05 7.72845668014451e-06 -0.000344302285770935 -0.00589867520627583 0.000756772764020915 -0.0004299274953632 0.0187023038836262 -0.00757813884657127
gmm 8.36844373427758e-05 0.000125263080204453 7.51231192276538e-05 -0.000133811917150422 -2.49254987013426e-05 7.0010846292713e-05 -9.9645212341196e-07 -1.83382044192048e-05 -0.00527141891298567 -0.000525314552865591 0.000626434788459872 -0.00757813884657127 0.0177234126472727
