 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal gpp gmp gpm gmm
intercept 0.0035000686867039834 -2.5475661087337155e-06 0.0008058947759136642 0.0008309007560830877 -0.00010841078590570625 -2.4924929438077775e-05 2.403833506604897e-07 3.9973519227624575e-06 -4.311917500871266e-08 -0.0006736738109467955 0.0003569575234576446 -0.0006481780485126883 0.00031934905882787223 3.164088081240792e-05 -0.00014791885303227695 0.0008856049431463671 0.00014862399041671646 0.0009396008142704662 4.8916009381498444e-05 -0.0009833708902143683 -0.0027580297608315804 0.00046933997832533517 -0.0003496165630505218 -0.0006485200184436813 -0.00126465378795458 -0.0011257762494070137 -3.375583093499673e-05 0.002363394493253697 0.002149031819394718 -4.607155123098546e-06 -8.53925854373964e-06 1.1672280312653688e-05 -1.291414623942933e-05 3.334485208046555e-05 -1.0112030852087953e-05 7.231938068778935e-07
yob -2.5475661087542234e-06 6.842300400405818e-07 1.5662105866051678e-08 -2.3050176084856682e-06 3.374301230661109e-08 1.5172693237628192e-08 -1.5719796747640248e-10 -2.086095498620972e-09 4.2327798484750146e-11 3.8723368886386825e-06 0.00011302063605672626 1.5540619115210935e-05 -8.539294528339629e-05 4.452084776639203e-05 -9.700532917504459e-05 -1.350422250132086e-05 -4.0270196901735245e-05 8.90306901421854e-05 -3.0005448100346283e-05 -6.326588278831018e-05 5.378953258660307e-05 -4.311415887888168e-05 -6.7777292316866745e-06 5.211093544211828e-05 4.085909215756257e-05 -1.713387956300184e-05 -2.3643713515814673e-05 1.420731322290538e-05 -9.481917880058808e-05 1.7466617104286632e-07 -3.843050206873826e-07 -1.7300056986446177e-08 -1.3440869133424393e-07 5.217563850084277e-07 1.2105137830311102e-07 -4.5298706582995907e-07
age 0.00080589477590614 1.5662105958742923e-08 0.0006666322238642568 0.007410576818429442 -0.0006661700473273801 -1.8572881715076084e-05 1.621472520166214e-07 1.856292022424678e-05 -1.6208008438922373e-07 3.697921557403847e-05 0.00029046480458669755 4.918716405945596e-06 -9.570495333486594e-06 -0.00020357774457413513 0.0002206567461336585 0.0001392268858467465 -0.0005730208785168269 0.00022812623364771057 0.0011919927250811232 -9.439240699934392e-05 -0.00039759567651770903 0.0004511773687296699 0.0005804471310484693 -0.0006274251244764102 0.0001402048926337378 -0.0007680318330977148 -0.00023791452638774685 0.00015307781573596597 0.0006720327399323447 -1.29091785675383e-06 -6.804429741165134e-06 2.3268660814737856e-06 1.5221888321197738e-06 1.5599640431622303e-05 -1.8776980170022429e-06 9.481162898464288e-07
sex 0.0008309007559304337 -2.305017607690604e-06 0.007410576818378196 0.15870789958998746 -0.01380767659677334 -0.00020264282633626285 1.7415998697439643e-06 0.00037447325164318616 -3.19698191819922e-06 0.0010993858933005458 0.005868754517496278 0.0027441879587251673 0.0006355491294159207 -0.0012289264198395177 0.0027306170166762895 0.008546935721175323 -0.010748425699679168 -0.005840123821432687 0.01514811813089756 0.0012611229653194226 0.0029176549007237642 -0.005386801118642076 -0.0036168411387264513 -0.018705033754255918 -0.00312520474933206 -0.005762770385903238 0.0031370409495843046 -0.0010672155214522105 0.002373143799555251 -1.2197049422447246e-05 -9.430921386068327e-05 2.4389094421761598e-05 0.00034361770039832544 -0.00012085971871975072 0.00010388471583105101 -7.084285983628195e-05
age_sex -0.0001084107858915493 3.374301222614485e-08 -0.0006661700473230072 -0.01380767659677946 0.0012265687284534782 1.8567464577943132e-05 -1.6215521473255046e-07 -3.386666230451939e-05 2.935273192255163e-07 -0.00010883710810271678 -0.0005471756946683308 -0.00034540222384046534 4.8403849399263e-05 0.0001576132564276245 -0.00022491685608999563 -0.0008580092223889393 0.0009477122224381822 0.0005470553958236396 -0.0013146770656120206 -0.0001458862936301524 -0.00034834711551367105 0.00043120019747684756 0.00032513668478105604 0.0017163590215891482 0.00035679287222945103 0.000826583936272835 -0.00016624012598716708 1.3411260587801032e-05 -0.0003046854111080483 1.501512930240067e-06 7.934727963140898e-06 -2.8749648129040766e-06 -3.0309287114365293e-05 1.0619615330559892e-05 -8.145797120909551e-06 7.511137368368884e-06
age2 -2.4924929437880247e-05 1.5172693236278707e-08 -1.857288171508181e-05 -0.00020264282633784448 1.856746457807837e-05 5.274581120150769e-07 -4.6811300183476336e-09 -5.270367515113789e-07 4.6778379149110954e-09 -1.0707113183633049e-06 -6.303748249065423e-06 -9.380297782690258e-07 -1.0433850818982158e-06 8.741947184160201e-06 -7.489508912250557e-06 -7.299677268333706e-06 1.300074112159047e-05 -5.254854385988449e-06 -3.4454251250980544e-05 1.3034274529614005e-06 1.2105840083771478e-05 -1.3653638348938063e-05 -1.3510472807263907e-05 1.9316332858515317e-05 2.6793400056795327e-06 2.5668807614998588e-05 4.096519780600796e-06 -9.304852125329646e-06 -2.062143452076433e-05 5.127782977513114e-08 1.7811587152119048e-07 -8.356999033761479e-08 -9.09857342653397e-08 -3.895488920767102e-07 4.692694953413324e-08 1.3355934010802105e-08
age3 2.403833506587107e-07 -1.5719796746566963e-10 1.6214725201671118e-07 1.7415998697589729e-06 -1.6215521473383795e-07 -4.6811300183487726e-09 4.218306652613466e-11 4.678307290122177e-09 -4.216027516190321e-11 8.578655983043672e-09 6.462416424519222e-08 1.368893145678712e-08 4.48855216774115e-09 -8.714950335845741e-08 5.706381386930126e-08 8.988867485406017e-08 -9.610621613252763e-08 5.6599561053245635e-08 2.989897662809941e-07 -1.1440214460928015e-08 -1.0892119705714385e-07 1.1874414459111303e-07 8.690784423099743e-08 -1.8060412599166493e-07 -6.613716242733074e-08 -2.582223787237382e-07 -1.9118115504165726e-08 1.2070192611361013e-07 1.869452216346593e-07 -5.298249337951922e-10 -1.5260420033057351e-09 8.78450710716861e-10 1.1382527439135853e-09 3.175814728086282e-09 -3.6255450523651525e-10 -4.253994888674967e-10
age2_sex 3.997351922380605e-06 -2.086095497133657e-09 1.856292022413218e-05 0.00037447325164354005 -3.3866662304535987e-05 -5.270367515078065e-07 4.6783072900880115e-09 9.513249919766136e-07 -8.373418648629638e-09 3.302720076109305e-06 1.5802295753578988e-05 1.1975100220063532e-05 -3.4015239807975024e-06 -5.991868548754439e-06 5.667394646286935e-06 2.65333272617291e-05 -2.5517978472004026e-05 -1.4785599689775712e-05 3.605624225104298e-05 5.189305680829398e-06 1.1360628001530259e-05 -9.469508504716123e-06 -9.442540287988228e-06 -4.870525432709036e-05 -1.293440780605537e-05 -3.072431871305612e-05 3.1102151022219474e-06 1.5901549781192576e-06 1.134311243753738e-05 -5.613971965123519e-08 -2.0419919345426417e-07 9.88125941769847e-08 8.263119251317895e-07 -2.7980432523522377e-07 2.0325646625477173e-07 -2.3244596648980964e-07
age3_sex -4.3119175005480465e-08 4.2327798487083584e-11 -1.6208008438828146e-07 -3.1969819182039315e-06 2.935273192258051e-07 4.677837914881688e-09 -4.2160275161620574e-11 -8.373418648633643e-09 7.479049704967985e-11 -3.265966565953045e-08 -1.401623744407319e-07 -1.194073284780926e-07 4.0190199664862556e-08 6.902258273082093e-08 -4.3605411330053284e-08 -2.497853954411962e-07 2.1203391967376643e-07 1.1726411663810946e-07 -3.116255532741105e-07 -5.564488828398063e-08 -1.112469236498124e-07 6.078574518208834e-08 8.955140615916287e-08 4.33728903074014e-07 1.3738888733081137e-07 3.210093445076202e-07 -2.2738172811424675e-08 -3.133076453627465e-08 -1.2886103909077788e-07 6.011887630052632e-10 1.5919747378743566e-09 -9.868247130525976e-10 -7.025322762116595e-09 2.3066174358012194e-09 -1.6073981691591155e-09 2.174767333439641e-09
PC_3 -0.0006736738109481546 3.872336888645414e-06 3.697921557388757e-05 0.0010993858933069992 -0.0001088371081032071 -1.0707113183572761e-06 8.578655982975779e-09 3.302720076120434e-06 -3.2659665659606286e-08 0.1542536046229063 -0.028238957342920288 0.00878066940930893 0.024312616573672435 0.016134041393290124 0.006145230812570655 0.013728144800973695 -0.02723843754715782 -0.016480737073746143 -0.010061307149171526 0.037100315560141685 0.00401948882948403 0.0467267847739358 0.014576754396183831 -0.09071906621161858 -0.021100831090385918 -0.016317928455382855 0.018657630714700595 -0.02874555197421813 0.06213679194591892 -6.585620532628707e-05 2.630740135249644e-05 -0.00011347790814174325 -0.00011830050523349183 -0.00013227364450831052 4.747465850826526e-05 -0.00012135661122237387
PC_4 0.0003569575234486613 0.00011302063605676067 0.0002904648045797984 0.00586875451741216 -0.0005471756946604576 -6.3037482488637525e-06 6.462416424335975e-08 1.580229575334997e-05 -1.4016237443864632e-07 -0.028238957342921228 0.45425595709893307 -0.0035600857427996683 0.10110192783421008 -0.03722344217682865 -0.04649691143833151 -0.022511541148116994 0.016219931629425026 0.01051142376073017 0.037275040996743565 0.05556237130430986 -0.030583919790874176 -0.050706153439062276 0.05174261322579407 0.025070173145485618 -0.03115588505125738 0.011496308373857636 -0.02418496523384288 0.014365781432520392 0.06093988193296199 0.00022968343021637043 -0.00012365211043058726 7.462875330897766e-05 0.0003080179262584225 -0.00016440931543560948 -0.00034900588579490883 0.00029078794877503817
PC_5 -0.0006481780485180618 1.554061911522472e-05 4.918716403505398e-06 0.002744187958712226 -0.0003454022238390771 -9.380297781956391e-07 1.3688931456102255e-08 1.1975100220018612e-05 -1.1940732847764498e-07 0.008780669409308717 -0.003560085742797972 0.5970695399635888 -0.0337843873501968 -0.08122663534175209 -0.08859844167738785 0.07723259476322353 -0.04288030592852825 -0.08354546782590458 -0.053151990194426374 0.025141257241324284 -0.040465100515505815 -0.028412523338759023 0.03697242195063333 -0.12432248525207551 -0.029235637646992857 -0.016477364083019825 -0.02409486425026037 -0.036895524963879954 0.10712600112207037 7.511681272918089e-05 0.00028493945863161847 -0.00013406428331116593 -0.00032102262896295736 -6.725391436258675e-05 0.000201206725685857 -0.00033774515981216787
PC_6 0.00031934905883061054 -8.539294528340659e-05 -9.570495328317964e-06 0.0006355491295085219 4.84038493908199e-05 -1.0433850820460415e-06 4.48855216906414e-09 -3.4015239805585574e-06 4.019019966274164e-08 0.024312616573673087 0.10110192783421314 -0.03378438735019337 0.8038821062626472 0.049964500700260824 0.07114078416436208 -0.06326932851817695 0.07586049104026613 0.024029672912947796 -0.030258469405552046 0.04207428059430647 0.14904494962633494 -0.1316005641279096 0.05380464964913787 0.11331946686781126 -0.014540027651537385 0.011402449367603195 -0.06341824267519765 0.051203891213713215 -0.09713486595118177 -0.00011335913118252107 0.00025694243061865415 1.1557312427748308e-05 0.000772032336953247 -0.0012962491240799208 3.185793197345453e-05 -1.3944820892770225e-05
PC_7 3.164088081392586e-05 4.452084776637396e-05 -0.0002035777445778337 -0.0012289264199311137 0.00015761325643586527 8.741947184264114e-06 -8.714950335937165e-08 -5.991868548984424e-06 6.902258273283111e-08 0.016134041393289254 -0.03722344217683433 -0.08122663534175538 0.049964500700263544 1.117218861392674 0.0032040757937234644 0.15553746902650512 -0.09352457430249596 0.11723953117285395 0.09275241979762576 0.02175914526480651 0.0015572613844698478 -0.12334216904793054 -0.05690718240665468 0.15198461218497716 0.05228867350030122 0.02760895748068822 -0.08733990167935003 0.015529844099286849 -0.19561508639828465 -2.937483979471934e-05 -0.0002723920596933649 -9.40192971223137e-05 0.0007707991991332921 -0.00018236472457700223 8.835471836160234e-05 0.0003401097138302243
