 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband maternal gpm gmm
intercept 0.00025460223150888827 -9.026517063032984e-07 6.206941755373912e-05 -9.446942797516951e-05 4.923773613503326e-06 -1.926913301711942e-06 1.818559199693341e-08 -5.40263910463457e-08 -1.33623613018803e-10 -9.438343471776966e-05 6.430587779821388e-05 -0.0001569047445205924 3.306529532127614e-05 0.00020064138517465684 -0.0003574246755346886 -5.399031755794245e-05 -5.40433557280568e-05 -1.5855350564498142e-05 -9.619941268050555e-05 5.005909073327888e-05 -6.898678425370034e-05 -5.43052130959212e-05 -1.7773737281864843e-05 -0.00012513939597914454 -0.0002456455229248076 -6.870705259096084e-07 -0.0003444760935358966 4.960257412905582e-06 0.0005096677474983708 -1.4309692909430154e-07 1.3852250158409029e-06 -7.48051697010034e-07 7.438408203945338e-07
yob -9.02651706303137e-07 2.976235286183374e-07 -7.890883980964609e-10 -1.2357559189662821e-06 -4.689688480128353e-09 5.895494040392956e-09 -4.5934267455091836e-11 6.799063647732336e-10 -4.790843860452702e-12 6.706883427318411e-07 5.195829177313e-05 1.1878461075139405e-05 -3.131867615396294e-05 6.240044520804858e-06 -2.6641622161022887e-05 -3.5189301076369674e-06 -1.1950191642013823e-05 2.3708150347270248e-05 -1.1398353126299518e-06 -2.3847798397844328e-05 2.029766176830218e-05 -1.801445540797783e-05 -7.907183355012636e-06 2.849322692247579e-05 1.7403532705956853e-05 -6.1184460598028806e-06 -1.1859308998776997e-06 1.8732440431557533e-05 -4.639720408333193e-05 -4.4594274527662584e-09 -8.91542068092921e-09 7.66480507984712e-08 -9.276831778203492e-08
age 6.206941755299478e-05 -7.890883967135849e-10 0.0001241168874444113 0.0014696416451125034 -0.00012364996104706846 -3.181369155362887e-06 2.530147331111966e-08 3.1695507560229175e-06 -2.5209583735628734e-08 -7.66789464740366e-06 -5.547424235121637e-05 -0.00013831277114309122 -1.4026485354687296e-05 -0.00014723910625404066 3.684601099550736e-05 1.3460466128491745e-05 8.866750225088199e-06 -3.1913888790845505e-05 -3.223835067180422e-06 1.6846978768533587e-06 -0.0001223186135076131 3.553868877008699e-05 -1.1695296081091213e-05 -0.00015796663361818553 0.00014308628092585293 -4.34355994151273e-05 -1.4156487413211857e-05 0.00010267692736979114 6.832401769110371e-05 -8.024132043118447e-07 1.1723201354451282e-06 -2.7442314934524034e-07 -2.3177371164995782e-07
sex -9.446942799239694e-05 -1.2357559189240527e-06 0.0014696416451001318 0.03457772143412842 -0.0027790353788139776 -3.650685199660857e-05 2.831360382321696e-07 6.89908808861553e-05 -5.362509873135036e-07 -0.00043760183303277517 -0.00034269113415507887 -0.0013032645647345785 -0.0005024967772241543 -0.0015148241791797326 0.0004391211733338364 0.0010650731274674029 0.0010729628356466985 0.00022137804240535608 -0.000139927182603326 0.0007084582819426146 -0.0026750911791350355 0.0006924602633823804 -0.0008495809667437267 -0.0031193776231099968 0.002296765022314264 -0.000790872908753341 0.00030218549062272773 -0.0001024567155663187 0.00012229307375853334 -7.622787651067591e-06 2.0955798008883063e-05 4.558732322684933e-06 -2.531213511138407e-05
age_sex 4.923773614969289e-06 -4.689688481681773e-09 -0.00012364996104603527 -0.002779035378814615 0.0002314398851447813 3.1694190833003837e-06 -2.520732456374684e-08 -5.908658323234705e-06 4.696060709207235e-08 3.131239002687158e-05 3.0209572949738985e-05 0.0001083700648179949 4.901511850419056e-05 0.00012025988520898217 -2.589576723241726e-05 -8.391969954816081e-05 -7.675544852282345e-05 1.1511527226913396e-05 -2.8940912389379134e-06 -5.108045129492741e-05 0.0002065128252651 -4.259423500619666e-05 7.695027045149207e-05 0.0002522805067359417 -0.00014922355389705767 9.707954015010305e-05 2.9455270213189995e-06 -8.17231447968032e-06 7.17705091327e-06 8.605346082860639e-07 -1.993365223582826e-06 1.562383273935716e-07 1.8800812690968209e-06
age2 -1.9269133016917362e-06 5.8954940403707304e-09 -3.1813691553630766e-06 -3.6506851996940595e-05 3.1694190833280914e-06 8.396937583927937e-08 -6.835571296464873e-10 -8.352186786485975e-08 6.799683262633607e-10 1.9183996103440848e-07 2.4447748679185465e-06 3.772628844739157e-06 -2.3611037129482894e-07 4.376058419491649e-06 -1.457956535596554e-06 -2.87656253122443e-07 -5.535277595299957e-07 1.238521583500496e-06 -4.4132722882115355e-07 -1.8145037018434965e-07 3.032138456587863e-06 -1.3520337950061963e-06 7.803977226075274e-08 4.476422344893079e-06 -2.502928447580492e-06 1.4507056016843834e-06 1.8530303519837059e-07 -3.03137591137934e-06 -2.3445378353051816e-06 2.3588806935360125e-08 -3.514369700102063e-08 1.4117954965452105e-08 4.067886084102745e-09
age3 1.8185591996765704e-08 -4.5934267454612155e-11 2.5301473311122647e-08 2.8313603823491575e-07 -2.520732456397601e-08 -6.835571296465193e-10 5.681300354844437e-12 6.79927618154999e-10 -5.651305412892861e-12 -2.09024600532128e-09 -1.6704657803251352e-08 -2.977395372184553e-08 4.3010501807922507e-10 -3.57542397147799e-08 8.443510588051385e-09 -1.994804344477398e-10 4.3562920758415755e-09 -8.059357622160482e-09 6.8705947452567816e-09 -1.2898129949384291e-09 -2.2093941812151188e-08 1.0581658772670433e-08 -1.626089721794204e-09 -3.4010600037212696e-08 1.4190897301444047e-08 -1.4483786870641773e-08 -3.3757376495289854e-09 2.867218772493543e-08 1.72545517352163e-08 -2.0273673217390538e-10 3.1882279553733454e-10 -1.4370446382943838e-10 -3.9854131935127505e-11
age2_sex -5.4026391084741854e-08 6.799063648186788e-10 3.169550755996341e-06 6.899088088618304e-05 -5.90865832323566e-06 -8.352186786414655e-08 6.799276181490997e-10 1.546439027546125e-07 -1.2553255143108777e-09 -7.865360296187387e-07 -6.568760282615732e-07 -2.653036683485007e-06 -1.4162717034204704e-06 -3.0701807003324394e-06 3.9526935138133666e-07 1.9790552562300115e-06 1.6378062772908612e-06 -6.447244270201901e-07 4.5593054797737634e-07 1.2183315002135827e-06 -5.1690657422362026e-06 9.435117234403063e-07 -2.272145050796205e-06 -6.31061997730977e-06 3.0041618202848296e-06 -3.353944019803651e-06 -6.375471747186002e-07 5.857431322715552e-07 -4.806159368397769e-07 -2.6442489854511934e-08 5.752448414664469e-08 -1.3365819527022727e-08 -4.4777783389269885e-08
age3_sex -1.3362361270466924e-10 -4.7908438609519234e-12 -2.5209583735415404e-08 -5.362509873137924e-07 4.6960607092085494e-08 6.799683262576324e-10 -5.6513054128454746e-12 -1.255325514311018e-09 1.0386944644214601e-11 6.6175689781768e-09 4.6778406728894245e-09 2.0010917564123684e-08 1.2416975976282302e-08 2.4557460504956565e-08 -6.605383518367922e-10 -1.3038999954095465e-08 -1.068543195802736e-08 6.455590030776751e-09 -6.551631228875007e-09 -8.054926977641281e-09 4.244568027573819e-08 -7.032933376637656e-09 2.1015248662716394e-08 4.9085192092394097e-08 -1.9421580588814327e-08 3.197013222998488e-08 9.934989750946697e-09 -6.837487167250213e-09 5.228227109607079e-09 2.378592120543842e-10 -5.050971118998796e-10 1.619916814642055e-10 3.4345410315900276e-10
PC_3 -9.438343471755924e-05 6.706883427315413e-07 -7.667894647167641e-06 -0.00043760183303096655 3.1312390026709044e-05 1.9183996102810725e-07 -2.0902460052694017e-09 -7.865360296143625e-07 6.617568978140283e-09 0.06433209138323072 -0.002876655836113002 -0.0011821802284944845 0.0027425760143819193 -0.0031387978903595006 0.00965626661333615 0.006164883556870986 -0.013939381216062379 -0.006036336418949806 -0.00515845642599014 0.013435470093519775 0.006089569679517601 0.013248237491034851 -0.008308393083053164 -0.02864523343044601 -0.005534342140774853 -0.006612443917057241 0.010233751660986872 -0.007082757252082673 0.02058655705128228 -5.868895672912883e-05 9.258594710999827e-06 -8.345771197187642e-05 -3.081449670923e-05
