 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal gpp gmp gpm gmm
intercept 0.008132152247095471 -5.222789451388815e-06 0.0006975897602664152 0.0007574280286252511 -0.00014379957065078152 -2.9345785783202023e-05 3.4988238063264595e-07 6.974498880807126e-06 -8.978495627631069e-08 -0.0018681214250136679 0.0025805644908686097 -0.001369744061038054 0.00037368902728783965 2.8549100376198974e-05 -0.00244506371611787 0.0012057486502895238 -0.00018290255456037438 0.0001665886171153551 -0.00348387467674621 -0.0009543401954999951 -0.004336877625146627 -0.0032674224311419133 -0.006025038206251649 -0.0018055516064580024 -0.0037579083137272906 -0.00430416016478743 -2.98275336530298e-07 0.007322336764831734 0.00428620543719294 -2.6427516011351594e-05 -1.2058799560693122e-05 2.5938399537864982e-05 4.575768367650013e-05 -3.575484061807544e-06 1.690911679841771e-05 -2.3633766104944036e-05
yob -5.222789451392989e-06 2.3211587845116552e-06 1.312484420476294e-06 6.356250844029899e-06 -8.290919559093177e-07 1.3805040032849297e-08 -1.9282975834523068e-10 1.2816886429036051e-08 1.014624694788145e-11 2.2707323113561448e-05 0.0002933668756590744 3.392639329650696e-05 -0.00023861813636556593 9.675653934098231e-05 -0.00024292846966998934 -3.548888758137884e-05 -9.660892531136679e-05 0.00025748257605056745 -8.49829165799472e-05 -0.00020955908130650456 0.00018610443793192304 -0.00013690128872074768 -5.8540248447361295e-05 0.00013116689133719868 0.00016715556903355242 -4.452604566483194e-05 -9.410551203071703e-05 6.343029737695483e-05 -0.00031051442346420686 2.2144710421349642e-07 -8.424356514956789e-07 -1.612276516949399e-07 2.3830290007041908e-07 7.770768801343383e-07 2.1910394504968366e-07 -6.158718093619592e-07
age 0.0006975897602669059 1.3124844204848956e-06 0.00024191761738501819 0.0018260228671248377 -0.0002387313346357267 -8.505032993505525e-06 8.728276520636183e-08 8.429127537528283e-06 -8.653935168444415e-08 -0.00012898455610990225 0.0004268121363389792 -0.0001865463899445645 6.600328488795177e-05 -0.0004673671647771133 -0.00016296801847815216 -0.0004335196489769692 -0.00020175968139162602 -0.00032188169173083704 0.00016187773861998892 -6.194405981738076e-05 -0.0005403821246412425 -2.551499408167402e-05 -0.0005144113262307996 -0.00028655859668985374 0.00021955165670279947 -0.0010042381184037618 -0.0004941739508497527 0.0014525994320679489 0.0006247676505095052 -5.489392196380427e-06 -5.886529093676945e-06 6.649376166536735e-06 5.6294088356795845e-06 9.477133174503525e-06 3.889894356899934e-06 -1.4546365059258365e-05
sex 0.0007574280286303074 6.356250844039824e-06 0.001826022867124569 0.029095743829570545 -0.0033655886953862907 -6.0909741947066836e-05 6.034285264171583e-07 0.00011045737407608456 -1.080238075525302e-06 4.685399121640576e-05 0.001478514267738407 0.001779287320319606 -0.0022238653616120365 -0.006860027922372948 0.0005248838218398226 -0.000790220179693922 -0.002336499572641498 -0.010825285004700553 -0.0005142483829700408 -0.0025013702780430466 -0.003289145545570671 -0.004248325687060662 -0.00585716317322799 -0.014455070751049699 0.004006238421299923 -0.009003256138349906 -0.0018303543428270035 0.009538468822721101 0.00011392660896095495 -2.310862944383481e-05 -5.608542314414126e-05 2.0983431814899405e-05 -5.334732442556332e-06 0.00014208540306311093 1.9337022328792086e-05 -7.068888516630642e-05
age_sex -0.00014379957065127912 -8.290919559098228e-07 -0.00023873133463559967 -0.003365588695385395 0.0004290247152374271 8.420529905976602e-06 -8.65275697137537e-08 -1.4909438506396004e-05 1.514186683847892e-07 -5.203047941558724e-05 -0.0002863859692774671 -0.00032215245148087073 0.00029646991446864425 0.0007278258751362099 -0.00018932079250061842 6.045855135211516e-05 0.00043507301336966785 0.0012505731824469313 -8.415342506646596e-05 0.0003108441140925927 0.00027482716080909835 0.0003063291650692091 0.0005738220693047952 0.0016503760013121388 -0.00030544354243579287 0.0012127277391207516 0.00035296746855042023 -0.001060742339563206 -0.00019730230220529549 3.33923984528026e-06 6.98513971583106e-06 -5.724814227323691e-06 -4.339532616756014e-06 -1.3880794877537017e-05 2.1794325024372975e-06 9.328562712294688e-06
age2 -2.9345785783212662e-05 1.3805040032474958e-08 -8.505032993502926e-06 -6.090974194705085e-05 8.420529905977742e-06 3.1453585293542306e-07 -3.339659817720341e-09 -3.114139192461659e-07 3.309411671526503e-09 3.1093125634061688e-06 -1.1340086619951832e-05 4.50223808794493e-06 -6.5863938282404525e-06 2.2757059290583645e-05 -1.4597424481529032e-06 1.0843964322297132e-05 1.6535453551439713e-06 1.4458442233725693e-05 -9.10803579326479e-06 -4.526136541167673e-07 2.1655401677056456e-05 3.52881819739886e-07 1.79182691421919e-05 1.230731306846653e-05 4.502171268910589e-06 3.903026419843783e-05 9.961446486189937e-06 -5.417434284475035e-05 -2.292203221851984e-05 1.9635528837410152e-07 1.973272730855085e-07 -2.458040073142366e-07 -2.9964050251616914e-07 -2.601249842993648e-07 -6.642797134951019e-08 4.3461893668653737e-07
age3 3.498823806327523e-07 -1.9282975834523008e-10 8.728276520630903e-08 6.034285264167515e-07 -8.652756971373408e-08 -3.339659817719449e-09 3.6455030366757475e-11 3.3088902374369494e-09 -3.614643472415057e-11 -2.508509540267149e-08 1.566478323437321e-07 -3.6928675222849026e-08 5.340422699988026e-08 -2.409505478387217e-07 1.4846344345542108e-08 -8.110262140685904e-08 2.2477343645752775e-09 -1.0841164116309876e-07 8.301174614810901e-08 -1.4722303287938815e-08 -2.1137039688143887e-07 -2.3519861335828477e-08 -2.221544669535033e-07 -1.3431478396215084e-07 -1.0066003115891197e-07 -4.360037490224217e-07 -6.733898695600569e-08 5.836897546594942e-07 2.248472630357894e-07 -2.0342377770994186e-09 -1.9563587703940487e-09 2.5979952510763643e-09 3.663333959445308e-09 2.272743809869327e-09 3.7163000403482406e-10 -4.065579441122587e-09
age2_sex 6.974498880817143e-06 1.2816886429029019e-08 8.42912753752056e-06 0.00011045737407602259 -1.490943850639204e-05 -3.114139192460117e-07 3.308890237436467e-09 5.418221407152288e-07 -5.690018723548748e-09 2.399600189401932e-06 1.279263608647099e-05 1.255467494329148e-05 -8.84026514196607e-06 -2.4050999736588726e-05 9.800287931024314e-06 -7.80552105325553e-08 -1.5472559568824043e-05 -3.7671757849568086e-05 5.283558550863523e-06 -9.430605146055874e-06 -7.274601665677678e-06 -3.953786010219974e-06 -1.726789829799285e-05 -5.168239505990878e-05 5.0576981510805796e-06 -4.6377230334650164e-05 -1.2873309859191387e-05 3.372786402034576e-05 1.2852107472368907e-05 -1.3027976492221537e-07 -2.231035303567585e-07 2.590957711389482e-07 2.2023701048081015e-07 4.1760019588942864e-07 -1.38422439632492e-07 -3.297159714797966e-07
age3_sex -8.978495627643981e-08 1.0146246956171378e-11 -8.653935168433386e-08 -1.080238075524396e-06 1.5141866838471315e-07 3.30941167152391e-09 -3.614643472413524e-11 -5.690018723547494e-09 6.144541575212625e-11 -3.2953252007610536e-08 -1.4855105790291403e-07 -1.2566682736565252e-07 6.45268090027842e-08 2.4871434763984064e-07 -1.2327375340304371e-07 -8.909632220917123e-09 1.438463238950031e-07 3.224128344437638e-07 -6.48073948777697e-08 8.863985604695111e-08 5.679810224985338e-08 -9.07394777287921e-09 1.6470419243363084e-07 4.904954850345676e-07 -9.185049490490833e-09 4.89854513097226e-07 1.2138715073677265e-07 -3.386593396410033e-07 -2.0299322707539837e-07 1.4511345289066941e-09 1.895700746752891e-09 -2.9349530963451164e-09 -2.4513432784332993e-09 -3.769301917118148e-09 1.7185234132491386e-09 3.3208496952881973e-09
PC_3 -0.0018681214250143134 2.270732311356044e-05 -0.000128984556110159 4.685399121386835e-05 -5.2030479415232646e-05 3.1093125634159363e-06 -2.5085095402777097e-08 2.399600189388739e-06 -3.295325200746684e-08 0.4514644697975454 -0.07377935936038046 0.041110697441724825 0.07215232055979756 0.010058788747136529 0.01634748513618719 0.044378383826322185 -0.06830586731585746 -0.05315971547683031 -0.020327811580366725 0.08490880018516729 0.012013572701223722 0.12528639144147602 0.03911203939818797 -0.21337913282422571 -0.05044831371816906 -0.02644119160523874 0.03937283686489159 -0.07077401314880559 0.17120732617993903 -0.0001231183228831265 0.0002322132526532509 -0.0005472764764028088 -0.00022181903279609022 -0.0010866943024767024 -5.567087096013021e-05 9.376044162363184e-05
PC_4 0.0025805644908659235 0.0002933668756590791 0.00042681213633784476 0.001478514267729801 -0.00028638596927639694 -1.1340086619913385e-05 1.5664783234335943e-07 1.2792636086435547e-05 -1.4855105790257074e-07 -0.07377935936038048 1.3060985362661335 -0.0304987884175431 0.2933838984693289 -0.11700754476988524 -0.09855853817908682 -0.03285616947000515 0.028556680134304225 0.07097636019813072 0.08606770832289566 0.15667972899112667 -0.037277768058390844 -0.1967647989162497 0.08962509995209429 0.08923194678704166 -0.08378898512865537 -0.028913602090060636 -0.04869197875250201 0.03816827449296822 0.172112136003353 0.0005261347714703732 0.00020388579489962497 -8.352046350178552e-05 0.0009553956594818136 -0.0010671574803795198 0.0004889100280821254 0.00013465047727000183
PC_5 -0.0013697440610390297 3.392639329649688e-05 -0.00018654638994508777 0.0017792873203145952 -0.00032215245148023544 4.50223808796354e-06 -3.69286752230424e-08 1.2554674943268408e-05 -1.256668273654195e-07 0.041110697441725214 -0.030498788417543783 1.811379066900468 -0.1197908066135337 -0.2832209791236292 -0.23272290987021022 0.27382802097131687 -0.10149658735507586 -0.28837600992373585 -0.07678041263947956 0.08168087750839997 -0.14179343827592392 -0.10973074805219718 0.1134843385794653 -0.38777611845017884 -0.0845125167628561 -0.005627156304852344 -0.023316594905800864 -0.10427624795816623 0.307386829390941 0.00013432959178313845 -0.0002318929235793749 -8.47800248560065e-06 -2.667389885634337e-05 0.000269054377416794 -0.00016070330538244275 -0.00040677679024741614
