 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal
intercept 1.0419131179339972e-05 2.984203408488436e-08 -3.2670888197958343e-06 -1.7239077179743233e-05 1.093687786807301e-06 6.378049534457552e-08 -3.773179239427696e-10 -2.2081529194433105e-08 1.3960150767653687e-10 4.008368649863196e-06 -2.5021852265938496e-06 3.962865538769282e-06 -3.8902496455602866e-05 4.807389541103359e-05 -6.896567562190051e-05 4.713699879425511e-05 -4.084927924059547e-05 -5.202562289152832e-06 -7.389533581251238e-05 -5.6218238607100015e-06 -1.4551258638916057e-05 -4.937276923045011e-05 2.0509296291022953e-06 -3.525604959440452e-05 -4.943913661794792e-06 4.923571988953719e-06 -3.8941165037535726e-05 -4.462985652337357e-05 6.330206037380524e-05 8.445510337803316e-08 -2.49180876845357e-07 3.859899922559649e-08
yob 2.9842034084845756e-08 9.890959403269437e-08 1.5664513317552001e-07 3.8961715017295894e-07 -4.4754148214595935e-08 -6.92644098609376e-10 -2.9982736972507483e-13 6.320248407146219e-10 -1.3891015822623298e-12 7.686914540400706e-07 6.966636674339623e-06 5.306496422022023e-07 -6.826592248176503e-06 -1.6333660590390867e-06 -3.094948341644776e-06 1.5796147852409595e-07 -2.4506809831907877e-06 4.614450247440829e-06 -1.6924092691480547e-06 -4.236635036639231e-06 5.754153542381247e-06 -5.440546346644107e-06 -2.736836402137702e-06 8.561903587218567e-06 2.7464898058858225e-06 6.728274802042488e-08 -2.2486287149443246e-06 2.945473580917395e-06 -1.1417190887885559e-05 -2.4212244066927955e-09 -8.095361950799261e-10 -2.9107289542351755e-09
age -3.267088819804189e-06 1.566451331740166e-07 4.274957940089085e-05 0.0006363786402785047 -4.245515840685508e-05 -8.574580692201022e-07 5.356371213474322e-09 8.550016683593422e-07 -5.344093386679968e-09 8.233358455237939e-07 -2.05655391171712e-06 -5.872685775905441e-06 -1.6649459170164774e-05 7.63232002753364e-06 1.4505864969413404e-05 1.070044082639762e-05 2.417970588689638e-06 3.1340339101074634e-06 1.3402821001165835e-05 -6.9910186196628655e-06 -1.5801139538494034e-05 -9.911853487694051e-06 -3.61067898401549e-05 9.429966232896893e-06 7.380332362413734e-06 -4.333102822428995e-06 -4.0595820256128875e-05 -2.0617688105130753e-05 1.1586012299573934e-05 6.525671596210425e-08 5.8966205828568737e-08 -2.2276743519895822e-08
sex -1.7239077180897424e-05 3.896171501538642e-07 0.0006363786402785695 0.016569812670259625 -0.0010737598531151964 -1.2507804274771591e-05 7.680589980425884e-08 2.1219875842025436e-05 -1.3078677542385084e-07 1.0469291203779466e-05 0.00010148798955576074 -3.962239232579819e-05 0.0001112664097350923 -2.9698090877447524e-05 0.00016918043369796004 0.00020694099818863786 8.288976049293975e-05 0.00026104647078689587 0.00017643334017646304 -0.0004016052062036201 1.4120831719527262e-05 -3.0831861043812615e-05 -9.357614746812373e-05 -6.956413977058653e-05 0.00029201629345277876 0.0003295950084930262 -0.00040038448986719867 -0.00022274439070792728 -4.519067974136095e-05 3.508967047132776e-07 7.367385583441263e-07 6.486766628843582e-07
age_sex 1.0936877868839426e-06 -4.4754148213411095e-08 -4.245515840683603e-05 -0.0010737598531146638 7.183646805615724e-05 8.542750398620593e-07 -5.341317232104552e-09 -1.4525622414982076e-06 9.111097095485006e-09 -1.8842856059107333e-06 7.205192615927431e-09 9.782940231396172e-06 -5.529437493955553e-06 1.3124162434814631e-06 -1.7288765886470412e-05 -1.3082459179853548e-05 -8.265630820285727e-06 -1.228419659779864e-05 -1.4891957486759496e-05 2.3369247144180473e-05 -1.330429835626634e-06 1.693746727446221e-06 8.621311680386632e-06 8.68206239678344e-06 -1.6423917597794546e-05 -2.2682189847004732e-05 2.950775148834643e-05 1.58079171083462e-05 -1.2695231391528944e-06 -5.070600745006804e-09 -7.238490811950291e-08 -6.6545299355051e-09
age2 6.378049534558885e-08 -6.926440985946715e-10 -8.574580692198574e-07 -1.2507804274764813e-05 8.542750398620808e-07 1.7604292606070907e-08 -1.1191782202084358e-10 -1.7553612108781548e-08 1.1160261684075762e-10 6.101190755383232e-08 3.7871223123083053e-07 2.4366014958964776e-07 2.091380105941488e-07 -1.197705268714736e-07 -4.2330389396689576e-07 -2.396557407387193e-07 -1.9336800688163902e-07 1.30270705850194e-07 -4.1850841344622794e-07 -6.871734314761976e-08 4.335307315949676e-07 1.688857402538094e-08 7.567914471820175e-07 9.393406553909494e-08 2.708041253166859e-08 1.2097137581433998e-07 7.416782710208949e-07 4.4353100044572994e-07 -6.648673967805346e-07 -8.522007915766276e-10 -1.2425159981479254e-09 3.1067422124203625e-10
age3 -3.7731792394800664e-10 -2.99827369824449e-13 5.3563712134716026e-09 7.680589980419015e-08 -5.341317232102934e-09 -1.1191782202081954e-10 7.22334837930964e-13 1.1158558879036197e-10 -7.201098683906719e-13 -9.022120068189385e-10 -3.2361683851616614e-09 -2.0866640325662926e-09 -1.4952935293251715e-09 7.475639127990032e-10 2.7632754603492233e-09 1.6368373069553197e-09 1.655746777239501e-09 -1.4321395292250202e-09 3.0010628325826175e-09 1.121854197013441e-09 -2.8438803901754986e-09 2.9362204383107005e-10 -5.297351491491982e-09 -1.397584271497124e-09 -9.288501853188237e-10 -9.833603723932362e-10 -4.5044477510603725e-09 -2.5879585873471205e-09 5.646883388889939e-09 2.5944894763524123e-12 8.181781256104579e-12 -1.0512188492448937e-12
age2_sex -2.208152919723844e-08 6.320248407093409e-10 8.550016683585394e-07 2.1219875842005127e-05 -1.4525622414975692e-06 -1.7553612108772538e-08 1.1158558879034088e-10 2.994779786514891e-08 -1.90953284014182e-10 4.472342474595031e-08 -9.233890704504559e-08 -3.0325006870339633e-07 9.007467355530278e-08 -2.967771401316577e-08 4.4513115065409754e-07 2.5821797377589446e-07 1.9477839100598451e-07 1.7690355558701528e-07 3.7844379660667353e-07 -3.568660226811072e-07 3.6201443769460446e-08 -7.662795617417026e-09 -2.424353734633059e-07 -2.6187460617628056e-07 3.034585019228681e-07 4.296038642366356e-07 -6.147988073319132e-07 -3.0832789051532307e-07 1.107432440192973e-07 -1.5265236688897924e-10 1.547261402230682e-09 2.8608962533497975e-11
age3_sex 1.3960150768554187e-10 -1.3891015821466007e-12 -5.3440933866726e-09 -1.3078677542367087e-07 9.111097095477513e-09 1.1160261684065414e-10 -7.201098683902449e-13 -1.9095328401411163e-10 1.2358497729306832e-12 -1.6973994300302552e-10 1.0184263485021007e-09 2.453742196160596e-09 -4.668180447783855e-10 2.5232254169752445e-10 -3.2677759539803542e-09 -1.5064403675830781e-09 -1.3123927912386137e-09 -8.120376691267115e-10 -2.8669006977690988e-09 1.5746199260731087e-09 -3.0553245557482565e-10 -7.685083534169156e-11 1.9220838794854266e-09 2.0347087699551126e-09 -1.8370661327758031e-09 -2.4669862882396933e-09 3.8951512882084855e-09 1.6220792920005326e-09 -1.0959006574342598e-09 2.095768922549703e-12 -9.365438671918003e-12 -6.522686093086485e-13
PC_3 4.008368649860432e-06 7.6869145404008e-07 8.233358455404114e-07 1.0469291204146653e-05 -1.8842856059364397e-06 6.10119075534862e-08 -9.022120068167197e-10 4.472342474649016e-08 -1.6973994300651927e-10 0.026111849653569625 0.0005494186711486243 0.0016980166759560775 -0.0005167792464802465 -0.004605025174502951 0.0020565782310903186 0.0037601979759847933 -0.003803532234362574 -0.00031122235963801907 -0.0013177980748332791 0.0006149970023799124 0.004935736307406382 0.002554511033010071 -0.001614171489912326 -0.009272219885395118 0.0014091467257488024 -0.0009507588128829193 0.0030095049084593 -0.0003824193486870965 0.004430033526626169 -2.97861550952175e-06 -3.567421248736743e-05 -3.535692419395403e-05
