(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband paternal gpp gmp
(Intercept) 0.00394687474510574 0.00209422463872017 -0.00102588899600863 0.00224650910124536 0.000117122684586906 0.000115317514442985 0.000149044662666294 0.000224162971566467 -0.000333466845330447 -0.000150333000061672
covarage 0.00209422463872017 0.00460529675802217 0.0046019710129005 -0.0073803640437696 -2.55053019253886e-05 0.000170380964084455 3.70143313858874e-05 -2.44446430104629e-05 -8.12449742205256e-05 0.000105818564893475
covarsex -0.00102588899600863 0.0046019710129005 0.0121292179512203 -0.0180400077183284 -1.21133021049528e-06 8.19727012015124e-05 4.05876484163732e-05 -1.2136699660049e-05 -8.03709144153743e-05 2.6423635025698e-05
covarage_sex 0.00224650910124536 -0.0073803640437696 -0.0180400077183284 0.0295652782551577 2.78453921238419e-05 -5.63356566176134e-05 -4.67025642277845e-05 2.4816855039203e-06 0.00010300795645165 -3.65376670411901e-05
covarPC_3 0.000117122684586906 -2.55053019253886e-05 -1.21133021049528e-06 2.78453921238419e-05 0.00127797246617147 -1.14964809997417e-05 -6.60505346492066e-05 7.90367385370284e-05 -0.000147671501175312 -8.12246914279642e-05
covarPC_4 0.000115317514442985 0.000170380964084455 8.19727012015124e-05 -5.63356566176134e-05 -1.14964809997417e-05 0.0013212803776489 4.10599127663552e-05 1.1179947942441e-06 4.75229998560028e-05 -4.61719941921939e-05
proband 0.000149044662666294 3.70143313858874e-05 4.05876484163732e-05 -4.67025642277845e-05 -6.60505346492066e-05 4.10599127663552e-05 0.00158021519113102 -0.000785264956712871 -3.53066597370778e-05 -9.59572417586026e-05
paternal 0.000224162971566467 -2.44446430104629e-05 -1.2136699660049e-05 2.4816855039203e-06 7.90367385370284e-05 1.1179947942441e-06 -0.000785264956712871 0.00817451824667391 -0.00647845519933892 -0.00603211565570904
gpp -0.000333466845330447 -8.12449742205256e-05 -8.03709144153743e-05 0.00010300795645165 -0.000147671501175312 4.75229998560028e-05 -3.53066597370778e-05 -0.00647845519933892 0.0240262418708747 -0.0115950889456188
gmp -0.000150333000061672 0.000105818564893475 2.6423635025698e-05 -3.65376670411901e-05 -8.12246914279642e-05 -4.61719941921939e-05 -9.59572417586026e-05 -0.00603211565570904 -0.0115950889456188 0.0230037051890341
