 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal gpp gpm gmp gmm
PC_8 -0.0009649834920537285 -0.00040669681202419746 -0.0009218556603736962 1.0359884549960908e-05 -4.544232583779306e-08 -0.01661844236880051 -0.1821087295671785 -0.5690289666965463 0.6736399014255492 0.2551404368775431 6.6558360885683046 1.0359384068957445 0.17458774140346955 0.6167880009078236 0.9424272054910113 -0.10474084096771298 0.007766324799865865 0.41181260976579737 -0.32160856866610876 0.721318411372311 0.8272458008536119 -0.0207916272500322 0.5957575134705814 0.5900680218934395 -0.6395434237602395 -0.0009116602916377794 0.0018808742258944594 0.0005939319325501662 -0.0005756008209034741 -0.003086497823232618 0.0003823363963974254 -0.0010261946923827694
PC_9 0.005415689159445785 -5.9946538443028145e-05 -0.0007762583413853438 1.549325468545443e-05 -6.862035017062783e-08 0.03492555636785056 -0.08841911995450898 0.5833840034147368 -0.5767425958379724 0.8006654523577085 1.0359384068957496 8.31303937169193 0.6385481171624388 0.2951771578930689 -0.5397593753421687 0.5081739063428362 -0.009051035671366472 0.3244464721441337 -0.4688552384747684 0.50393214084319 -0.6122216827437285 -0.04824846956115494 0.24198918309541914 -0.3124882463160665 0.8154731215244931 -0.0010012625713211214 0.00064689059386518 -3.179715834548194e-05 0.001940977413226261 -0.002396323821672627 0.003567503027720227 -0.0006186642223620304
PC_10 -0.002547789125356547 -2.5026628596660367e-05 -0.0007411513661865819 1.9892368604876347e-05 -1.6288292902135484e-07 -0.076820443606408 -0.013480773136783973 -0.10566420535223948 0.4590771900622844 -0.6738822414743406 0.1745877414034693 0.6385481171624331 10.5491594015285 1.373400615310991 -0.10206974124844198 -0.2866071352923556 -0.24163922460924506 0.7945418772755259 -0.08978855322113395 0.7813979323819616 0.8808306842209065 0.3581023098083724 0.39994416367239916 -0.5045970366487015 -0.8835240739462474 0.0008770542134162154 0.0021560320882966118 -0.0022232670033096257 -0.001764434412942522 -0.006065611173122856 -0.0005024161016604528 0.0013483055541602795
PC_11 -0.009345885126919296 0.0006727974271921449 -0.0010134510949926733 5.003238931875359e-05 -4.851618346437048e-07 -0.22553724881649545 0.0605384847084377 -0.49199582803257036 0.16568937841852568 0.5645328252592126 0.6167880009078212 0.2951771578930651 1.3734006153109855 9.263983672002306 0.5536304073231354 1.0820962988441682 1.0490899985807711 0.34070570838634845 -0.34044594794997185 -0.06902945422396646 0.08491695363757729 -0.2761585349708406 -0.18180315277779432 -1.3678938069778293 0.9436186078333563 -0.00010265466172743233 0.00020155418454703667 0.0034826237663434447 0.002334459540933686 -0.002297833555200247 -0.0019072913526559786 -0.004954447638653319
PC_12 -0.002383882463020691 -0.00035130954628306794 0.0004718336627780874 -3.181728749226427e-05 3.1792667505199946e-07 -0.03209080686397168 0.2135277872493088 0.1260748644663028 0.04577553877016478 0.10892460275983533 0.9424272054910097 -0.539759375342166 -0.10206974124844156 0.553630407323131 12.070335065785343 0.5602652808352613 -0.06491477713643751 -0.3342161001150667 0.3825385381380468 1.658137070573755 0.12387789357002223 -0.16083212771936523 0.22226751875978254 0.23296345214207423 0.19646232351381696 -0.00144011843537475 -0.0011008740394702608 0.0015218740155720893 0.0013784860518908733 0.00032111299208744315 0.0015719627760857242 -0.001262726209019442
PC_13 -0.004212425860378338 -0.00040910669112394693 -0.0003964355612378645 6.063059260419767e-06 -8.413663458790384e-08 0.17166905727408122 0.43875498475423935 0.3060939673806903 0.15853156769319748 0.10578046969729779 -0.10474084096771377 0.5081739063428342 -0.28660713529235615 1.0820962988441656 0.5602652808352604 10.897979320778886 2.2114309024493464 -0.4298504154879675 0.36039015675126185 1.5402035436599864 0.3507286016543275 0.14195734376329994 -0.9195694579192086 -0.28419953293094413 -1.055177265304441 0.00046669175080808994 -0.00195545398482153 -0.0010376167898512889 0.0011301510778319837 0.0019870659386396487 0.0026950528339658667 -0.0025804111937635004
PC_14 -0.009230311139428429 0.0004092461692429003 -0.0001974707053969708 2.0457843063038618e-05 -2.500836559877405e-07 -0.0625386784061405 0.02676771387340144 -0.3692592270977804 0.786657136790352 -0.007520867479118004 0.007766324799864988 -0.00905103567137514 -0.24163922460924603 1.0490899985807731 -0.06491477713643216 2.2114309024493437 11.067855588957384 0.39434674528118163 0.11707545431239941 0.45218295707014566 0.7426758650396279 0.4711264948053979 -0.07421884297884337 -0.9829690803379438 1.0583416685568792 -0.0012800177524814834 0.004157445886748671 -0.0011319026200632403 -0.0015390706058007822 -0.0054822660609824304 -0.00026772054907740213 0.0007478118098614528
PC_15 -0.015029693476633792 -0.00022223963615103395 -0.0011334579555034182 4.279285251136457e-05 -5.116007146388934e-07 0.22844876527640767 -0.38185512752745865 -0.08133805116474854 -0.6253737302812559 -0.6305224611607071 0.4118126097657963 0.32444647214413164 0.7945418772755233 0.34070570838634484 -0.3342161001150689 -0.42985041548797204 0.3943467452811813 11.618212681648755 0.5102647091312353 0.14552467057762217 0.3132229003746251 0.23073571703975387 0.4688912006982555 -0.11193683690431548 -1.2738190899261157 -0.0004127694994845712 -0.0012535854282921396 0.001035168805531973 -0.0016332289542022066 0.0036320592661142135 0.002164996579551131 -0.002783229248145346
PC_16 -0.01887685111800484 9.094111684700365e-05 -0.00017470953549246975 1.8482379675233117e-05 -3.40949659749003e-07 0.11900128390833775 0.2988249302568557 0.2144275672765981 0.4153217254612564 -0.46595567913199376 -0.32160856866610515 -0.4688552384747647 -0.08978855322112285 -0.34044594794997557 0.3825385381380585 0.360390156751262 0.11707545431239505 0.510264709131235 15.222111596391745 -0.027080791236446057 0.45326964807504483 0.6276743666052564 0.48546054683140444 0.22693616144061665 0.2746319369394288 -0.0022358326991742165 -0.003618780784197231 0.005438685873471247 0.004284355186939701 0.004324810391199501 -0.005042231729041582 -0.003663431571482157
PC_17 -0.011518158431889436 0.00035453600414406077 -0.00020210486670700406 8.209399716288006e-06 -8.829716975742441e-08 -0.3892820118957027 0.10015819738391818 -0.49194924853399646 0.6972263686353365 1.127370363756189 0.7213184113723122 0.5039321408431876 0.7813979323819688 -0.06902945422396568 1.658137070573759 1.5402035436599935 0.4521829570701485 0.14552467057762317 -0.02708079123644447 16.040745185876084 1.0647314463811677 0.6125441126312638 -0.6222094635949341 -0.4227956099055025 -0.5825089989477984 0.0006150692858440902 0.001535297853756168 -0.003923501507630445 0.004567455091886508 -0.0101720596893554 0.0027702829114924785 0.0029406643028767727
PC_18 -0.014914350295884476 0.0003163354368410948 -0.00013068164433878093 2.459337816554198e-05 -3.60019472608749e-07 -0.05689254819362887 -0.05387418295123613 -0.4057197530459651 0.13021547594754174 0.4791618496861471 0.8272458008536095 -0.61222168274373 0.8808306842209004 0.08491695363757215 0.12387789357001762 0.3507286016543276 0.7426758650396181 0.3132229003746232 0.453269648075038 1.064731446381167 12.772857053861255 0.29456909557291966 -0.023474350315976788 -0.9665759591173289 0.7968970974075525 0.001329629683310077 -0.002983245250682997 -0.005356782202898667 0.0028480449170822314 -0.0031022711397238525 -0.0009102109709005477 0.0029358948585498975
PC_19 -0.01829367252672294 2.0422064162744547e-05 -0.0026522861266957214 9.982019909764393e-05 -1.0682075732513935e-06 -0.03583126139517264 -0.08333004507674814 -0.01000487867399647 -0.003923187935028791 0.03177861036749639 -0.020791627250034573 -0.04824846956115865 0.35810230980837254 -0.2761585349708406 -0.1608321277193671 0.14195734376330002 0.47112649480540325 0.2307357170397509 0.6276743666052604 0.6125441126312644 0.29456909557292327 12.722657545265099 0.19649989761035372 0.7376026331791362 0.5832888559617676 0.00038978859718484266 0.0030055964146615205 -0.0006253122083681556 -0.0013927365492482904 -0.006877252363129592 -0.004997841235371522 0.0048831799276952415
PC_20 0.003980876097876252 -0.0002475173513120723 -0.0009478534482641307 1.3694791398152325e-05 -3.971595128104046e-08 0.10565531020843934 -0.2048109103806015 0.08251963252262808 -0.23044577030526636 -0.4332579009245126 0.5957575134705771 0.24198918309541492 0.3999441636723969 -0.1818031527777984 0.2222675187597817 -0.9195694579192072 -0.07421884297884743 0.46889120069825896 0.48546054683140694 -0.6222094635949321 -0.023474350315977204 0.19649989761035813 14.496301917764448 1.7320091016948957 0.2476175000788598 0.00011666459445561847 0.0028663546968021535 0.0002344682775398087 -0.0031630933110321797 0.0034381244051589974 0.0015014894408073966 -0.0001299392608235601
PC_21 0.018246327505975574 0.00011069445429037617 0.0014504183446798107 -5.8203426446819485e-05 6.825861800333295e-07 -0.08981466270890022 0.003630755074836933 -0.21591398581481755 0.6878509767628987 0.10393742563344524 0.5900680218934405 -0.3124882463160655 -0.5045970366487006 -1.3678938069778273 0.23296345214207548 -0.28419953293095074 -0.9829690803379425 -0.11193683690431674 0.22693616144060577 -0.4227956099055027 -0.9665759591173253 0.7376026331791418 1.7320091016949049 16.61470693227478 0.3265774393636103 -8.442775736727504e-05 0.0020205030672147675 0.007375934326607129 -0.00741169608274419 0.001938224561215421 -0.004444527612543774 -0.007757560823496279
PC_22 0.0182984449326958 -0.0004794747259318803 0.0005630211188956982 -2.487365845410899e-05 2.8406985672152276e-07 0.5060987768001088 0.34949496608415154 0.7658465666167719 -0.48637700702208214 -1.1336318824379692 -0.6395434237602377 0.8154731215244986 -0.8835240739462406 0.9436186078333619 0.196462323513815 -1.055177265304437 1.0583416685568776 -1.273819089926115 0.2746319369394319 -0.5825089989477963 0.7968970974075528 0.5832888559617699 0.24761750007885697 0.3265774393636104 15.579003101738232 -0.0008379284429497585 -0.0013469415010267324 -0.00050239370042057 0.0017295779802251386 0.0029259577591862255 -0.0034914304932111527 0.004476424401061812
proband -7.711929725959403e-05 4.0632763878722863e-07 -6.154086623297933e-06 2.629351682524421e-07 -3.0302628668939674e-09 -0.00011640277958909903 0.0008681472761663465 -0.0003714581265837963 -0.0005401416631482793 -5.012933930193516e-05 -0.00091166029163778 -0.0010012625713209445 0.0008770542134160219 -0.0001026546617270878 -0.001440118435375522 0.0004666917508077721 -0.0012800177524817898 -0.00041276949948463763 -0.0022358326991747395 0.0006150692858438446 0.0013296296833099984 0.0003897885971848639 0.00011666459445556369 -8.442775736750717e-05 -0.0008379284429496346 0.000468921306381742 -0.00023938979551212103 -0.00022797012172700608 -1.1024784841552742e-05 1.2245948363320482e-05 5.636398258718687e-07 -1.0425688185342862e-05
paternal -4.897579254106271e-06 -2.119037833743059e-06 -1.0620106736358702e-05 3.4446820418830385e-07 -3.3379209185570438e-09 0.0003081791072870182 0.00038498085483342506 -0.00020331111103452133 0.0038225358145554055 -0.0001581872021858165 0.001880874225893852 0.000646890593863016 0.0021560320882975264 0.00020155418454852387 -0.0011008740394702517 -0.0019554539848219772 0.004157445886749465 -0.0012535854282918826 -0.003618780784196655 0.0015352978537554875 -0.0029832452506827456 0.0030055964146616784 0.002866354696802925 0.0020205030672136564 -0.001346941501026222 -0.00023938979551212097 0.001811569601934376 0.00012158647187032413 -0.0013978829076770126 -0.0012732945082861275 -1.9811857884773156e-05 -1.9717207182718485e-06
maternal 7.374527999002045e-05 -5.061025980416644e-07 5.866046379975479e-06 -2.601235292138669e-07 3.0227318627248984e-09 -0.0016634726628047753 0.00014976764456250103 -0.0009990151745028553 0.001269001040268809 -0.00033247830073841744 0.0005939319325501558 -3.179715834422769e-05 -0.0022232670033097836 0.0034826237663432937 0.0015218740155724438 -0.001037616789851556 -0.0011319026200622446 0.001035168805532091 0.005438685873470888 -0.003923501507629824 -0.00535678220289857 -0.0006253122083678691 0.0002344682775398861 0.007375934326607859 -0.0005023937004203945 -0.0002279701217270055 0.00012158647187032629 0.0015672955997091404 -1.925267467888201e-05 -3.950290220737167e-05 -0.001190164059548555 -0.0010486668389072184
gpp 0.0001307838705140743 2.427245374290993e-06 1.8681788955485652e-05 -7.842789569306769e-07 8.956372432923379e-09 -0.001088937272185157 0.002606264814288066 0.0001845332718483907 0.0021926739638763546 0.004478874925152669 -0.0005756008209026522 0.0019409774132277573 -0.0017644344129399338 0.0023344595409343764 0.0013784860518942178 0.0011301510778308243 -0.001539070605801171 -0.0016332289542019384 0.004284355186937269 0.004567455091887357 0.0028480449170838543 -0.0013927365492473975 -0.0031630933110290247 -0.007411696082744677 0.001729577980225888 -1.102478484155222e-05 -0.001397882907677013 -1.9252674678881964e-05 0.003802924659631598 -0.001092208142089655 3.8108746450789256e-05 -6.850603355668771e-05
gpm 1.5799765653159406e-05 -4.156765780857801e-08 5.168448636883687e-06 -1.383433293445206e-07 1.1960770235238312e-09 -0.0017647152257408752 -0.0021632342176856967 0.0005683731520836641 -0.00807681776796092 -0.001970461910504536 -0.003086497823232246 -0.002396323821672253 -0.006065611173122523 -0.002297833555200719 0.0003211129920862986 0.0019870659386397767 -0.005482266060982642 0.003632059266113872 0.004324810391199695 -0.010172059689352149 -0.0031022711397253816 -0.006877252363129766 0.0034381244051561 0.001938224561215423 0.002925957759184527 1.2245948363320011e-05 -0.0012732945082861264 -3.9502902207369064e-05 -0.0010922081420896544 0.0034818622628226812 -1.8701866678250972e-05 9.113854944612924e-05
gmp 8.372809845124225e-06 1.6046290930470167e-06 1.0676973500535496e-05 -2.4732835420684655e-07 1.98738592593589e-09 0.00040821917299857285 0.0008773873849068603 0.0022008596819891187 -7.210895773023812e-06 0.0021754584086901203 0.0003823363963967047 0.0035675030277181967 -0.0005024161016613816 -0.0019072913526566567 0.0015719627760849984 0.002695052833964814 -0.00026772054907769785 0.00216499657955139 -0.005042231729040559 0.0027702829114907936 -0.0009102109709001032 -0.004997841235372075 0.0015014894408075115 -0.004444527612544078 -0.003491430493210744 5.636398258704808e-07 -1.98118578847743e-05 -0.0011901640595485508 3.810874645078652e-05 -1.8701866678245693e-05 0.002960180329762467 -0.0006853906827423776
gmm -0.00012696356945454055 -1.4740267562013252e-06 -2.8220685879136758e-05 8.963705489553046e-07 -8.819792133043361e-09 0.0003687355197796025 -1.5633415348838664e-05 -2.693464807938365e-05 -0.0011237294921380351 0.0005231167156427391 -0.0010261946923820194 -0.0006186642223617284 0.001348305554161254 -0.004954447638652375 -0.0012627262090190213 -0.002580411193762402 0.0007478118098612669 -0.002783229248145719 -0.0036634315714815613 0.002940664302877079 0.002935894858550379 0.00488317992769479 -0.00012993926082411814 -0.0077575608234969114 0.004476424401060997 -1.0425688185342747e-05 -1.971720718272649e-06 -0.0010486668389072208 -6.850603355668515e-05 9.11385494461261e-05 -0.0006853906827423721 0.0027119100502153155
