 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal
intercept 0.0032054238722969393 3.5929384232777583e-06 -0.004740297920080514 -0.08791098319329486 0.003808774994035865 6.879870748146523e-05 -3.2874082725259126e-07 -5.440415750678397e-05 2.562632703127917e-07 -0.00017891934168261082 0.0002966391675478333 0.00020774585534873394 -0.00043439585322665065 0.00026254376140391486 -0.0003778666915707802 0.0002417807397354588 -0.0003677867026234307 0.0002919472625801889 -0.0004946351457166525 -0.00037385191570586473 0.000481374384887715 -0.0005225766582710104 -0.00033403788802845283 -8.140967486679338e-06 0.00047877055892703535 0.0001388380977766251 -7.862358425945443e-05 3.8819612444148044e-05 -0.0003931205916238361 -6.100461578981058e-07 1.851702609921096e-06 -8.126073337891493e-07
yob 3.5929384231510904e-06 1.9161801088871396e-07 -5.1288900495721385e-06 -0.00014580683642640097 6.00059138925811e-06 7.069686497609287e-08 -3.1355523813880567e-10 -8.189116387314762e-08 3.7054835845655476e-10 6.021742081366067e-06 9.936074969968655e-06 -1.47337452279738e-06 -1.9849415913332386e-05 -8.957552157196571e-06 -9.576869750689056e-08 3.2076192121831766e-06 -3.989842968170971e-06 1.0077129616294623e-05 -5.312230482091456e-06 -1.3464189164400703e-05 1.7516726984937283e-05 -1.3297949562371705e-05 -3.3148411577478413e-06 1.7306365334957964e-05 6.901982512675368e-06 6.128375065174662e-07 -5.575332751937895e-06 8.430392118949753e-06 -2.5027036658061216e-05 -1.093022466606601e-08 1.6381101563564577e-09 1.195900716769994e-08
age -0.0047402979199222305 -5.128890049663543e-06 0.009067773450696343 0.20389366648731827 -0.009064426501546178 -0.00013283048479741373 6.405674724157367e-07 0.0001327260507673524 -6.401257984143009e-07 0.00015223108204793066 -0.00047732119941515784 -0.00031185873571836094 0.0004589483693112004 -2.0862096452455026e-05 0.00030539987406226146 -0.00018477901188867195 0.0003132891255381982 -0.00031186659885917807 0.0005269321163194371 0.0005584831631643093 -0.000886871213421916 0.0006045988241466165 0.0003833094187496096 -6.066776224539763e-05 -0.001087399474518122 -3.0375679154720885e-05 -0.00014615210941705737 -0.0003413835116640492 0.0006610025900615062 8.326079416689536e-07 -3.0026934721423986e-06 9.501163940396943e-08
sex -0.0879109831871465 -0.00014580683642617112 0.20389366648247625 5.24092966206309 -0.23436990947294925 -0.0029769092274852913 1.430852946594991e-05 0.003450322973157812 -1.6721615927593953e-05 0.0002137244101943139 -0.016218571534054215 -0.010898436511675385 0.011224882220914195 0.007178134990007674 0.00412619074458421 -0.0022361990243969614 0.004534994454095522 -0.006070630980839904 0.00950695797304901 0.01384969902211177 -0.022595046885766086 0.01577699249425777 0.005408158768441241 -0.00804841597174231 -0.03056079030019494 0.0033316686991014767 -0.0041077692678717 -0.015609518644989315 0.018766117952639307 7.118223541788852e-06 -4.272043559513928e-05 -3.179336455032083e-05
age_sex 0.0038087749937473735 6.000591389158707e-06 -0.009064426501300927 -0.2343699094722213 0.010521121372769535 0.00013273349421988022 -6.398596080701501e-07 -0.00015547606635412517 7.562832906498209e-07 2.424506709391248e-06 0.0006692088913917177 0.00044561898355423193 -0.00044583693717133995 -0.0003060931002641396 -0.00016639247810808073 8.165557652005953e-05 -0.0001791263565744803 0.00021302443358291878 -0.00039185239649063973 -0.0005661983216338882 0.0009400465413549656 -0.0006370687612649142 -0.0002209420981098357 0.00030784282999064984 0.001317519995625991 -0.00016942947241600485 0.00020977722325352192 0.0006648816140662641 -0.0007509585496445588 -2.631330963063966e-07 1.5079859138073838e-06 1.669288294972337e-06
age2 6.879870747910975e-05 7.069686497746462e-08 -0.00013283048479730027 -0.00297690922755315 0.00013273349422333484 1.951589017482993e-06 -9.439685812329994e-09 -1.949325342935891e-06 9.429255311269368e-09 -2.003448775216235e-06 6.267897964983224e-06 3.7955163461329517e-06 -6.264610025277819e-06 6.534388917635754e-07 -4.3633496962910635e-06 2.5307517469411346e-06 -4.497762963942307e-06 4.220956540586888e-06 -7.747327897084234e-06 -7.807976554001638e-06 1.2521586579194432e-05 -8.203480213426923e-06 -5.3818026147057955e-06 1.912152888973742e-07 1.5460325788422428e-05 5.231461932934387e-07 2.405812547958399e-06 4.241465876161124e-06 -8.922613644445847e-06 -1.18813276395219e-08 4.150185077540279e-08 -6.014588555748918e-10
age3 -3.287408272410146e-07 -3.1355523813862695e-10 6.405674724146425e-07 1.4308529466262276e-05 -6.398596080861402e-07 -9.439685812321909e-09 4.5799222855983206e-11 9.425151951427019e-09 -4.572930673592435e-11 8.470017174025878e-09 -2.659883267704723e-08 -1.5074871553243265e-08 2.6956090800333065e-08 -4.747082019745639e-09 2.0298102147955897e-08 -1.102038750957421e-08 2.1260204566331306e-08 -1.872492797799131e-08 3.73290270495971e-08 3.568000905628462e-08 -5.770250385993518e-08 3.6141374009897e-08 2.4253545760967717e-08 2.8335987035584406e-09 -7.264490797705892e-08 -3.1109865861498677e-09 -1.3277435424988273e-08 -1.654825135658295e-08 3.941640349382376e-08 5.385476022693886e-11 -1.8732998476290799e-10 2.902598766094395e-13
age2_sex -5.440415750235772e-05 -8.189116387275208e-08 0.000132726050763319 0.003450322973136467 -0.00015547606635364959 -1.9493253428788623e-06 9.425151951161915e-09 2.3062853085065375e-06 -1.1260699576438443e-08 -2.059049444204468e-07 -9.12196027059011e-06 -6.049041797015799e-06 5.826718684816789e-06 4.289868631205758e-06 2.246132250955398e-06 -9.152926477136707e-07 2.3193002060256436e-06 -2.368211221680314e-06 5.388019534718333e-06 7.706754087174611e-06 -1.2899858671682814e-05 8.4804639607433e-06 2.9083091111417945e-06 -3.858571722004399e-06 -1.8699071732322236e-05 2.757667608759823e-06 -3.46462425294279e-06 -9.350837155960126e-06 9.91151044907168e-06 2.920968548186734e-09 -1.6808593392721996e-08 -2.7266545849007728e-08
age3_sex 2.562632702904501e-07 3.705483584473422e-10 -6.401257983927556e-07 -1.672161592744e-05 7.562832906452582e-07 9.429255310963721e-09 -4.572930673449875e-11 -1.1260699576405215e-08 5.518983711255597e-11 1.9216132814129486e-09 4.112531951595093e-08 2.735450078634407e-08 -2.5042474438610848e-08 -1.9734580604024945e-08 -1.0190097352315134e-08 3.0941981422336858e-09 -9.861862854568592e-09 8.172944056240395e-09 -2.4773322838193907e-08 -3.488807000797841e-08 5.834202434513545e-08 -3.720322962620178e-08 -1.2385972710400994e-08 1.5727113010188247e-08 8.739518556596914e-08 -1.448234962636131e-08 1.8551404701609267e-08 4.315814571974866e-08 -4.3170043016605385e-08 -9.26211353173644e-12 5.784554539090676e-11 1.4189056466462166e-10
PC_3 -0.00017891934169183603 6.021742081350769e-06 0.00015223108207033527 0.00021372441078415768 2.4245066829061403e-06 -2.0034487755436738e-06 8.470017175601288e-09 -2.0590494402894624e-07 1.921613279507843e-09 0.04120526006901352 0.0004039141968995715 0.001055413062579761 -0.004023901270831717 -0.008204824274890329 0.004561796967973608 0.003548831874750147 -0.007321687515679831 -0.0009734628943297771 -0.0011822452432069322 0.0010235636348803654 0.009125599335070993 0.004541308087657064 -0.0033418745648087687 -0.014680246532686334 0.0033354231619991386 -0.0016917215270343857 0.0047670843407873744 -0.001210283815445563 0.005959530351563057 -1.8135277625581812e-06 -7.396509879475123e-05 -5.125443220612538e-05
PC_4 0.0002966391675275326 9.936074969957267e-06 -0.0004773211993958162 -0.016218571533922463 0.0006692088913879094 6.267897964708859e-06 -2.6598832675767866e-08 -9.12196027056445e-06 4.1125319515970615e-08 0.00040391419690135433 0.14385142492699698 -0.0012489422433403338 0.00789740739542347 0.0036091280642285986 -0.0017707997859840164 -0.007847712545914124 -0.0013437385947495037 -0.012923894390446947 0.0006068166636366182 0.010326477202656874 -0.016913458173331744 -0.007084458689160257 0.010916030344721567 0.00880106519689274 -0.008470038677624574 0.0037005325329153337 -0.005667548025920853 -0.0024937490550611813 0.006721520507661964 -3.134767396327412e-06 5.878719120620069e-05 5.1613586729141294e-05
