(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband paternal maternal gpp gpm gmp gmm
(Intercept) 0.0196669270780411 0.0214604030320836 0.0110570575775449 -0.0284089511590105 -1.50595239621202e-05 5.37899905546578e-05 -3.44525140452163e-05 0.00022464622749359 -4.32874563682182e-05 -6.76218749937787e-05 -0.000385469774109819 6.59532414542946e-05 0.000277165082833192
covarage 0.0214604030320836 0.0306350528445512 0.0221835931476845 -0.0493647759521885 -0.000105825428451861 6.1826998841457e-05 -5.40466837626557e-05 -9.93589167500865e-05 -0.000351218043397658 0.000527787003147751 -0.000513903221321988 0.000229909593612855 0.00054017384017751
covarsex 0.0110570575775449 0.0221835931476845 0.022813065927038 -0.0439360451762873 -5.39263583704585e-05 -6.26415620385022e-05 -2.86833789510839e-05 -0.000185727436157054 -0.000357787633768899 0.000226811526881941 -0.000107214236054703 0.000300578958019268 0.000437706759016231
covarage_sex -0.0284089511590105 -0.0493647759521885 -0.0439360451762873 0.0951125191444945 -7.77125056961028e-06 0.000211403447626459 1.59667305201302e-05 0.000216790336861053 0.000666326233793071 -0.000340936484200776 0.000280418208588467 -0.000502896467230367 -0.000716376716860742
covarPC_3 -1.50595239621202e-05 -0.000105825428451861 -5.39263583704585e-05 -7.77125056961028e-06 0.00178111473628767 -0.000133901093048955 -3.40791129794665e-05 9.76882152782251e-06 -6.41208478727036e-05 -0.000176711015440518 1.2635710339575e-05 -1.56779393648693e-05 -3.23918380812866e-05
covarPC_4 5.37899905546578e-05 6.1826998841457e-05 -6.26415620385022e-05 0.000211403447626459 -0.000133901093048955 0.00163551165939163 2.89924743304659e-05 7.48096158921555e-06 4.67581107690021e-05 5.60666417795659e-05 -4.15898245115339e-05 -1.19229920578918e-05 3.23416938725296e-05
proband -3.44525140452163e-05 -5.40466837626557e-05 -2.86833789510839e-05 1.59667305201302e-05 -3.40791129794665e-05 2.89924743304659e-05 0.00338789770589216 -0.00152006047909239 -0.00171841529013049 -3.14192404718607e-05 -0.000221403156825579 0.000116592344586732 1.30483684743414e-05
paternal 0.00022464622749359 -9.93589167500865e-05 -0.000185727436157054 0.000216790336861053 9.76882152782251e-06 7.48096158921555e-06 -0.00152006047909239 0.00943611587870737 0.00097449362409177 -0.00723483686518221 -0.00616185357845727 -0.000606981215206948 -4.71230057011068e-05
maternal -4.32874563682182e-05 -0.000351218043397658 -0.000357787633768899 0.000666326233793071 -6.41208478727036e-05 4.67581107690021e-05 -0.00171841529013049 0.00097449362409177 0.00872393647605403 -6.07146107604541e-05 -0.000231413909751464 -0.00610292031083637 -0.0059333329508665
gpp -6.76218749937787e-05 0.000527787003147751 0.000226811526881941 -0.000340936484200776 -0.000176711015440518 5.60666417795659e-05 -3.14192404718607e-05 -0.00723483686518221 -6.07146107604541e-05 0.0225136062481638 -0.00886704605093357 4.36308688514534e-05 3.91651014596428e-05
gpm -0.000385469774109819 -0.000513903221321988 -0.000107214236054703 0.000280418208588467 1.2635710339575e-05 -4.15898245115339e-05 -0.000221403156825579 -0.00616185357845727 -0.000231413909751464 -0.00886704605093357 0.0206301181088041 0.000631676298608974 -7.87794291931426e-06
gmp 6.59532414542946e-05 0.000229909593612855 0.000300578958019268 -0.000502896467230367 -1.56779393648693e-05 -1.19229920578918e-05 0.000116592344586732 -0.000606981215206948 -0.00610292031083637 4.36308688514534e-05 0.000631676298608974 0.0160050077592155 -0.00448346729733512
gmm 0.000277165082833192 0.00054017384017751 0.000437706759016231 -0.000716376716860742 -3.23918380812866e-05 3.23416938725296e-05 1.30483684743414e-05 -4.71230057011068e-05 -0.0059333329508665 3.91651014596428e-05 -7.87794291931426e-06 -0.00448346729733512 0.0158348900092103
