(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband paternal gpp gmp
(Intercept) 0.00114167404613584 0.000933211205459436 0.000268766218251392 -0.000704059326961876 -2.26272613737585e-05 3.55353165395163e-05 1.56465723566567e-05 5.44359332574121e-05 -8.42579487995291e-05 -3.46651315655509e-05
covarage 0.000933211205459436 0.00179788879584693 0.00166229170615276 -0.00287396521868178 -2.94963103299314e-05 4.9335753372513e-05 5.27813192070775e-06 1.74464002876527e-05 -6.75417815760262e-05 2.64147260372848e-05
covarsex 0.000268766218251392 0.00166229170615276 0.00282303204996568 -0.00410570243393121 -1.14022528749617e-05 9.2016334830429e-06 4.00035788708549e-07 5.99381082146917e-06 -3.79977617857523e-05 2.11946038698038e-05
covarage_sex -0.000704059326961876 -0.00287396521868178 -0.00410570243393121 0.00704075622160796 1.18419495237525e-05 2.25331285695101e-06 -2.4329499681978e-06 -1.92234018596689e-05 6.17998387653836e-05 -2.69800914867463e-05
covarPC_3 -2.26272613737585e-05 -2.94963103299314e-05 -1.14022528749617e-05 1.18419495237525e-05 0.000415040096132552 -1.33722129570302e-05 -2.34803184232066e-05 2.4091271670021e-05 -2.96519830752669e-05 -3.95578084870094e-05
covarPC_4 3.55353165395163e-05 4.9335753372513e-05 9.2016334830429e-06 2.25331285695101e-06 -1.33722129570302e-05 0.000410198855632804 1.51383226509303e-05 -1.37108749394812e-06 2.83134024295221e-05 -1.68612019879231e-05
proband 1.56465723566567e-05 5.27813192070775e-06 4.00035788708549e-07 -2.4329499681978e-06 -2.34803184232066e-05 1.51383226509303e-05 0.000507197574059438 -0.000247584055845309 -2.90171341306614e-05 -1.74433793847143e-05
paternal 5.44359332574121e-05 1.74464002876527e-05 5.99381082146917e-06 -1.92234018596689e-05 2.4091271670021e-05 -1.37108749394812e-06 -0.000247584055845309 0.00261497146131229 -0.00202640428791846 -0.00197950767285015
gpp -8.42579487995291e-05 -6.75417815760262e-05 -3.79977617857523e-05 6.17998387653836e-05 -2.96519830752669e-05 2.83134024295221e-05 -2.90171341306614e-05 -0.00202640428791846 0.00693741604686787 -0.00304165412566725
gmp -3.46651315655509e-05 2.64147260372848e-05 2.11946038698038e-05 -2.69800914867463e-05 -3.95578084870094e-05 -1.68612019879231e-05 -1.74433793847143e-05 -0.00197950767285015 -0.00304165412566725 0.00678263154879375
