 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal gpp gmp gpm gmm
intercept 0.007746839058670104 -5.102154787307232e-07 0.0006162520215726631 -2.495624245056693e-05 2.914837787213033e-07 -0.002708914177319084 0.00035650959791771715 -0.0018673433856486075 0.0007917813686347574 0.0023649291213920405 -0.0034984726459390205 -0.0001951042180249446 0.002861403507549488 0.001272071644106872 -0.004729756961576248 0.0027405452469742883 -0.004309474365654026 -0.0037286388678025714 -0.006284728693009571 -0.002681245224641396 -0.005410097590814935 -0.00014150036338050464 0.00014482046528871355 0.00450323380004521 -0.0010111273463420663 6.48358682467179e-06 -2.898477243732821e-06 3.5424043401233236e-06 2.0023497142023143e-05 -4.943051365344247e-05 1.7704451093024705e-05 -6.312375887217972e-06
yob -5.102154787374619e-07 2.3467069586388174e-06 1.1169684347975937e-06 7.005541245904399e-09 4.926121226991035e-12 2.417070525153356e-05 0.0003158462897789926 3.0947921910155706e-05 -0.00024905165367486025 0.00010867775080796905 -0.00026437806109570435 -4.932833547398232e-05 -0.00016671714080344424 0.00026586331988338006 -1.4389079553872307e-05 -0.0002299902341175132 0.00019570093283073547 -0.0001350744241129871 -2.4709781455831312e-05 0.0001247231920132169 0.00012964879453107567 -0.00013509283834535287 -6.536473753206968e-05 6.50140234171122e-05 -0.00035424726145595647 1.424216718827617e-07 1.633865214505915e-07 6.481836874900909e-07 -6.340447441700084e-07 4.1716485843979555e-07 7.293536574237082e-07 -2.1792879810977882e-06
age 0.0006162520215727339 1.1169684347985553e-06 0.00011799706767888739 -3.965787054236712e-06 3.949679970650757e-08 -0.00011906281936626118 -1.5024589915749061e-05 -0.0004696855169794894 0.0002686021311196233 0.0002640129146786567 -0.0005107247372027108 -0.0004248738182025704 0.0001953697348685898 0.000937620615440794 -0.00012112370085016259 0.00036838943326427705 -0.00018526073862435208 0.00024674358449030566 -0.00017099787755217634 0.0009935940221492965 -0.00015839249877042425 6.0837472668583175e-05 5.215976902234662e-05 0.000823219043434296 6.229071348412664e-05 -1.2503552660613869e-06 9.396410919647297e-07 1.8694761304014537e-06 -1.1058447067829109e-06 -3.73911653604674e-06 4.826512820235091e-06 -7.181260758040096e-06
age2 -2.495624245056855e-05 7.005541245869007e-09 -3.965787054236583e-06 1.405769254131736e-07 -1.4482982778770735e-09 3.672414505696306e-06 6.819021240188803e-06 1.6118993739600333e-05 -1.4023542793558018e-05 -3.0024351477510665e-07 1.1680393679072468e-05 1.3073602983938134e-05 -1.6387050357393695e-05 -2.4528485509753155e-05 2.8910843789040413e-06 -1.622948903705273e-05 1.1780551685599853e-05 -4.447836430451827e-06 8.456371523023016e-06 -2.5761464330616216e-05 1.3440944952174707e-05 -4.303581948727651e-06 -8.47288187969824e-06 -3.319114116047099e-05 1.7446097410174462e-06 1.967207790282936e-08 -1.1133774427820084e-08 -1.973140686357909e-08 -3.25856528063889e-08 1.7001109712729442e-07 -1.1629666310983554e-07 1.50401387789675e-07
age3 2.914837787213152e-07 4.9261212273356215e-12 3.9496799706505236e-08 -1.448298277877038e-09 1.5365253901300924e-11 -4.2808003889885614e-08 -4.235671576544555e-08 -1.57312032714511e-07 1.1583876342039204e-07 -5.920998505615451e-09 -1.2931693908423095e-07 -1.2413668432022603e-07 1.9578393948637613e-07 2.3701264098733381e-07 -3.705610737355818e-08 1.5727721889061074e-07 -1.2876101446633592e-07 -1.1645557560273958e-08 -1.3399733352294387e-07 2.024396867080894e-07 -1.678561897262462e-07 2.7971046798190186e-08 1.039280253111656e-07 3.535506611474795e-07 -9.187993154442229e-08 1.9405753088371484e-11 -3.557813809210982e-11 4.559656235851039e-11 7.608460914204615e-10 -1.9998314389271955e-09 1.0276261204293956e-09 -1.2451401983474685e-09
PC_3 -0.0027089141773194445 2.4170705251532582e-05 -0.00011906281936630463 3.6724145056979926e-06 -4.2808003889904024e-08 0.5113571141338138 -0.09028983573882281 0.026600291395461363 0.07085334914358177 0.0377878391791991 0.0434751775145972 0.026145590808558675 -0.08542916070976797 -0.05487717494620457 -0.033636824142969694 0.09816615905656849 0.03432155534615139 0.15564556190614334 0.0081172986602563 -0.20120345113616578 -0.04766540148269129 -0.002561349499286021 0.049294979380349026 -0.12495783400559836 0.17454251587784475 -0.00020748919642445078 0.00022503225072594894 -0.0003899546929483598 -0.0003114701836391416 -0.0007574438195243516 -0.0005779590580486896 0.00029884630829691997
PC_4 0.0003565095979163992 0.0003158462897789919 -1.5024589915917051e-05 6.81902124019522e-06 -4.23567157655141e-08 -0.09028983573882221 1.5008445657339125 -0.013929669514435973 0.3295629483277549 -0.1263056456126337 -0.1275054404380023 -0.016459340724586186 0.047588017244364116 0.06941600622956423 0.1021929669500378 0.166857584736528 -0.07721640802102994 -0.19331894713959835 0.12313891824521721 0.06794230749792805 -0.09530312465507716 0.05565439628786417 -0.09120302746810513 0.07041225148617872 0.23090589920162435 0.0004422295897292953 1.9290780411313507e-05 7.691179342854606e-05 0.0007318872500459265 -0.0004201570870586514 0.0005792881343218629 7.492088996320553e-05
PC_5 -0.0018673433856490078 3.0947921910152426e-05 -0.00046968551697950615 1.611899373960148e-05 -1.5731203271452701e-07 0.02660029139546155 -0.013929669514435744 2.0590444211126533 -0.10671532136241825 -0.2660775829534284 -0.2238891095813143 0.27369408021153885 -0.1394699709292602 -0.3437744029417658 -0.14646039789994952 0.005306758817982518 -0.1597148787754147 -0.09066206697023158 0.0703831217525562 -0.4270084715672564 -0.13067312192022104 -0.07553387484755707 -0.04431163603605705 -0.1135866686797016 0.29591767455543444 0.00040910723121709915 -0.0007913925303368447 0.0006968139866670439 3.0264320794240886e-05 0.0008373748534007558 -0.0013332190854454563 -0.0009210940988536376
PC_6 0.0007917813686356669 -0.000249051653674857 0.00026860213111972304 -1.4023542793561914e-05 1.1583876342043608e-07 0.07085334914358161 0.3295629483277535 -0.10671532136241607 2.6944779547368443 0.16508148078595533 0.25144797620821197 -0.13507118140713203 0.2584182483399793 0.13301551588125202 -0.11240896700165778 0.14073008271581325 0.3920762438324555 -0.44196003983681403 0.11236669525318271 0.3175737337706671 -0.08295924269698676 0.019862204922804667 -0.2755400800056136 0.17716537200452198 -0.21642432650897234 -0.0003152759145358848 0.0016868599299024256 -0.0007352146908086209 -0.0007738662042667981 -0.0019739865580024217 0.0005470242165864301 0.0010489478915416352
PC_7 0.002364929121393248 0.00010867775080797127 0.0002640129146788491 -3.0024351478165993e-07 -5.9209985055490585e-09 0.037787839179198694 -0.12630564561263274 -0.2660775829534305 0.16508148078595467 3.702203721609347 -0.03377665809314773 0.42288039463408594 -0.19060393346894422 0.3754071402696006 0.2685460608256585 0.18915462722943419 0.06720570138141156 -0.4196033423126858 -0.21704006219650157 0.6175119798705584 0.19939877723348137 0.06231388235179671 -0.49864439411030614 0.0698086016663253 -0.5804165272424857 0.00018805194639579643 -0.0008641035284624775 -0.00023156901416696309 0.001944165242158399 -0.0006698304506997928 0.00021608829249673297 0.0009481174774008202
