 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal
intercept 1.8172557227832247e-05 1.864707011165331e-07 -4.573900826216886e-06 -3.502895883987623e-05 2.2544428507061178e-06 8.841950748540057e-08 -4.892792545316415e-10 -4.490592665152032e-08 2.825401900134814e-10 1.873134058238259e-06 3.746040393800968e-05 -0.00015920483782033923 1.9549545605841447e-05 0.00022836197538513773 -8.765899886403473e-05 9.074639578378099e-06 -0.00013402028918860196 6.893315823210346e-05 -0.0002568867099705046 -9.957991317125177e-05 -4.728242902862674e-06 -0.000124650161796096 1.978457881170693e-05 -0.00012489153404815972 0.00011800289640921725 7.299194829951452e-05 -1.041302282994454e-05 -7.595315634043461e-05 2.460265649866472e-05 4.2627482015838725e-08 -3.6812537256402817e-07 4.193365456482509e-08
yob 1.8647070111655565e-07 1.3216904695359181e-07 3.0414649018800373e-07 1.3348995352201113e-06 -9.845887272724953e-08 -2.132932425631145e-09 3.351742346390091e-12 1.3126382425838185e-09 -3.3493771548022604e-12 -6.443721265992033e-07 1.0713038553639552e-05 -5.066673985318772e-06 -1.1014025427214744e-06 5.984696401872951e-06 -5.687930653512857e-06 -2.5747214980640754e-06 -5.6565872079141316e-06 5.613472479012616e-06 -8.853284528215504e-06 -5.9440984280231445e-06 5.59219422011649e-06 -4.640025998341133e-06 -2.766487821483957e-06 9.418551461438876e-06 5.523016371609788e-06 1.7073125651157332e-06 -1.4095656834087963e-06 2.742870678610463e-06 -1.6725360917247935e-05 -8.848516128838393e-09 7.52446693117972e-10 2.406558342683055e-09
age -4.573900826217535e-06 3.041464901886697e-07 6.68282452040725e-05 0.0009848988945715376 -6.570992688638094e-05 -1.3450786768829922e-06 8.467015095050049e-09 1.3304959348617748e-06 -8.388290633431466e-09 -1.5132426540359607e-06 2.15966146307668e-05 -6.294991343013662e-06 4.764203971778833e-06 7.480197858848286e-05 -2.801156275129512e-05 1.4397285969822319e-05 -2.5728070264827666e-05 9.609203845649655e-06 1.3610891281552904e-05 -1.1522254321893949e-05 -1.588967361616945e-05 -8.215337052770576e-06 -4.949771768387745e-05 -1.720367059007811e-05 3.168299187266129e-05 -9.562946620934621e-06 -2.3459708668546426e-05 -2.9666420731391e-05 3.045658602477934e-05 2.1162887668003637e-09 3.752256500259149e-07 -1.104488162635459e-07
sex -3.5028958839943794e-05 1.3348995352124043e-06 0.000984898894571314 0.02574383845285882 -0.0016815683757269765 -1.947269847971517e-05 1.2068126678265318e-07 3.3585945369710816e-05 -2.0954826060298106e-07 7.699035015015958e-05 0.0003518954993879334 0.0006022228204293436 0.00016384249293522097 0.00025421163253133884 -0.00030367324898961556 0.00047855654930704076 -0.0005741480696484521 7.456290727387568e-05 0.0002731308023141301 -0.0005264097284111091 4.2340345216847267e-05 -0.0002553915327779441 -6.872130643433332e-05 -0.0003540054224914156 0.00022925122855635215 0.0005839984043514494 0.00029138036773737987 -0.00012179725124695553 9.078104026786644e-05 4.593558718674723e-07 1.69449020025854e-06 -2.6744399000220145e-06
age_sex 2.2544428506903075e-06 -9.845887272790272e-08 -6.570992688637413e-05 -0.001681568375727196 0.0001132500101412112 1.3290476906646078e-06 -8.383037307545998e-09 -2.3128641694743807e-06 1.4681827153283559e-08 -8.808835707709797e-06 -7.75632310910082e-06 -2.4146423761089843e-05 -7.885270796479309e-06 -1.324130943695174e-05 1.2557452461150002e-05 -3.4203515401046424e-05 2.6220998857891482e-05 -4.81005978789287e-06 -2.1894916095053214e-05 3.467589235958352e-05 9.140383145948791e-07 1.1086529086671798e-05 4.949975056446174e-06 3.371389692495075e-05 -1.314710421830749e-05 -4.371304944242682e-05 -1.822604738823204e-05 1.8735164809771353e-05 -2.380858485997293e-05 4.321793486073915e-08 -2.1065548273034829e-07 2.436008901995877e-07
age2 8.841950748554172e-08 -2.132932425641635e-09 -1.3450786768831127e-06 -1.947269847972272e-05 1.3290476906649741e-06 2.772132336443394e-08 -1.7768188559552012e-10 -2.7448808905404987e-08 1.760301306715477e-10 6.732244250425809e-08 2.3479183416254582e-07 3.8446131231904945e-07 9.448134376087126e-09 -1.1928129310230796e-06 2.4509836179749875e-07 -3.659254229519819e-07 2.2162826458195842e-07 -8.877734002925736e-08 -5.333133349381027e-07 3.4791042581085404e-08 3.686983409133005e-07 -4.449827281356479e-08 1.1036842129613593e-06 7.523026194473066e-07 -4.783899203814128e-07 2.4300261149795425e-07 4.6343747394319963e-07 6.989188996135966e-07 -1.4013249816026338e-06 9.369122941550685e-10 -8.252079938005739e-09 2.3407513652655585e-09
age3 -4.892792545318487e-10 3.351742346386557e-12 8.467015095051449e-09 1.2068126678272012e-07 -8.38303730754959e-09 -1.7768188559553416e-10 1.1567644732057802e-12 1.7600546886459884e-10 -1.1459205937111152e-12 -1.0342921482501162e-09 -3.2590321357668566e-09 -4.455974437624571e-09 -4.940371228964542e-10 7.56913140842869e-09 -9.637156500177028e-10 2.265972040981713e-09 -8.572818756243336e-10 7.042456922039279e-10 3.101935987611373e-09 1.5039811269125412e-10 -2.0556625689517297e-09 7.723186966751684e-10 -7.95895735832448e-09 -6.302748543062953e-09 3.084778436998321e-09 -1.5283579508585645e-09 -2.844947218144544e-09 -4.733284481379939e-09 1.1405219696634107e-08 -1.1397346148812612e-11 5.4705614443182537e-11 -1.3988598052697412e-11
age2_sex -4.4905926652162583e-08 1.3126382425824535e-09 1.3304959348617585e-06 3.358594536971981e-05 -2.31286416947468e-06 -2.744880890540049e-08 1.7600546886454432e-10 4.8143562683530624e-08 -3.106418256967814e-10 2.189788878389378e-07 -5.5931248854503565e-08 2.1287197696777738e-07 1.1232940431741282e-07 2.1633903994413635e-07 -1.475733103687535e-07 7.375179720319148e-07 -3.958834285048006e-07 8.174008988161003e-08 5.063254911324054e-07 -6.054837380218073e-07 -7.41926135904026e-08 -1.1261589879796145e-07 -1.587268253472119e-07 -8.205101547911848e-07 3.143466595501659e-07 9.491007214897644e-07 3.63607427036036e-07 -5.986417866794998e-07 7.30639098846692e-07 -1.7001280083960943e-09 5.174065127152878e-09 -5.288617635617441e-09
age3_sex 2.8254019001528506e-10 -3.3493771548655163e-12 -8.388290633432384e-09 -2.095482606030648e-07 1.46818271532873e-08 1.7603013067153807e-10 -1.1459205937108876e-12 -3.1064182569681905e-10 2.0348570345493175e-12 -1.266402554974543e-09 1.3917648807363882e-09 1.659982839137669e-10 -5.459973173757457e-10 -1.2715753372228236e-09 4.4589312243208216e-10 -4.814817283021848e-09 1.997544210044895e-09 -2.844695097753673e-10 -3.4599213149089923e-09 2.9230241562794285e-09 7.844311852794962e-10 -2.2305419435867922e-11 1.4146204779782342e-09 5.770082322645661e-09 -2.518138572248578e-09 -6.25163480016732e-09 -2.2292248501969374e-09 4.9461092366892744e-09 -5.816701741155567e-09 1.3202154853563591e-11 -3.508924730382303e-11 3.3614303484019556e-11
PC_3 1.873134058238705e-06 -6.443721265991755e-07 -1.513242654050688e-06 7.699035014985493e-05 -8.808835707687183e-06 6.732244250458197e-08 -1.034292148252301e-09 2.1897888783843546e-07 -1.266402554971123e-09 0.040759543206267713 0.0020522545193006544 -0.0035265839321622213 0.0024639506953526248 -0.00872521356255728 0.0025713894783008107 0.0014614405894723221 -0.007982901171792066 0.001867200783754108 -0.008555073217003573 -0.00028666389468473894 0.014690130310849748 0.003048735037842073 -0.0037252299143594523 -0.01878475506766573 0.0039727721667839 0.0004557803415773597 0.002214111953192166 -0.0013671843520359458 0.007555382146608762 -1.846891476686139e-06 -5.4349647834349836e-05 -6.140749835793714e-05
PC_4 3.746040393801173e-05 1.0713038553639402e-05 2.1596614630687906e-05 0.0003518954993859885 -7.756323108966386e-06 2.3479183416417485e-07 -3.2590321357773134e-09 -5.593124885731215e-08 1.3917648807545736e-09 0.0020522545193006523 0.1444692697951263 -0.0011073669112984992 0.008982163694185818 -0.007659031557458866 -0.008368681058389593 -0.003879974962942046 -0.0015709401295880266 -0.008150215052702461 0.005078733023671294 0.013015858149293898 -0.01881780691451448 -0.005538106932289479 0.013817609236813515 0.009338458981083528 -0.006740796780718077 0.0018741497965094518 0.0006340082120554657 -0.008107240588796163 0.010762391567463513 -1.3806567395326415e-06 4.012857681177567e-05 5.3266068874517324e-05
PC_5 -0.00015920483782033414 -5.06667398531901e-06 -6.2949913431909885e-06 0.0006022228204249579 -2.4146423760782546e-05 3.844613123227615e-07 -4.455974437648687e-09 2.1287197696128419e-07 1.659982839562249e-10 -0.0035265839321622443 -0.0011073669112984736 0.19707770128944868 -0.012495638387388803 -0.005267790044216738 -0.007068992575431179 0.011211394768990504 -0.015488361262748216 -0.004391534099515258 -0.009576150542301631 0.000737760953722987 -0.006708684781504582 -0.01202962030807926 0.004571164101994519 -0.013982783130159259 0.00435349139816551 -0.00120568916294253 -0.00014363458894558866 -0.012744018886691412 0.005107099674112547 -1.288099403258709e-06 2.8372739775131665e-05 2.732560152903215e-05
PC_6 1.954954560584178e-05 -1.10140254272146e-06 4.764203971762665e-06 0.00016384249293472454 -7.885270796444626e-06 9.448134376427438e-09 -4.940371228986802e-10 1.1232940431667963e-07 -5.459973173709455e-10 0.002463950695352625 0.008982163694185818 -0.012495638387388793 0.24316068646048186 0.010680834922872928 0.0061016607250016465 -0.024053131588570194 -0.010840199104648954 0.014648804105446826 -0.030542604633063568 -0.003916123631148399 0.017247863094997463 -0.026798419810550634 0.015982558370516455 0.0010550768689470357 0.007348446171982438 0.007653273768501759 -0.004324288846855357 -0.008577968077205511 -0.004567785477421007 -1.7348676311783897e-06 6.513391910487539e-05 2.6413859356121202e-05
PC_7 0.00022836197538513904 5.984696401873039e-06 7.48019785884447e-05 0.0002542116325302299 -1.3241309436881894e-05 -1.192812931022341e-06 7.569131408424183e-09 2.1633903994278653e-07 -1.2715753372146343e-09 -0.00872521356255729 -0.007659031557458864 -0.005267790044216749 0.010680834922872905 0.29937306236708267 0.01953391887570993 -0.0029462428810272524 -0.017795149803706632 0.004753391777504017 0.006188330800595532 0.02377169029574416 -0.0007040598471002626 -0.03328330772330187 -0.024239263448302302 0.031218238277566604 -0.004236343420012763 -0.004015744767356638 0.011292899664990839 0.018815835288592764 -0.01745937501083143 1.0169108232477185e-05 4.263819696344396e-05 1.656991869372468e-05
